ABA	n+f.aba
sin clasificar	a+m.unrated@a+f.unrated@a+m.unsorted@a+f.unsorted
sin cocinar	a.uncooked
sin comprimir	a+m.uncompressed@a+f.uncompressed
sin compromiso	a.unattached
sin corazón	a.heartless
sin corregir	a+m.uncorrected@a+f.uncorrected
sin cortar	a+m.uncut@a+f.uncut
sin costuras	a+m.seamless@a+f.seamless
sin desarrollar	a+m.undeveloped@a+f.undeveloped
sin descubrir	a+m.undiscovered@a+f.undiscovered
sin diagnosticar	a+m.undiagnosed@a+f.undiagnosed
sin dinero	a+m.broke@a+f.broke@a.strapped
sin dormir	a.sleepless
sin duda	ad.doubtless
sin edad	a.ageless
sin editar	a+m.unedited@a+f.unedited
sin educación	a+m.uneducated@a+f.uneducated
sin embargo	ad.however@ad.nevertheless@ad.nonetheless@conj.yet
sin encuadernar	a.unbound
sin escalas	a.nonstop
sin escrúpulos	a+m.unconscionable@a+f.unconscionable@a+m.unscrupulous@a+f.unscrupulous
sin esfuerzo	a.effortless@ad.effortlessly
sin esperanza	a.hopeless
sin estado	a.stateless
sin explicar	a.unexplained
sin explotar	a+m.untapped@a+f.untapped
sin fecha	a.undated
sin filtrar	a+m.unfiltered@a+f.unfiltered
sin fin	a.unending
sin fines de lucro	a.nonprofit
sin firmar	a+m.unsigned@a+f.unsigned
sin fondo	a.bottomless
sin forro	a+m.unlined@a+f.unlined
sin goles	a.scoreless
sin hacer	a.undone
sin hijos	a.childless
sin hogar	a+m.homeless@a+f.homeless
sin hueso	a.boneless
sin humo	a.smokeless
sin idea	a.clueless
sin igual	a.unmatched@a+m.unrivalled@a+f.unrivalled
sin importancia	a.unimportant
sin incidentes	a+m.uneventful@a+f.uneventful
sin ley	a.lawless
sin licencia	a.unlicensed
sin llenar	a+m.unfilled@a+f.unfilled
sin mangas	a.sleeveless
sin marca	a.unbranded
sin marcar	a.unmarked
sin marco	a.unframed
sin miedo	a.fearless
sin montura	a.bareback
sin más	ad.summarily
sin nombre	a+m.unnamed@a+f.unnamed
sin numerar	a+m.unnumbered@a+f.unnumbered
sin obstrucciones	a+m.unobstructed@a+f.unobstructed
sin oposición	a.uncontested@a+m.unopposed@a+f.unopposed
sin palabras	a.speechless
sin papel	a.paperless
sin par	a.peerless
sin paralelo	a+m.unparalleled@a+f.unparalleled
sin parar	ad.nonstop
sin pavimentar	a+m.unpaved@a+f.unpaved
sin pelo	a.hairless
sin perfume	a+m.unscented@a+f.unscented
sin pintar	a+m.unpainted@a+f.unpainted
sin plomo	a.unleaded
sin poder	a.powerless
sin ponderar	a+m.unweighted@a+f.unweighted
sin precedentes	a+m.unprecedented@a+f.unprecedented
sin pretensiones	a+m.unassuming@a+f.unassuming
sin previo aviso	ad.unannounced
sin problemas	ad.seamlessly
sin procesar	a+m.unprocessed@a+f.unprocessed
sin pérdida	a.lossless
sin receta	a.nonprescription
sin recubrimiento	a+m.uncoated@a+f.uncoated
sin resolver	a+m.unresolved@a+f.unresolved
sin respuesta	a+m.unanswered@a+f.unanswered
sin restricciones	a+m.unconstrained@a+f.unconstrained@a.unrestrained@a+m.unrestricted@a+f.unrestricted
sin rodeos	ad.bluntly
sin rostro	a.faceless
sin saberlo	ad.unknowingly@ad.unwittingly
sin sal	a+m.unsalted@a+f.unsalted
sin salida al mar	a.landlocked
sin sellar	a+m.unsealed@a+f.unsealed
sin sentido	a.meaningless@a.mindless@a.pointless@a.senseless
sin signo	a+m.unsigned@a+f.unsigned
sin sol	a.sunless
sin tener en cuenta	prep.disregarding
sin tierra	a+m.landless@a+f.landless
sin tirantes	a.strapless
sin trabas	a+m.unfettered@a+f.unfettered
sin tratar	a+m.untreated@a+f.untreated
sin título	a+m.untitled@a+f.untitled
sin usar	a+m.unused@a+f.unused
sin valor	a.worthless
sin vender	a+m.unsold@a+f.unsold
sin verificar	a.unchecked
sin vida	a.lifeless
sin éxito	ad.unsuccessfully
sinagoga	n+f.synagogue
sinagogas	n+f+pl.synagogues
sinapsis	n+f.synapse@n+f+pl.synapses
sincera	a+f.heartfelt@a+f.sincere@a+f.truthful
sinceramente	ad.sincerely@ad.truthfully
sinceridad	n+f.sincerity
sincero	a.earnest@a+m.heartfelt@a+m.sincere@a+m.truthful
sincronicidad	n+f.synchronicity
sincronizaciones	n+f+pl.timings
sincronización	n+f.entrainment@n+f.sync@n+f.synch@n+f.synchronisation@n+f.synchronization@n+f.timing
sincronizada	a+f.synchronized
sincronizado	n+m.synchro@a+m.synchronized
sincronizador	n+m.synchronizer
sincronizando	vt.synchronizing@vt.syncing
sincronizar	vt.sync@vt.synch@vt.synchronize
sincronizó	vt.synchronized
sincrotrón	n+m.synchrotron
sindicación	n+f.syndication
sindicada	a+f.syndicated
sindicado	a+m.syndicated
sindicalismo	n+m.unionism
sindicalista	n+m.unionist
sindicalistas	n+m+pl.unionists
sindicalizada	a+f.unionized
sindicalizado	a+m.unionized
sindicar	vt.syndicates
sindicato	n+m.syndicate@n+m.union
sindicatos	n+m+pl.syndicates@n+m.unions
sindicatura	n+f.receivership
sinergia	n+f.synergy
sinergias	n+f+pl.synergies
sinfonía	n+f.sinfonia@n+f.symphony
sinfonías	n+f+pl.symphonies
sinfín	n+m.auger
sinfónica	a+f.symphonic
sinfónico	a+m.symphonic
singapurense	a.singaporean@n+m.singaporean@n+f.singaporean
singleton	n+m.singleton
singular	a+m.singular@a+f.singular
singularidad	n+f.distinctiveness@n+f.singularity@n+f.uniqueness
singularidades	n+f+pl.singularities
singularmente	ad.singularly
sinhogarismo	n+m.homelessness
siniestra	a+f.sinister
siniestramente	ad.darkly
siniestro	a+m.sinister
sino	n+m.kismet
sinopsis	n+f.summarization@n+f+pl.synopses@n+f.synopsis
sinovial	a.synovial
sinsonte	n+m.mockingbird
sintaxis	n+f.syntax
sinterización	n+f.sintering
sinterizada	a+f.sintered
sinterizado	a+m.sintered
sinterizando	vt.sintering
sintetizada	a+f.synthesized
sintetizado	a+m.synthesized
sintetizador	n+m.synth@n+m.synthesizer
sintetizadores	n+m+pl.synthesizers@n+m+pl.synths
sintetizando	vt.synthesizing
sintetizar	vt.synthesize
sintetizó	vt.synthesized
sintiendo	v.feeling
sintió	v.felt@vt.sensed
sintomática	a+f.symptomatic
sintomático	a+m.symptomatic
sintonizable	a.tunable
sintonización	n+f.tuning
sintonizada	a+f.attuned@a+f.tuned
sintonizado	a+m.attuned@a+m.tuned
sintonizador	n+m.tuner
sintonizadores	n+m+pl.tuners
sintonizar	vt.tune
sintoísmo	n+m.shinto
sintoísta	a+m.shinto@a+f.shinto
sintáctica	a+f.syntactic
sintáctico	a+m.syntactic
sintética	a+f.synthetic
sintético	a+m.synthetic
sintéticos	n+m+pl.synthetics
sinuosa	a+f.twisting@a+f.twisty@a+f.winding
sinuoso	a.twisting@a+m.twisty@a+m.winding
sinusitis	n+f.sinusitis
sinusoidal	a.sinusoidal
sinvergüenza	n+m.sleaze
sinvergüenzas	n+m+pl.crooks@n+m+pl.rogues@n+m+pl.scoundrels
sináptica	a+f.synaptic
sináptico	a+m.synaptic
sinérgica	a+f.synergistic
sinérgico	a+m.synergistic
sinónima	a+f.synonymous
sinónimo	n+m.syn@n+m.synonym@a+m.synonymous
sinónimos	n+m+pl.synonyms
sinóptica	a+f.synoptic
sinóptico	a+m.synoptic
sionismo	n+m.zionism
sionista	n+m.zionist@a.zionist
sionistas	n+m+pl.zionists
sirena	n+f.mermaid@n+f.siren
sirenas	n+f+pl.mermaids@n+f+pl.sirens
siria	a+f.syrian@n+f.syrian
sirias	n+f+pl.syrians
sirio	a+m.syrian@n+m.syrian
sirios	n+m+pl.syrians
sirve	v.serves
sirviendo	v.serving
sirvienta	n+f.servant
sirvientas	n+f+pl.servants
sirviente	n+m.servant
sirvientes	n+m+pl.servants
sirvió	vt.poured@v.served
siríaca	a+f.syriac
siríaco	n+m.syriac@a+m.syriac
sisal	n+m.sisal
siseo	n+m.hissing
sismología	n+f.seismology
sistema	n+m.syst@n+m.system
sistema armonizado	n+m.hts
sistema de distribución global	n+m.gds
sistema de ventanas	n+m.windowing
sistemas	n+m.systems
sistemática	a+f.systematic@n+f.systematics
sistemáticamente	ad.systematically
sistemático	a+m.systematic
sistémica	a+f.systemic
sistémico	a+m.systemic
sistólica	a+f.systolic
sistólico	a+m.systolic
sitar	n+m.sitar
sitcom	n+m.sitcom
sitiada	a+f.besieged
sitiado	a+m.besieged
sitio	n+m.site
sitio web	n+m.website
sitios	n+m.sites
sitios web	n+m.websites
sitió	vt.besieged
situacional	a.situational
situaciones	n+f.situations
situación	n+f.situation
situación difícil	n+f.plight@n+f.predicament
situada	a+f.situated
situado	a+m.situated
situando	vt.siting
situs	n+m.situs
siux	n+m.sioux@a+m.sioux@a+f.sioux
ska	n+m.ska
skateboarding	n+m.skateboarding
sketch	n+m.sketch@n+m.skit
sketches	n+m+pl.skits
slam	n+m.slamming
slams	n+m+pl.slams
smog	n+m.smog
snooker	n+m.snooker
snowboard	n+m.snowboard@n+m.snowboarding
sobaco	n+m.armpit
soberana	a+f.sovereign@n+f.sovereign
soberanas	n+f+pl.sovereigns
soberano	a+m.sovereign@n+m.sovereign
soberanos	n+m+pl.sovereigns
soberanía	n+f.sovereignty
soberbia	a+f.superb
soberbiamente	ad.superbly
soberbio	a+m.superb
soborna	vt.bribes
sobornar	vt.bribe
soborno	n+m.bribe@n+m.bribery@n+m.kickback@n+m.payoff
sobornos	n+m+pl.bribes@n+m+pl.payoffs@n+m+pl.sops
sobra	n+m.ort
sobrante	a.leftover
sobras	n+m+pl.leftover@n+f+pl.leftovers
sobre	prep.about@n+m.envelope@prep.on@prep.onto@prep.over@prep.upon
sobre el suelo	a+m.aboveground@a+f.aboveground
sobre eso	ad.thereon
sobre todo	ad.chiefly
sobreabastecerse	vt.overstock
sobrealimentada	a+f.supercharged
sobrealimentado	a+m.supercharged
sobrealimentador	n+m.supercharger
sobrecalentamiento	n+m.overheating
sobrecalentando	vt.overheating
sobrecarga	n+f.overburden@n+f.overload@n+f.overloading
sobrecargada	a+f.overloaded
sobrecargada de trabajo	a+f.overworked
sobrecargado	a+m.overloaded
sobrecargado de trabajo	a+m.overworked
sobrecargando	vt.overloading
sobrecargar	vt.overburden@vt.overload
sobrecitos	n+m+pl.sachets
sobrecostos	n+m+pl.overruns
sobredimensionada	a+f.oversize@a+f.oversized
sobredimensionado	a.oversize@a+m.oversized
sobredosificarse	vi.overdose
sobredosis	n+f.overdose
sobreestimación	n+f.overestimate
sobreestimada	a+f.overestimated
sobreestimado	a+m.overestimated
sobreestimar	vt.overestimate
sobreestimó	vt.overestimated
sobregiro	n+m.overdraft
sobrehumana	a+f.superhuman
sobrehumano	a+m.superhuman
sobrellevando	v.coping
sobrellevar	vi.cope
sobremarcha	n+f.overdrive
sobrenadante	n+m.supernatant
sobrenatural	a+m.supernatural@a+f.supernatural
sobrenombres	n+m+pl.nicknames
sobrepagada	a+f.overpaid
sobrepagado	a+m.overpaid
sobrepasa	vt.surpasses
sobrepasar	vt.surpass
sobres	n+m+pl.envelopes@n+m+pl.mailers
sobresale	vi.bulges@vi.excels
sobresaliendo	vi.protruding
sobresaliente	a.salient
sobresalir	v.excel@vt.overhang
sobresalió	vi.excelled
sobresaltada	a+f.startled
sobresaltado	a+m.startled
sobresaltó	vt.startled
sobrescribiendo	vt.overwriting
sobrescribir	vt.overwrite
sobrescrita	a+f.overwritten
sobrescrito	vt.overwritten@a+m.overwritten
sobretodo	n+m.overcoat
sobreutilizada	a+f.overused
sobreutilizado	a+m.overused
sobrevalorada	a+f.overpriced@a+f.overrated
sobrevalorado	a+m.overpriced@a+m.overrated
sobrevive	vi.survives
sobreviviente	a+m.surviving@a+f.surviving@n+m.survivor@n+f.survivor
sobrevivientes	n+m.survivors@n+f.survivors
sobrevivir	vi.survive
sobrevivió	v.survived
sobria	a+f.sober
sobriedad	n+f.sobriety
sobrina	n+f.niece
sobrinas	n+f+pl.nieces
sobrino	n+m.nephew
sobrinos	n+m+pl.nephews
sobrio	a+m.sober@a.understated
socava	vt.undermines
socavada	a+f.undermined
socavado	a+m.undermined
socavando	vt.undermining
socavar	vt.undercut@vt.undermine
socavó	vt.undermined
socia	n+f.partner
sociable	a.sociable
social	a+m.social@a+f.social@a.societal
socialismo	n+m.socialism
socialista	n+m.socialist@n+f.socialist@a+m.socialist@a+f.socialist
socialistas	n+m+pl.socialists
socialización	n+f.socialization
socializada	a+f.socialized
socializado	a+m.socialized
socializando	vi.socializing
socializar	vi.socialize
socializó	vt.socialized
socialmente	ad.socially
sociedad	n+f.soc@n+f.society
sociedad anónima	n+f.inc
sociedad limitada	n+f.ltd
sociedades	n+f.partnerships@n+f.societies
socio	n+m.partner
sociocultural	a+m.sociocultural@a+f.sociocultural
socioeconómica	a+f.socioeconomic
socioeconómico	a+m.socioeconomic
sociología	n+f.sociology
sociológica	a+f.sociological
sociológico	a+m.sociological
socios	n+m.partners
socióloga	n+f.sociologist
sociólogo	n+m.sociologist
sociólogos	n+m+pl.sociologists
sockets	n+m+pl.sockets
socorrista	n+m.lifeguard
socorristas	n+m+pl.rescuers@n+m+pl.responders
soda	n+f.soda
sodas	n+f+pl.sodas
sodio	n+m.sodium
sodomita	n+m.bugger
sodomía	n+f.sodomy
sofisticación	n+f.sophistication
sofisticada	a+f.sophisticated
sofisticado	a+m.sophisticated
sofocada	a+f.smothered@a+f.stifled
sofocado	a+m.smothered@a+m.stifled
sofocando	vt.smothering@vt.stifling
sofocante	a.choking@a.scorching@a.stifling@a+m.stuffy@a+f.stuffy
sofocar	vt.quell@vt.smother@vt.stifle
sofocos	n+f+pl.flushes
sofocó	vt.smothered@vt.stifled
software	n+m.software
software colaborativo	n+m.groupware
software gratuito	n+m.freeware
sofá	n+m.couch@n+m.sofa
sofá de dos plazas	n+m.loveseat
sofá seccional	n+m.sectional
sofás	n+m+pl.couches@n+m+pl.sofas
soga	n+f.noose
soja	n+f.soy@n+f.soybean
sol	n+m.sol@n+m.sun
sola	a+f.alone@a+f.single@a+f.sola@a+f.solo
solapa	n+f.flap@n+f.lapel
solapada	a+f.sneaky
solapado	a.sneaky
solapamiento	n+m.aliasing
solapamientos	n+m+pl.overlaps
solapando	v.overlapping
solapas	n+f+pl.flaps
solar	a+m.solar@a+f.solar
solario	n+m.solarium@n+m.sunroom
soldada	a+f.soldered@a+f.welded
soldado	a+m.soldered@n+m.soldier@a+m.welded
soldado de caballería	n+m.trooper
soldado de primera clase	n+m.pfc
soldado raso	n+m.erk@n+m.grunt
soldador	n+m.welder
soldadora	n+f.welder
soldadores	n+m+pl.welders
soldados	n+m.soldiers
soldados de caballería	n+m+pl.troopers
soldados rasos	n+m+pl.privates
soldadura	n+f.solder@n+f.soldering@n+f.weld@n+f.welding
soldadura fuerte	n+f.brazing
soldaduras	n+f+pl.welds
soldando	v.soldering
soldar	vt.solder@vt.weld
soldó	vt.soldered@vt.welded
soleada	a+f.sunny
soleado	a+m.sunny
soledad	n+f.loneliness@n+f.solitude
solemne	a.solemn
solemnemente	ad.solemnly
solenoide	n+m.solenoid
soles	n+m+pl.sols@n+m+pl.suns
solicita	v.requests@vt.solicits
solicitada	a+f.requested@a+f.solicited
solicitado	a+m.requested@a+m.solicited
solicitando	vt.petitioning@v.requesting@vt.soliciting
solicitante	n+m.applicant@n+f.applicant@n+m.petitioner@n+f.petitioner@n+m.registrant@n+m.requester
solicitantes	n+m.applicants@n+f.applicants@n+m+pl.registrants
solicitar	v.apply@v.request@vt.solicit
solicitud	n+f.application@n+f.req@n+f.request@n+f.solicitation
solicitudes	n+f.requests@n+f+pl.solicitations
solicitó	vt.petitioned@v.requested@vt.solicited
solidaridad	n+f.solidarity
solidez	n+f.soundness
solidificada	a+f.solidified
solidificado	a+m.solidified
solidificar	vt.solidify
solidificarse	vi.solidify
solidificó	vt.solidified
solista	n+m.soloist@n+f.soloist
solistas	n+m+pl.soloists
solitaria	a+f.lone@a+f.lonely@n+f.loner@a+f.lonesome@a+f.solitary
solitario	a+m.lone@a+m.lonely@n+m.loner@a.lonesome@n+m.solitaire@a+m.solitary
solloza	vi.sobs
sollozando	vi.sobbing
sollozar	vi.sob
sollozo	n+m.sob@n+m.sobbing
sollozos	n+m+pl.sobs
solo	ad.alone@a+m.alone@ad.just@ad.only@a+m.single@n+m.solo@a+m.solo@ad.solo
solomillo	n+m.sirloin@n+m.tenderloin@n+m.undercut
solos	n+m+pl.solos
solsticio	n+m.solstice
soltando	vt.loosing
soltera	n+f.bachelorette@a+f.single@a+f.unmarried
soltero	n+m.bachelor@a+m.single@a+m.unmarried
solterona	n+f.spinster
solteros	n+m+pl.bachelors@n+m.singles
soltura	n+f.fluency
solubilidad	n+f.solubility
soluble	a+m.soluble@a+f.soluble
solucionable	a.solvable
solucionador	n+m.solver
solucionador de problemas	n+m.troubleshooter
solucionadores	n+m+pl.solvers
soluciones	n+f.solutions
soluciones alternativas	n+f+pl.workarounds
solución	n+f.solution
solución alternativa	n+f.workaround
solución salina	n+f.saline
soluto	n+m.solute
solvencia	n+f.solvency
solvente	n+m.solvent@a+m.solvent@a+f.solvent
solventes	n+m+pl.solvents
som	n+m.som
soma	n+m.soma
somalí	a+m.somali@n+m.somali
sombra	n+f.shade@n+f.shadow@n+m.umber
sombra de ojos	n+f.eyeshadow
sombras	n+f.shades@n+f.shadows
sombreada	a+f.shaded@a+f.shadowed@a+f.shady
sombreado	n+m.hatching@a+m.shaded@n+m.shading@a+m.shadowed@a+m.shady
sombreando	vt.shading
sombrerero	n+m.hatter
sombrereros	n+m+pl.hatters
sombrero	n+m.hat
sombrero de copa	n+m.topper
sombrero fedora	n+m.fedora
sombreros	n+m.hats
sombreros canotié	n+m+pl.boaters
sombreros de copa	n+m+pl.toppers
sombrilla	n+f.parasol@n+f.umbrella
sombrillas	n+f+pl.umbrellas
sombría	a+f.bleak@a+f.dreary@a+f.gloomy@a+f.grim@a+f.shadowy@a+f.sombre
sombrío	a+m.bleak@a+m.dreary@a+m.gloomy@a+m.grim@a+m.shadowy@a+m.sombre
somero	a.cursory
somete	vt.submits
someter	vt.subdue@v.submit
someterse	vt.undergo
sometida	a+f.subjected
sometido	a+m.subjected
sometiendo	vt.subjecting
sometimiento	n+f.subjection
sometiéndose	v.undergoing
sometió	vt.subdued
somnolencia	n+f.drowsiness@n+f.sleepiness
somnolienta	a+f.drowsy
somnoliento	a+m.drowsy
somormujo	n+m.grebe
somática	a+f.somatic
somático	a+m.somatic
son	v.are
sonajero	n+m.rattle
sonajeros	n+m+pl.rattles
sonando	v.ringing@v.sounding
sonar	v.ring@n+m.sonar@v.sound
sonata	n+f.sonata
sonatas	n+f+pl.sonatas
sonda	n+f.probe@n+m.sounder
sondas	n+f+pl.probes
sondea	vt.probes
sondeando	v.probing
sondear	vt.canvass@vt.plumb
sondeo	n+m.canvass@n+m.canvassing@n+m.polling@n+m.sounding
sondeos	n+m+pl.soundings
sondeó	vt.probed
soneto	n+m.sonnet
sonetos	n+m+pl.sonnets
sonido	n+m.sound
sonido vibrante	n+m.twang
sonidos	n+m+pl.sonics@n+m.sounds
sonora	a+f.voiced
sonorense	a+m.sonoran@a+f.sonoran
sonoridad	n+f.loudness
sonorización	n+f.voicing
sonoro	a+m.voiced
sonreír	vi.grin@vi.smile
sonreír con suficiencia	vi.smirk
sonriendo	vi.grinning@v.smiling
sonriendo con suficiencia	vi.smirking
sonriente	a.grinning@a+m.smiley@a+f.smiley@a+m.smiling@a+f.smiling
sonrisa	n+f.grin@n+f.smile
sonrisa de suficiencia	n+f.smirk
sonrisas	n+f+pl.grins@n+f+pl.smiles
sonrió	vi.beamed@vi.grinned@v.smiled
sonrojada	a+f.blushed@a+f.flushed
sonrojado	a+m.blushed@a.blushing@a+m.flushed
sonrojándose	vi.blushing
sonríe	vi.grins@vi.smiles
sonó	vi.rang@v.sounded
sopa	n+f.soup
sopa de pescado	n+f.chowder
sopas	n+f+pl.soups
sopesar	vt.heft
sopla	vt.blows
soplada	a+f.blown
soplado	a+m.blown
soplador	n+m.blower
sopladora	n+f.blower
sopladoras	n+f+pl.blowers
sopladores	n+m+pl.blowers
soplando	v.blowing@vt.puffing
soplar	v.blow@vi.puff
soplo	n+m.whiff
soplona	n+f.fink@n+f.snitch
soplos	n+m+pl.puffs
sopló	v.blew
soplón	n+m.fink@n+m.snitch@n+m.supergrass
soporta	v.bears@vt.endures
soportando	v.enduring@vt.withstanding
soportar	vt.abide@v.bear@vt.endure@vt.withstand
soporte	n+m.brace@n+m.holder@n+m.support
soportes	n+m.supports
soportó	vt.endured
soprano	n+f.soprano
sopranos	n+f+pl.sopranos
sorbe	vt.sips
sorber	vt.sip
sorber ruidosamente	vt.slurp
sorbete	n+m.sherbet@n+m.sorbet
sorbiendo	vt.sipping
sorbo	n+m.sip@n+m.slurp
sorbos	n+m+pl.sips
sorción	n+f.sorption
sorda	a+f.deaf
sordera	n+f.deafness
sordo	a+m.deaf
sorgo	n+m.sorghum
sororidad	n+f.sisterhood
sorprende	vt.shocks@vt.surprises
sorprendente	a.astonishing@a.startling@a+m.surprising@a+f.surprising
sorprendentemente	ad.shockingly@ad.strikingly@ad.surprisingly
sorprender	v.surprise
sorprendida	a+f.surprised
sorprendido	a+m.surprised
sorpresa	n+m.shocker@n+f.surprise
sorpresas	n+f+pl.surprises
sorteo	n+m.giveaway@n+m.sweepstake@n+m.sweepstakes
sorteos	n+m+pl.giveaways
sosa	a+f.bland
soso	a+m.bland
sospecha	vt.suspects@n+f.suspicion
sospechada	a+f.suspected
sospechado	a+m.suspected
sospechando	vt.suspecting
sospechar	vt.suspect
sospechas	n+f+pl.suspicions
sospechosa	a+f.fishy@a+f.sketchy@n+f.suspect@a+f.suspicious
sospechosamente	ad.suspiciously
sospechoso	a.dodgy@a+m.fishy@a.shady@a+m.sketchy@n+m.suspect@a+m.suspicious
sospechosos	n+m+pl.suspects
sostenedor	a.sustaining
sostener	vt.contend@v.hold@vt.sustain
sostenes	n+m.bras
sostenibilidad	n+f.sustainability
sostenible	a+m.sustainable@a+f.sustainable
sosteniblemente	ad.sustainably
sostenida	a+f.held@a+f.sustained
sostenido	a+m.held@a+m.sustained
sostenidos	n+m+pl.sharps
sosteniendo	v.holding@v.sustaining
sostiene	vt.contends@v.holds@vt.sustains@vt.upholds
sostuvo	vt.contended@v.held
sostén	n+m.bra
sostén principal	n+m.mainstay
sotavento	a.leeward
sotobosque	n+m.underwood
sou	n+m.sou
souvenir	n+m.souvenir
souvenirs	n+m+pl.souvenirs
soviética	a+f.soviet
soviético	a+m.soviet
soviéticos	n+m+pl.soviets
soy	v.am
soñada	a+f.dreamed@a+f.dreamt
soñado	a+m.dreamed@a+m.dreamt
soñador	n+m.dreamer@a+m.dreamy
soñadora	n+f.dreamer@a+f.dreamy
soñadoras	n+f+pl.dreamers
soñadores	n+m+pl.dreamers
soñando	v.dreaming
soñar	v.dream
soñar despierto	vi.daydream
soñolienta	a+f.sleepy
soñoliento	a+m.sleepy
soñó	vi.dreamed@vt.dreamt
spa	n+m.spa
spam	n+m.spam
spammer	n+m.spammer
spammers	n+m+pl.spammers
spandex	n+m.spandex
spaniel	n+m.spaniel
sparring	n+m.sparring
spas	n+m.spas
spinnaker	n+m.spinnaker
spinners	n+m+pl.spinners
spitz	n+m.spitz
spline	n+f.spline
spoiler	n+m.spoiler
spoilers	n+m+pl.spoilers
spray	n+m.spray
sprint	n+m.sprint
sprints	n+m+pl.sprints
sprites	n+m+pl.sprites
spyware	n+m.spyware
squash	n+m.squash
squaw	n+f.squaw
squirting	n+m.squirting
sra	n+f.sra
startups	n+f+pl.startups
stent	n+m.stent
stents	n+m+pl.stents
ster	n+m.ster
stetson	n+m.stetson
stock	n+m.stock
streamer	n+m.streamer
streamers	n+m+pl.streamers
strippers	n+m+pl.strippers
striptease	n+m.stripping@n+m.striptease
