reside	vi.cư trú
depressed	a.trầm cảm@v.làm trầm cảm
depressing	a.trầm cảm
left	a.trái@v.đã rời@n.bên trái
contrary	a.trái ngược@n.điều trái ngược
prepaid	a.trả trước
retaliatory	a.trả đũa
fine	a.tốt@n.tiền phạt
good	a.tốt@a.hay@n.điều tốt
best	a.tốt nhất@ad.tốt nhất
finest	a.tốt nhất@a.tuyệt vời nhất
auspicious	a.tốt lành
better	a.tốt hơn@ad.tốt hơn
finer	a.tốt hơn
nicer	a.tốt hơn
bon	a.tốt
gross	a.tổng@n.tổng
total	a.tổng@n.tổng
presidential	a.tổng thống@a.chủ tịch
overall	a.tổng thể@ad.tổng thể
summative	a.tổng kết
composite	a.tổng hợp@n.hỗn hợp
synthetic	a.tổng hợp@a.nhân tạo
respectful	a.tôn trọng
existent	a.tồn tại
costly	a.tốn kém
religious	a.tôn giáo
optimum	a.tối ưu@n.mức tối ưu
optimal	a.tối ưu@a.tốt nhất
minimal	a.tối thiểu@a.ít nhất
worst	a.tồi tệ nhất
seedy	a.tồi tàn
paramount	a.tối quan trọng@n.Paramount
obscure	a.tối nghĩa@v.che khuất
darker	a.tối hơn
maximal	a.tối đa
utmost	a.tối đa
crappy	a.tồi
dark	a.tối
dusky	a.tối
tempered	a.tôi
blond	a.tóc vàng@n.người tóc vàng
blonde	a.tóc vàng@n.người tóc vàng
integral	a.toàn vẹn@a.không thể thiếu
statewide	a.toàn tiểu bang@ad.toàn tiểu bang
plenary	a.toàn thể@n.phiên toàn thể
nationwide	a.toàn quốc@ad.trên toàn quốc
countrywide	a.toàn quốc@ad.toàn quốc
almighty	a.toàn năng
omnipotent	a.toàn năng
mathematical	a.toán học
sweeping	a.toàn diện@v.quét@n.việc quét
comprehensive	a.toàn diện
exhaustive	a.toàn diện
holistic	a.toàn diện
worldwide	a.toàn cầu@ad.toàn cầu
global	a.toàn cầu
universal	a.toàn cầu
panoramic	a.toàn cảnh
whole	a.toàn bộ@n.toàn bộ
entire	a.toàn bộ
loud	a.to@a.ồn ào
ancestral	a.tổ tiên
curious	a.tò mò@a.kỳ lạ
inquisitive	a.tò mò
tremendous	a.to lớn@a.tuyệt vời
enormous	a.to lớn@a.khổng lồ
beefy	a.to lớn
louder	a.to hơn
organisational	a.tổ chức
organizational	a.tổ chức
downy	a.tơ
provincial	a.tỉnh@a.địa phương
exquisite	a.tinh xảo
sophisticated	a.tinh vi@a.phức tạp
computational	a.tính toán
actuarial	a.tinh toán
crystallographic	a.tinh thể học
crystalline	a.tinh thể
mental	a.tinh thần
subtle	a.tinh tế@a.nhẹ
delicate	a.tinh tế@a.mỏng manh
recherche	a.tinh tế
sane	a.tỉnh táo
sober	a.tỉnh táo
sexual	a.tình dục
accidental	a.tình cờ
haphazard	a.tình cờ
refined	a.tinh chế@v.tinh chế
affective	a.tình cảm
static	a.tĩnh
evangelical	a.tin lành@n.người tin lành
purple	a.tím@n.màu tím
cardiovascular	a.tim mạch
cardiac	a.tim
biographical	a.tiểu sử
elementary	a.tiểu học
digestive	a.tiêu hóa
gastrointestinal	a.tiêu hóa
peptic	a.tiêu hóa
diabetic	a.tiểu đường@n.người tiểu đường
focal	a.tiêu điểm@a.trọng tâm
negative	a.tiêu cực
urinary	a.tiết niệu
urologic	a.tiết niệu
thrifty	a.tiết kiệm
tangential	a.tiếp tuyến
cont	a.tiếp tục
next	a.tiếp theo@ad.tiếp theo
sequent	a.tiếp theo
adjoining	a.tiếp giáp
contiguous	a.tiếp giáp
numismatic	a.tiền xu
monetary	a.tiền tệ
doctoral	a.tiến sĩ
pioneering	a.tiên phong
convenient	a.tiện lợi@a.thuận tiện
premenstrual	a.tiền kinh nguyệt
evolutionary	a.tiến hóa
handy	a.tiện dụng@a.tiện lợi
vestibular	a.tiền đình
axiomatic	a.tiên đề
progressive	a.tiến bộ@a.tiến triển
underlying	a.tiềm ẩn@a.cơ bản@v.nằm dưới
latent	a.tiềm ẩn
cumulative	a.tích lũy
builtin	a.tích hợp
integrative	a.tích hợp
positive	a.tích cực
convincing	a.thuyết phục@v.thuyết phục
persuasive	a.thuyết phục
hydrographic	a.thủy văn
tidal	a.thuỷ triều
vitreous	a.thủy tinh
hydrothermal	a.thủy nhiệt
hydraulic	a.thủy lực
swedish	a.Thụy Điển@n.tiếng Thụy Điển
hydroelectric	a.thủy điện
frequent	a.thường xuyên@v.lui tới
regular	a.thường xuyên
evergreen	a.thường xanh@n.cây thường xanh
adrenal	a.thượng thận
senatorial	a.thượng nghị viện
commercial	a.thương mại@n.quảng cáo
municipal	a.thuộc thành phố@a.đô thị
siberian	a.thuộc Siberia
saharan	a.thuộc Sahara
alpine	a.thuộc núi Alps@a.núi cao
colonial	a.thuộc địa
departmental	a.thuộc bộ phận
appalachian	a.thuộc Appalachian
alaskan	a.thuộc Alaska
awake	a.thức@v.đánh thức
botanical	a.thực vật học
realistic	a.thực tế@a.hiện thực
actual	a.thực tế
factual	a.thực tế
practical	a.thực tế
empirical	a.thực nghiệm
experimental	a.thực nghiệm
pragmatic	a.thực dụng
substantive	a.thực chất
sheer	a.thuần túy@a.mỏng@ad.hoàn toàn
favourable	a.thuận lợi
tame	a.thuần hóa@v.thuần hóa
purebred	a.thuần chủng
sparse	a.thưa thớt
overweight	a.thừa cân@n.trọng lượng vượt
veterinary	a.thú y
delightful	a.thú vị
enjoyable	a.thú vị
exciting	a.thú vị
interesting	a.thú vị
procedural	a.thủ tục
fourth	a.thứ tư@n.phần tư
nineteenth	a.thứ mười chín
bibliographic	a.thư mục
secretarial	a.thư ký
vengeful	a.thù hận
second	a.thứ hai@n.giây
relaxed	a.thư giãn@v.thư giãn
passive	a.thụ động
hostile	a.thù địch
secondary	a.thứ cấp
third	a.thứ ba@n.phần ba
colloquial	a.thông tục
dominant	a.thống trị@a.chiếm ưu thế
informational	a.thông tin
conventional	a.thông thường@a.truyền thống
ordinary	a.thông thường@a.bình thường
customary	a.thông thường
usual	a.thông thường
conversant	a.thông thạo
unified	a.thống nhất@v.thống nhất
united	a.thống nhất
intelligent	a.thông minh@a.trí tuệ
clever	a.thông minh@a.khéo léo
smartest	a.thông minh nhất
smarter	a.thông minh hơn
brainy	a.thông minh
smart	a.thông minh
statistical	a.thống kê
sympathetic	a.thông cảm
aromatic	a.thơm
rotten	a.thối@a.tồi tệ
victorian	a.thời Victoria
prehistoric	a.thời tiền sử
topical	a.thời sự@a.bôi ngoài
temporal	a.thời gian
airy	a.thoáng mát
comfortable	a.thoải mái
comfy	a.thoải mái
regressive	a.thoái lui
satisfying	a.thỏa mãn@v.làm thỏa mãn
satisfactory	a.thỏa đáng
crude	a.thô@n.dầu thô
rough	a.thô@a.gồ ghề@a.khó khăn
apathetic	a.thờ ơ
turkish	a.Thổ Nhĩ Kỳ@n.tiếng Thổ Nhĩ Kỳ
poetic	a.thơ mộng
crass	a.thô lỗ
rude	a.thô lỗ
aboriginal	a.thổ dân@n.thổ dân
poetical	a.thơ ca
coarse	a.thô
raw	a.thô
prosperous	a.thịnh vượng
occasional	a.thỉnh thoảng
prevailing	a.thịnh hành
auditory	a.thính giác
deficient	a.thiếu hụt
underweight	a.thiếu cân
disadvantaged	a.thiệt thòi@v.gây bất lợi
sacred	a.thiêng liêng@a.thánh
biased	a.thiên vị@a.có thành kiến
astronomical	a.thiên văn
celestial	a.thiên thể@a.trên trời
millennial	a.thiên niên kỷ
galactic	a.thiên hà
elysian	a.thiên đường
heavenly	a.thiên đường
meditative	a.thiền định
amused	a.thích thú
fittest	a.thích nghi nhất
adaptive	a.thích nghi
apt	a.thích hợp@n.căn hộ
preferable	a.thích hợp hơn
embroidered	a.thêu@v.thêu
chronological	a.theo thứ tự thời gian
alphabetical	a.theo thứ tự bảng chữ cái
contextual	a.theo ngữ cảnh
literal	a.theo nghĩa đen
seasonal	a.theo mùa
statutory	a.theo luật định@a.pháp định
invitational	a.theo lời mời@n.giải đấu mời
sectional	a.theo khu vực@n.ghế sofa
directional	a.theo hướng
themed	a.theo chủ đề@v.đặt chủ đề
thematic	a.theo chủ đề
longitudinal	a.theo chiều dọc
divisional	a.theo bộ phận
pivotal	a.then chốt
extra	a.thêm@ad.thêm
additional	a.thêm
olympic	a.Thế vận hội@a.Olympic
secular	a.thế tục
shrill	a.the thé
athletic	a.thể thao@a.vận động
sporting	a.thể thao
gymnastic	a.thể dục
institutional	a.thể chế@a.tổ chức
bodily	a.thể chất@ad.bằng thân thể
vicarious	a.thay thế
genuine	a.thật@a.chân thật
disappointed	a.thất vọng@v.làm thất vọng
frustrated	a.thất vọng@v.làm thất vọng
moody	a.thất thường@n.Moody
erratic	a.thất thường
unemployed	a.thất nghiệp@n.người thất nghiệp
lumbar	a.thắt lưng
real	a.thật
low	a.thấp@ad.thấp
lowest	a.thấp nhất
rheumatoid	a.thấp khớp
inferior	a.thấp kém@a.kém cỏi
lower	a.thấp hơn@v.hạ thấp
herbal	a.thảo dược@n.thảo dược
eucharistic	a.thánh thể
proficient	a.thành thạo@a.thông thạo
adept	a.thành thạo
ethereal	a.thanh tao
elegant	a.thanh lịch@a.tao nhã
chic	a.thanh lịch
successful	a.thành công
parietal	a.thành
holy	a.thánh
straight	a.thẳng@ad.thẳng
candid	a.thẳng thắn
forthright	a.thẳng thắn
upright	a.thẳng đứng@ad.ngay thẳng
vertical	a.thẳng đứng@a.dọc
prudential	a.thận trọng@n.Prudential
cautious	a.thận trọng
guarded	a.thận trọng
prudent	a.thận trọng
friendlier	a.thân thiện hơn
amicable	a.thân thiện
friendly	a.thân thiện
divine	a.thần thánh@a.thánh thần
intimate	a.thân mật@v.ám chỉ
neuromuscular	a.thần kinh cơ
neural	a.thần kinh
neurological	a.thần kinh
theological	a.thần học
renal	a.thận
ambitious	a.tham vọng
osmotic	a.thẩm thấu
parametric	a.tham số
corrupt	a.tham nhũng@v.làm hỏng
aesthetic	a.thẩm mỹ@n.thẩm mỹ
greedy	a.tham lam
disastrous	a.thảm khốc
catastrophic	a.thảm họa
abject	a.thảm hại
pathetic	a.thảm hại
participatory	a.tham gia
referential	a.tham chiếu
fetal	a.thai nhi
thai	a.Thái Lan@n.người Thái@n.tiếng Thái
gestational	a.thai kỳ
attitudinal	a.thái độ
pacific	a.thái bình dương@n.thái bình dương
challenging	a.thách thức@v.thách thức
nee	a.tên thời con gái
tedious	a.tẻ nhạt
votive	a.tế lễ
worse	a.tệ hơn@ad.tệ hơn
neuronal	a.tế bào thần kinh
numb	a.tê
tibetan	a.Tây Tạng@n.người Tây Tạng
southwestern	a.tây nam
spanish	a.tây ban nha@n.tiếng tây ban nha
northwestern	a.tây bắc
deterministic	a.tất định
collective	a.tập thể@n.tập thể
bolder	a.táo bạo hơn
audacious	a.táo bạo
proliferative	a.tăng sinh
ionospheric	a.tầng ion
tropospheric	a.tầng đối lưu
incremental	a.tăng dần
stratospheric	a.tầng bình lưu
laminar	a.tầng
devoted	a.tận tụy@v.cống hiến
refurbished	a.tân trang@v.tân trang lại
flirty	a.tán tỉnh
devastating	a.tàn phá@v.tàn phá
neotropical	a.tân nhiệt đới
cruel	a.tàn nhẫn
offensive	a.tấn công@n.cuộc tấn công@a.xúc phạm
neoclassical	a.tân cổ điển
brutal	a.tàn bạo
heinous	a.tàn ác
tamil	a.Tamil@n.người Tamil
banal	a.tầm thường
mediocre	a.tầm thường
trivial	a.tầm thường
transient	a.tạm thời@n.người tạm trú
provisional	a.tạm thời
ventricular	a.tâm thất
psychiatric	a.tâm thần
psychological	a.tâm lý
psychic	a.tâm linh@n.nhà ngoại cảm
triangular	a.tam giác
octagonal	a.tám cạnh
tajik	a.Tajik
recombinant	a.tái tổ hợp@n.tái tổ hợp
renewable	a.tái tạo
recurring	a.tái phát@v.tái diễn
recurrent	a.tái phát@a.lặp lại
talented	a.tài năng
livid	a.tái mét
fiscal	a.tài khóa
onsite	a.tại chỗ@ad.tại chỗ
financial	a.tài chính
syrian	a.Syria@n.người Syria
impaired	a.suy yếu@v.làm suy yếu
presumptive	a.suy đoán
speculative	a.suy đoán
lifelong	a.suốt đời
misty	a.sương mù@a.mờ ảo
foggy	a.sương mù
lusty	a.sung sức
stunned	a.sửng sốt
congestive	a.sung huyết
pious	a.sùng đạo
swollen	a.sưng
concise	a.súc tích
milky	a.sữa
steroidal	a.steroid
stalinist	a.Stalin
spartan	a.Sparta
feverish	a.sốt
sonoran	a.Sonoran
living	a.sống@n.cuộc sống
alive	a.sống@a.còn sống
parallel	a.song song@n.song song
bilateral	a.song phương
bilingual	a.song ngữ
lively	a.sống động
vibrant	a.sống động
vivid	a.sống động
early	a.sớm@ad.sớm
earliest	a.sớm nhất
earlier	a.sớm hơn@ad.sớm hơn
precocious	a.sớm chín
premature	a.sớm
shocked	a.sốc@v.làm sốc
afraid	a.sợ@a.sợ hãi
numerical	a.số@a.bằng số
neonatal	a.sơ sinh
comparative	a.so sánh@a.tương đối
cranial	a.sọ não
craniofacial	a.sọ mặt
incipient	a.sơ khởi
singular	a.số ít@a.kỳ lạ
scared	a.sợ hãi@v.làm sợ
fearful	a.sợ hãi
frightened	a.sợ hãi
homophobic	a.sợ đồng tính
preliminary	a.sơ bộ@a.ban đầu@n.vòng loại
numeric	a.số
slovene	a.Slovenia
slovak	a.Slovakia@n.người Slovakia
cypriot	a.Síp@n.người Síp
planktonic	a.sinh vật phù du
biometric	a.sinh trắc học
ecological	a.sinh thái
prolific	a.sinh sản mạnh
reproductive	a.sinh sản
physiological	a.sinh lý
biotic	a.sinh học
biochemical	a.sinh hóa@n.chất sinh hóa
genital	a.sinh dục@n.bộ phận sinh dục
natal	a.sinh
meta	a.siêu@n.meta
super	a.siêu@ad.cực kỳ
mega	a.siêu@a.lớn
surreal	a.siêu thực
supersonic	a.siêu thanh
microscopic	a.siêu nhỏ
supernatural	a.siêu nhiên@n.điều siêu nhiên
paranormal	a.siêu nhiên
superhuman	a.siêu nhân
metaphysical	a.siêu hình
ultrasonic	a.siêu âm
shakespearean	a.Shakespeare
serbian	a.Serbia@n.người Serbia
campy	a.sến
corny	a.sến
twee	a.sến
scottish	a.Scotland@a.người Scotland
scandinavian	a.Scandinavia@n.người Scandinavia
scandic	a.Scandinavia
drunk	a.say@a.say rượu@v.uống
drunken	a.say
tipsy	a.say
following	a.sau@prep.theo@n.những điều sau
latter	a.sau@n.cái sau
deep	a.sâu@ad.sâu
postdoctoral	a.sau tiến sĩ
insightful	a.sâu sắc
profound	a.sâu sắc
postoperative	a.sau phẫu thuật
deepest	a.sâu nhất
posthumous	a.sau khi chết
deeper	a.sâu hơn@ad.sâu hơn
afterschool	a.sau giờ học
subsequent	a.sau đó@a.tiếp theo
ferromagnetic	a.sắt từ
ferric	a.sắt
imminent	a.sắp xảy ra
impending	a.sắp xảy ra
forthcoming	a.sắp tới@a.sẵn lòng
oncoming	a.sắp đến
waxy	a.sáp
stellar	a.sao@a.xuất sắc
trite	a.sáo rỗng
stylish	a.sành điệu@a.phong cách
fancy	a.sang trọng@v.thích
swank	a.sang trọng@n.Swank
plush	a.sang trọng@n.nhung
classy	a.sang trọng
deluxe	a.sang trọng
luxurious	a.sang trọng
creative	a.sáng tạo
innovative	a.sáng tạo
brightest	a.sáng nhất
refreshing	a.sảng khoái@v.làm mới
brighter	a.sáng hơn
shiny	a.sáng bóng
bright	a.sáng
poised	a.sẵn sàng
ready	a.sẵn sàng
willing	a.sẵn sàng
theatrical	a.sân khấu
wrong	a.sai@ad.sai
false	a.sai@a.giả
wrongful	a.sai trái@a.bất công
errant	a.sai lầm
erroneous	a.sai lầm
amiss	a.sai
clean	a.sạch@v.lau chùi
bookish	a.sách vở
cleanest	a.sạch nhất
sharp	a.sắc@n.sharp
gaudy	a.sặc sỡ
sharpest	a.sắc nhất
chromatographic	a.sắc ký
keener	a.sắc hơn
sharper	a.sắc hơn
rechargeable	a.sạc được
chromatic	a.sắc độ
enteral	a.ruột
enteric	a.ruột
intestinal	a.ruột
creepy	a.rùng rợn
deciduous	a.rụng lá
vibrational	a.rung động
vibratory	a.rung
brilliant	a.rực rỡ@a.xuất sắc
blazing	a.rực lửa
fiery	a.rực lửa
baptismal	a.rửa tội
null	a.rỗng@n.rỗng
hollow	a.rỗng@n.hố
spacious	a.rộng rãi
widest	a.rộng nhất
vast	a.rộng lớn@a.bao la
broader	a.rộng hơn
wider	a.rộng hơn
wide	a.rộng
nett	a.ròng
romanian	a.Romania@n.người Romania
romanesque	a.Romanesque
disjoint	a.rời rạc@v.tách rời
discrete	a.rời rạc
robotic	a.robot
clear	a.rõ ràng@v.xóa
articulate	a.rõ ràng@v.diễn đạt
explicit	a.rõ ràng@a.tường minh
obvious	a.rõ ràng@a.hiển nhiên
apparent	a.rõ ràng@a.có vẻ
clearest	a.rõ ràng nhất
clearer	a.rõ ràng hơn
evident	a.rõ ràng
unambiguous	a.rõ ràng
unequivocal	a.rõ ràng
own	a.riêng@v.sở hữu
private	a.riêng tư
pvt	a.riêng tư
detached	a.riêng biệt@v.tách ra
separate	a.riêng biệt@v.tách
distinct	a.riêng biệt@a.khác biệt
ribosomal	a.ribosome
rusty	a.rỉ sét
rhodesian	a.Rhodesia
cheapest	a.rẻ nhất
cheaper	a.rẻ hơn
cheap	a.rẻ
inexpensive	a.rẻ
radiant	a.rạng rỡ@a.tỏa sáng
solid	a.rắn
tanned	a.rám nắng
shady	a.râm mát@a.đáng ngờ
scattered	a.rải rác@v.rải
trashy	a.rác rưởi
drastic	a.quyết liệt
decisive	a.quyết định
charming	a.quyến rũ
aristocratic	a.quý tộc
devilish	a.quỷ quái
normative	a.quy phạm
precious	a.quý giá@a.quý
orbital	a.quỹ đạo@n.quỹ đạo
cosmopolitan	a.quốc tế
international	a.quốc tế
congressional	a.quốc hội@a.nghị viện
national	a.quốc gia
natl	a.quốc gia
familiar	a.quen thuộc
acquainted	a.quen biết
accustomed	a.quen
lame	a.què@a.tệ
rotary	a.quay@n.câu lạc bộ Rotary
rotational	a.quay
winding	a.quanh co@v.quanh co
twisty	a.quanh co
spectral	a.quang phổ
photosynthetic	a.quang hợp
optic	a.quang học
optical	a.quang học
photochemical	a.quang hóa
optoelectronic	a.quang điện tử
photoelectric	a.quang điện
crucial	a.quan trọng@a.thiết yếu
vital	a.quan trọng@a.sống còn
instrumental	a.quan trọng@a.nhạc cụ
critical	a.quan trọng@a.nghiêm trọng
consequential	a.quan trọng@a.hệ quả
important	a.quan trọng
significant	a.quan trọng
concerned	a.quan tâm@v.đã quan tâm
interested	a.quan tâm@v.đã quan tâm
caring	a.quan tâm@a.chu đáo
military	a.quân sự@n.quân đội
observational	a.quan sát
managerial	a.quản lý
relational	a.quan hệ
excessive	a.quá mức
hyper	a.quá mức
inordinate	a.quá mức
undue	a.quá mức
reciprocal	a.qua lại@n.số nghịch đảo
past	a.quá khứ@n.quá khứ@prep.qua
bygone	a.quá khứ
overdue	a.quá hạn
overland	a.qua đường bộ@ad.qua đường bộ
outrageous	a.quá đáng
transdermal	a.qua da
oversized	a.quá cỡ
qatari	a.Qatar
western	a.phương tây
methodological	a.phương pháp luận
oriental	a.phương Đông@n.người phương Đông
appellate	a.phúc thẩm
elaborate	a.phức tạp@v.trình bày chi tiết
complicated	a.phức tạp@v.làm phức tạp
complex	a.phức tạp@n.khu phức hợp
intricate	a.phức tạp
auxiliary	a.phụ trợ@n.trợ giúp
ancillary	a.phụ trợ
dependent	a.phụ thuộc
reliant	a.phụ thuộc
silty	a.phù sa
laminated	a.phủ màng@v.phủ màng
suited	a.phù hợp@v.phù hợp
matching	a.phù hợp@v.đang phù hợp
appropriate	a.phù hợp@v.chiếm đoạt
fitting	a.phù hợp@n.phụ kiện@v.lắp
aux	a.phụ
phosphoric	a.phosphoric
radioactive	a.phóng xạ
defensive	a.phòng thủ
preventive	a.phòng ngừa
bohemian	a.phóng khoáng@n.người Bohemia
stylistic	a.phong cách
puffy	a.phồng
pulmonary	a.phổi
embryonic	a.phôi
phoenician	a.Phoenicia
pompous	a.phô trương
showy	a.phô trương
widespread	a.phổ biến@a.lan rộng
common	a.phổ biến@a.chung
popular	a.phổ biến
prevalent	a.phổ biến
philippine	a.Philippines
bothersome	a.phiền phức
transcriptional	a.phiên mã
anterior	a.phía trước
frontal	a.phía trước
posterior	a.phía sau@n.phía sau
southern	a.phía nam
eastern	a.phía đông
northern	a.phía bắc
nonlinear	a.phi tuyến
extraordinary	a.phi thường@a.đặc biệt
noncommercial	a.phi thương mại
phenomenal	a.phi thường
nonparametric	a.phi tham số
irrational	a.phi lý
nonprofit	a.phi lợi nhuận@n.tổ chức phi lợi nhuận
nonmetallic	a.phi kim
libellous	a.phỉ báng
surgical	a.phẫu thuật@a.ngoại khoa
developmental	a.phát triển
luminous	a.phát sáng
luminescent	a.phát quang
