the	art.—
greenbrier	n+m.গ্রিনব্রায়ার
porcine	a.শূকর সম্পর্কিত@a.শূকরের মতো
oldfield	n+m.ওল্ডফিল্ড
convicts	n+m.দোষী সাব্যস্ত ব্যক্তি@v.দোষী সাব্যস্ত করে
shim	n+m.শিম@n+f.পাতলা পাত
manx	a.ম্যানক্স@n+m.আইল অফ ম্যানের বিড়াল
understatement	n+f.অবমূল্যায়ন@n+f.কম করে বলা
osman	n+m.ওসমান
tormented	v.যন্ত্রণা দিয়েছিল@a.পীড়িত
immanuel	n+m.ইমানুয়েল
hopi	n+m.হোপি@n+m.আমেরিকান আদিবাসী
lodger	n+m.ভাড়াটে@n+m.আবাসিক
inshore	a.উপকূলবর্তী@ad.তীরের কাছে
clots	n+m.জমাট বাঁধা রক্ত@v.জমাট বাঁধে
reducer	n+m.হ্রাসকারী@n+m.রিডিউসার
naturists	n+m.প্রকৃতিবাদী@n+m.নগ্নতাবাদী
santee	n+m.সান্টি
thunderbolt	n+m.বজ্রপাত@n+f.বজ্র
claudius	n+m.ক্লদিয়াস
meatballs	n+m.মাংসের বল@n+f.কোফতা
underrepresented	a.অপ্রতিনিধিত্বমূলক@a.কম প্রতিনিধিত্বকারী
tremors	n+m.কম্পন@n+f.ভূমিকম্প
apropos	prep.প্রসঙ্গে@ad.যথাযথভাবে
tightness	n+f.আঁটসাঁট ভাব@n+f.কঠোরতা
pitiful	a.করুণ@a.দয়নীয়
concatenation	n+f.সংযোজন@n+f.শৃঙ্খলাবদ্ধকরণ
suffixes	n+m.প্রত্যয়@n+f.শব্দের শেষাংশ
barbera	n+f.বারবেরা@n+f.এক প্রকার আঙুর
seascape	n+m.সমুদ্রদৃশ্য@n+f.সাগরের ছবি
linings	n+f.আস্তরণ@n+m.ভেতরের স্তর
horseradish	n+m.হর্সর্যাডিশ@n+m.মুলার মতো সবজি
sparrows	n+m.চড়ুই
itasca	n+m.ইটাস্কা
bleached	a.ব্লিচ করা@v.সাদা করা হয়েছিল
ides	n+f.আইডস@n+m.রোমান মাসের মাঝামাঝি
arbiter	n+m.সালিশকারী@n+m.বিচারক
hazelnut	n+m.হ্যাজেলনাট@n+f.হিজলি বাদাম
chaco	n+m.চাকো
reintegration	n+f.পুনঃএকীকরণ@n+f.পুনর্মিলন
locomotion	n+f.চলন@n+f.গমন
pampering	v.আদর করা@n+f.প্রশ্রয় দেওয়া
hus	n+m.হুস
antimony	n+m.অ্যান্টিমনি@n+m.সুরমা
hater	n+m.ঘৃণাকারী@n+m.বিদ্বেষী
buoyant	a.ভাসমান@a.প্রাণবন্ত
airtime	n+m.সম্প্রচার সময়@n+f.কথা বলার সময়
surrealism	n+m.পরাবাস্তববাদ
expel	v.বহিষ্কার করা@v.তাড়িয়ে দেওয়া
clamshell	n+f.ঝিনুকের খোলস@a.ভাঁজ করা যায় এমন
luminance	n+f.দীপ্তি@n+f.উজ্জ্বলতা
combatant	n+m.যোদ্ধা@a.যুদ্ধরত
synchronisation	n+f.সমলয়@n+f.সিঙ্ক্রোনাইজেশন
minnow	n+m.ছোট মাছ@n+f.মিনো মাছ
swoop	v.ছোঁ মারা@n+m.আকস্মিক আক্রমণ
gumbo	n+m.গাম্বো@n+m.ঘন সুপ
neuter	a.নপুংসক@v.বধ্যা করা
prejudicial	a.ক্ষতিকর@a.পক্ষপাতমূলক
melamine	n+m.মেলামাইন
episodic	a.পর্বভিত্তিক@a.খণ্ডকাহিনীমূলক
introspection	n+f.আত্মবিশ্লেষণ@n+f.অন্তর্দর্শন
lated	a.বিলম্বিত@a.দেরী হওয়া
montero	n+m.মন্টেরো
divisive	a.বিভেদমূলক@a.বিচ্ছিন্নকারী
benedictine	n+m.বেনেডিক্টাইন@a.বেনেডিক্ট সম্প্রদায়ের
inappropriately	ad.অনুচিতভাবে@ad.অযথার্থভাবে
reputations	n+f.সুনাম@n+f.খ্যাতি
vitally	ad.অত্যন্ত গুরুত্বপূর্ণভাবে@ad.অপরিহার্যভাবে
mavis	n+f.ম্যাভিস@n+f.গানের পাখি
lubricating	v.তৈলাক্ত করা@a.পিচ্ছিল করা
undivided	a.অবিভক্ত@a.সম্পূর্ণ
chatted	v.আড্ডা দিয়েছিল@v.গল্প করেছিল
lured	v.প্রলুব্ধ করেছিল@v.আকৃষ্ট করেছিল
hurling	v.ছুড়ে ফেলা@n+m.হার্লিং খেলা
accruals	n+f.জমা@n+m.সঞ্চয়
brevity	n+f.সংক্ষিপ্ততা@n+f.সংহতি
visage	n+m.মুখমণ্ডল@n+f.চেহারা
crenshaw	n+m.ক্রেনশ
perlman	n+m.পার্লম্যান
prickly	a.কাঁটাওয়ালা@a.বিরক্তিকর
medallions	n+m.পদক@n+f.গোল চাকতি
astonishment	n+m.বিস্ময়@n+f.আশ্চর্য
whittle	v.ছেঁটে ফেলা@v.কাঠ কুঁদে তৈরি করা
overshadowed	v.ছায়া ফেলেছিল@v.আচ্ছাদিত করেছিল
rayburn	n+m.রেবার্ন
rescuing	v.উদ্ধার করা@n+f.রক্ষা
suppressant	n+m.দমনকারী@a.প্রশমক
reworked	v.পুনরায় কাজ করেছিল@a.সংশোধিত
sensibilities	n+f.সংবেদনশীলতা@n+f.অনুভূতি
catapult	n+m.গুলতি@v.নিক্ষেপ করা
meritorious	a.প্রশংসনীয়@a.যোগ্যতাসম্পন্ন
vries	n+m.ভ্রিস
elitist	a.অভিজাত্যবাদী@n+m.শ্রেষ্ঠত্ববাদী
convoluted	a.জটিল@a.প্যাঁচানো
iberian	a.আইবেরীয়@n+m.আইবেরিয়ার অধিবাসী
beheld	v.দেখেছিল@v.প্রত্যক্ষ করেছিল
kazakh	a.কাজাখ@n+m.কাজাখস্তানের অধিবাসী
martyrdom	n+m.শাহাদাত@n+f.শহীদত্ব
stimulator	n+m.উদ্দীপক@n+m.উত্তেজক যন্ত্র
manna	n+f.মান্না@n+m.স্বর্গীয় খাদ্য
schoolchildren	n+m.স্কুলের ছাত্র@n+f.স্কুলের শিশু
moorings	n+f.নোঙ্গরস্থান@n+m.বাঁধন
tweezers	n+f.চিমটা@n+m.পিনসেট
buddhists	n+m.বৌদ্ধ
bearcats	n+m.বিয়ারক্যাট
soars	v.উড়ে যায়@v.ঊর্ধ্বে ওঠে
kinematic	a.গতিবিদ্যা সংক্রান্ত
gnat	n+m.ছোট মশা@n+f.ছোট পোকা
housework	n+m.গৃহকর্ম@n+f.বাড়ির কাজ
gunpowder	n+m.বারুদ
undressed	a.পোশাক খোলা@v.কাপড় খুলেছিল
southward	ad.দক্ষিণ দিকে@a.দক্ষিণমুখী
unsupervised	a.তত্ত্বাবধানহীন@a.অনিয়ন্ত্রিত
liszt	n+m.লিজ্ট
copycat	n+m.অনুকরণকারী@a.নকল
orrin	n+m.অরিন
zorn	n+m.জর্ন
snooping	v.গোপনে খোঁজাখুঁজি করা@n+f.গুপ্তচরবৃত্তি
recounted	v.বর্ণনা করেছিল@v.পুনরায় গণনা করেছিল
denials	n+f.অস্বীকার@n+f.প্রত্যাখ্যান
prussian	a.প্রুশিয়ান@n+m.প্রুশিয়ার অধিবাসী
adorn	v.সাজানো@v.অলংকৃত করা
dorms	n+m.ছাত্রাবাস@n+f.আবাসিক হল
laminates	n+m.ল্যামিনেট@v.স্তরীভূত করে
contemplative	a.চিন্তাশীল@a.ধ্যানমগ্ন
pimps	n+m.দালাল@v.দালালি করে
awkwardly	ad.বিশ্রীভাবে@ad.অসুবিধাজনকভাবে
etta	n+f.এট্টা
belles	n+f.সুন্দরী@n+f.রমণী
stipulations	n+f.শর্ত@n+f.নির্দিষ্ট বিধান
lifeless	a.প্রাণহীন@a.নির্জীব
baffle	v.হতবুদ্ধি করা@n+m.প্রতিবন্ধক
pared	v.ছিলে ফেলেছিল@v.কমিয়েছিল
thermally	ad.তাপীয়ভাবে@ad.তাপ সম্পর্কিতভাবে
sobriety	n+f.সংযম@n+f.গাম্ভীর্য
teleconferencing	n+f.টেলিকনফারেন্সিং@n+f.দূরবর্তী সম্মেলন
albino	n+m.অ্যালবিনো@a.রঞ্জকবিহীন
visualizing	v.কল্পনা করা@v.দৃশ্যমান করা
slums	n+f.বস্তি@n+m.ঝুপড়ি
sprinter	n+m.স্প্রিন্টার@n+m.দ্রুতগামী দৌড়বিদ
isomorphic	a.সমরূপী@a.আইসোমরফিক
burnet	n+m.বার্নেট@n+f.এক প্রকার উদ্ভিদ
conjugation	n+f.সংযুগ্মন@n+f.ক্রিয়ার রূপ পরিবর্তন
spaniards	n+m.স্পেনীয়@n+m.স্পেনের লোক
anklets	n+f.নূপুর@n+f.পায়ের গহনা
impasse	n+f.অচলাবস্থা@n+m.গতিরোধ
disinformation	n+f.ভুল তথ্য প্রচার@n+f.বিভ্রান্তিকর তথ্য
piloted	v.চালনা করেছিল@v.পরিচালনা করেছিল
delicatessens	n+f.উপাদেয় খাবারের দোকান
intensively	ad.তীব্রভাবে@ad.নিবিড়ভাবে
amok	ad.উন্মত্তভাবে@a.উদ্দাম
successively	ad.ক্রমাগতভাবে@ad.একের পর এক
cucumbers	n+m.শসা
sexism	n+m.লিঙ্গবৈষম্য@n+f.লিঙ্গবাদ
ordinates	n+f.কটি@n+m.স্থানাঙ্ক
squaw	n+f.স্কোয়া@n+f.আদিবাসী মহিলা
snowdon	n+m.স্নোডন
pomegranate	n+m.ডালিম@n+f.আনার
bouts	n+m.প্রতিযোগিতা@n+f.আক্রমণের দফা
arty	a.শিল্পী সুলভ@a.কৃত্রিম শৈল্পিক
leukocyte	n+m.শ্বেত রক্তকণিকা
transcends	v.অতিক্রম করে@v.ছাড়িয়ে যায়
murmur	v.গুনগুন করা@n+m.মৃদু শব্দ
cotter	n+m.কটার@n+m.কাঠি
peptidase	n+m.পেপটিডেজ@n+m.উৎসেচক
bookkeeper	n+m.হিসাবরক্ষক
crickets	n+m.ঝিঁঝিঁ পোকা@n+f.ক্রিকেট
postmodernism	n+m.উত্তর আধুনিকতাবাদ
squeaky	a.কিচকিচে@a.চিঁচিঁ শব্দকারী
silicate	n+m.সিলিকেট
extinguishing	v.নিভিয়ে ফেলা@n+f.দমন
alcohols	n+m.অ্যালকোহল@n+f.মদ্যসার
zydeco	n+m.জাইডেকো@n+m.সংগীতের ধারা
attache	n+m.অ্যাটাশে@n+m.দূতাবাসের কর্মী
bulging	a.স্ফীত@v.ফুলে ওঠা
trujillo	n+m.ত্রুহিয়ো
predictably	ad.প্রত্যাশিতভাবে@ad.অনুমানযোগ্যভাবে
chemise	n+f.শমিজ@n+f.ঢিলা জামা
shareholding	n+f.শেয়ার হোল্ডিং@n+m.অংশীদারিত্ব
epics	n+f.মহাকাব্য@n+m.বীরত্বগাথা
smug	a.আত্মতুষ্ট@a.স্বার্থপরায়ণ
cardiomyopathy	n+f.কার্ডিওমায়োপ্যাথি@n+f.হৃদপেশীর রোগ
flanking	v.পার্শ্বে অবস্থান করা@a.পাশে থাকা
disconnection	n+f.সংযোগ বিচ্ছেদ
dons	v.পরিধান করে@n+m.অধ্যাপক
prejudiced	a.পক্ষপাতদুষ্ট@v.পক্ষপাত করেছিল
bionic	a.বায়োনিক@a.যান্ত্রিক অঙ্গযুক্ত
larva	n+f.লার্ভা@n+f.শূককীট
batista	n+m.বাতিস্তা
laziness	n+f.অলসতা@n+f.কুঁড়েমি
bookshops	n+f.বইয়ের দোকান
