a	art+m.un@art+f.una
reserve	n+f.reserva@v.reservar
reserved	a+m.reservado@a+f.reservada
reserves	n+f.reservas@vt.reserva
reserving	vt.reservando
reservists	n+m+pl.reservistas
reservoir	n+m.embalse@n+m.depósito
reservoirs	n+m+pl.embalses@n+m+pl.depósitos
reset	vt.reiniciar@n+m.reinicio
resets	vt.reinicia@n+m+pl.reinicios
resetting	vt.reiniciando@vt.restableciendo
resettlement	n+m.reasentamiento
reshape	vt.remodelar
reshaping	vt.remodelando
reside	vi.residir
resided	vi.residió
residence	n+f.residencia
residences	n+f+pl.residencias
residencies	n+f+pl.residencias
residency	n+f.residencia
resident	n+m.residente@a+m.residente@a+f.residente
residential	a+m.residencial@a+f.residencial
residents	n+m.residentes
resides	vi.reside
residing	v.residiendo
residual	a+m.residual@a+f.residual
residuals	n+m+pl.residuos@n+m+pl.residuales
residue	n+m.residuo
residues	n+m+pl.residuos
resign	vi.renunciar@vt.dimitir
resignation	n+f.renuncia@n+f.resignación
resignations	n+f+pl.renuncias@n+f+pl.dimisiones
resigned	a+m.resignado@a+f.resignada@vt.renunció
resigning	vi.dimitiendo@vt.renunciando
resigns	vi.dimite@vi.renuncia
resilience	n+f.resiliencia
resiliency	n+f.resiliencia
resilient	a.resistente@a.resiliente
resin	n+f.resina
resins	n+f+pl.resinas
resist	vt.resistir
resistance	n+f.resistencia
resistant	a+m.resistente@a+f.resistente
resisted	vt.resistió
resisting	vt.resistiendo
resistive	a+m.resistivo@a+f.resistiva
resistivity	n+f.resistividad
resistor	n+m.resistor@n+f.resistencia
resistors	n+m+pl.resistores
resists	vt.resiste
resize	vt.redimensionar
resized	vt.redimensionó@a+m.redimensionado@a+f.redimensionada
resizing	vt.redimensionando@n+m.redimensionado
resold	vt.revendió
resolute	a+m.resuelto@a+f.resuelta
resolutely	ad.resueltamente
resolution	n+f.resolución
resolutions	n+f.resoluciones
resolve	vt.resolver
resolved	a+m.resuelto@a+f.resuelta
resolver	n+m.resolutor
resolves	vt.resuelve@n+f+pl.resoluciones
resolving	v.resolviendo
resonance	n+f.resonancia
resonances	n+f+pl.resonancias
resonant	a.resonante
resonate	vi.resonar
resonates	vi.resuena
resonator	n+m.resonador
resort	n+m.resort@n+m.complejo turístico
resorted	vi.recurrió
resorting	vi.recurriendo
resorts	n+m.resorts@n+m.complejos turísticos
resounding	a.resonante@a.rotundo
resource	n+m.recurso
resourced	a+m.con recursos@a+f.con recursos
resourceful	a.ingenioso@a.recursivo
resources	n+m.recursos
resourcing	n+f.asignación de recursos
resp	n+f.respuesta
respect	n+m.respeto@v.respetar
respectable	a.respetable
respected	a+m.respetado@a+f.respetada
respectful	a+m.respetuoso@a+f.respetuosa
respectfully	ad.respetuosamente
respecting	prep.respecto a@v.respetando
respective	a+m.respectivo@a+f.respectiva
respectively	ad.respectivamente
respects	n+m+pl.respetos@vt.respeta
respiration	n+f.respiración
respirator	n+m.respirador
respirators	n+m+pl.respiradores
respiratory	a+m.respiratorio@a+f.respiratoria
respite	n+m.respiro@n+f.tregua
resplendent	a+m.resplandeciente@a+f.resplandeciente
respond	v.responder
responded	v.respondió
respondent	n+m.encuestado@n+f.encuestada@n+m.demandado@n+f.demandada
respondents	n+m.encuestados@n+f.encuestadas
responder	n+m.respondedor
responders	n+m+pl.socorristas@n+m+pl.respondedores
responding	v.respondiendo
responds	vi.responde
response	n+f.respuesta
responses	n+f.respuestas
responsibilities	n+f.responsabilidades
responsibility	n+f.responsabilidad
responsible	a+m.responsable@a+f.responsable
responsibly	ad.responsablemente
responsive	a+m.receptivo@a+f.receptiva
responsiveness	n+f.capacidad de respuesta
rest	n+m.descanso@v.descansar
restart	vt.reiniciar@n+m.reinicio
restarted	vt.reinició@a+m.reiniciado@a+f.reiniciada
restarting	vt.reiniciando@vt.reanudando
restarts	vt.reinicia@n+m+pl.reinicios
restate	vt.reformular@vt.reiterar
restated	vt.reafirmó@a.reformulado
restatement	n+f.reformulación
restaurant	n+m.restaurante
restaurants	n+m.restaurantes
restaurateurs	n+m+pl.restauradores@n+f+pl.restauradoras
rested	vi.descansó@a+m.descansado@a+f.descansada
restful	a+m.reparador@a+f.reparadora@a+m.tranquilo@a+f.tranquila
resting	v.descansando
restitution	n+f.restitución
restless	a.inquieto@a.agitado
restlessness	n+f.inquietud@n+m.desasosiego
restock	vt.reabastecer
restocking	vt.reabasteciendo@n+m.reabastecimiento
restoration	n+f.restauración
restorations	n+f+pl.restauraciones
restorative	a+m.restaurador@a+f.restauradora@n+m.reconstituyente
restore	vt.restaurar
restored	a+m.restaurado@a+f.restaurada
restores	vt.restaura
restoring	v.restaurando
restrain	vt.contener@vt.restringir
restrained	a+m.contenido@a+f.contenida@vt.contuvo
restraining	vt.conteniendo@a.restrictivo@a+f.restrictiva
restraint	n+f.restricción@n+m.control
restraints	n+f+pl.restricciones@n+f+pl.ataduras
restrict	vt.restringir
restricted	a+m.restringido@a+f.restringida
restricting	v.restringiendo
restriction	n+f.restricción
restrictions	n+f.restricciones
restrictive	a+m.restrictivo@a+f.restrictiva
restricts	vt.restringe
restroom	n+m.baño@n+m.servicio
restrooms	n+m+pl.baños@n+m+pl.servicios
restructure	vt.reestructurar
restructured	vt.reestructuró@a+m.reestructurado@a+f.reestructurada
restructuring	n+f.reestructuración
rests	n+m+pl.descansos@vi.descansa
resubmit	vt.volver a presentar
result	n+m.resultado@v.resultar
resultant	a.resultante@n+f.resultante
resulted	v.resultó
resulting	a+m.resultante@a+f.resultante
results	n+m.resultados
resume	n+m.currículum@v.reanudar
resumed	vt.reanudó@a+m.reanudado@a+f.reanudada
resumes	n+m.currículums@vt.reanuda
resuming	vt.reanudando
resumption	n+f.reanudación
resurfacing	n+m.reasfaltado@vi.resurgiendo
resurgence	n+m.resurgimiento
resurrect	vt.resucitar
resurrected	vt.resucitó@a+m.resucitado@a+f.resucitada
resurrection	n+f.resurrección
resuscitation	n+f.resucitación@n+f.reanimación
ret	a+m.retirado@a+f.retirada
retail	n+m.minorista@a+m.minorista@a+f.minorista
retailer	n+m.minorista@n+f.minorista
retailers	n+m.minoristas@n+f.minoristas
retailing	n+f.venta al por menor
retails	vt.vende al por menor@n+f+pl.ventas al detalle
retain	vt.retener
retained	a+m.retenido@a+f.retenida
retainer	n+m.anticipo@n+m.criado@n+m.retenedor
retainers	n+m+pl.retenedores@n+m+pl.honorarios de anticipo
retaining	v.reteniendo
retains	vt.retiene
retake	vt.retomar@n+f.nueva toma
retaliate	vi.tomar represalias
retaliation	n+f.represalia
retaliatory	a+m.de represalia@a+f.de represalia
retard	vt.retardar@vt.retrasar@n+m.retrasado
retardant	n+m.retardante@a.retardante
retardation	n+m.retraso
retarded	a+m.retrasado@a+f.retrasada
rete	n+f.red
retelling	n+f.nueva versión@vt.volviendo a contar
retention	n+f.retención
retest	vt.volver a probar@n+m.nueva prueba
rethink	vt.repensar@n+m.replanteamiento
rethinking	vt.repensando@n+m.replanteamiento
reticle	n+f.retícula
reticulum	n+m.retículo
retina	n+f.retina
retinal	a.retinal@a.retiniano@a+f.retiniana
retinol	n+m.retinol
retire	vi.jubilarse@vt.retirar
retired	a+m.jubilado@a+f.jubilada@a+m.retirado@a+f.retirada
retiree	n+m.jubilado@n+f.jubilada
retirees	n+m+pl.jubilados
retirement	n+f.jubilación
retirements	n+f+pl.jubilaciones
retires	vi.se jubila@vi.se retira
retiring	a.jubilándose@a.retraído
retort	n+f.réplica@vi.replicar@n+f.retorta
retorted	vt.replicó
retouching	vt.retocando@n+m.retoque
retract	vt.retractar@vt.retirar
retractable	a.retráctil
retracted	vt.retractó@a+m.retractado@a+f.retractada
retraction	n+f.retractación@n+f.retracción
retractions	n+f+pl.retractaciones
retraining	n+f.recapacitación@vt.recapacitando
retransmission	n+f.retransmisión
retransmit	vt.retransmitir
retransmitted	vt.retransmitió
retreat	n+m.retiro@vi.retirarse
retreated	vi.se retiró
retreating	vi.retirándose@a.en retirada
retreats	n+m+pl.retiros@vi.se retira
retribution	n+f.retribución@n+m.castigo
retries	n+m+pl.reintentos@vt.reintenta
retrieval	n+f.recuperación
retrieve	vt.recuperar
retrieved	a+m.recuperado@a+f.recuperada
retriever	n+m.cobrador@n+m.retriever
retrievers	n+m+pl.perros cobradores
retrieves	vt.recupera
retrieving	v.recuperando
retro	a+m.retro@a+f.retro
retroactive	a+m.retroactivo@a+f.retroactiva
retroactively	ad.retroactivamente
retrofit	vt.modernizar@n+f.modernización
retrofitting	n+f.readaptación@vt.readaptando
retrograde	a+m.retrógrado@a+f.retrógrada
retrospect	n+f.retrospectiva
retrospective	a+m.retrospectivo@a+f.retrospectiva@n+f.retrospectiva
retrospectively	ad.retrospectivamente
retry	vt.reintentar@n+m.reintento
return	n+m.regreso@n+f.devolución@v.regresar
returnable	a.retornable@a.devolvible
returned	v.regresó@a+m.devuelto@a+f.devuelta
returnees	n+m+pl.retornados
returning	v.regresando@a+m.que regresa@a+f.que regresa
returns	n+f.devoluciones@v.regresa
retype	vt.volver a escribir
reuben	n+m.Rubén
reunification	n+f.reunificación
reunion	n+f.reunión
reunions	n+f+pl.reuniones
reunite	vt.reunir@vi.reunirse
reunited	vt.reunió@a+m.reunido@a+f.reunida
reusable	a.reutilizable
reuse	n+f.reutilización@vt.reutilizar
reused	vt.reutilizó@a+m.reutilizado@a+f.reutilizada
reusing	vt.reutilizando
reuters	n+m.Reuters
rev	n+f.revolución@n+m.reverendo
revaluation	n+f.revaluación
revamp	vt.renovar@n+f.renovación
revamped	vt.renovó@a+m.renovado@a+f.renovada
revamping	vt.renovando@n+f.renovación
reveal	vt.revelar
revealed	a+m.revelado@a+f.revelada
revealing	a+m.revelador@a+f.reveladora
reveals	vt.revela
revel	vi.deleitarse@n+f.juerga
revelation	n+f.revelación
revelations	n+f+pl.revelaciones
revels	n+f+pl.fiestas@vi.se deleita
revenge	n+f.venganza
revenue	n+m.ingreso
revenues	n+m.ingresos
reverb	n+f.reverberación
revere	vt.reverenciar@n+m.Revere
revered	vt.veneró@a+m.venerado@a+f.venerada
reverence	n+f.reverencia@n+m.respeto
reverend	n+m.reverendo@a.reverendo
reverie	n+m.ensueño@n+f.ensoñación
reversal	n+f.inversión
reversals	n+f+pl.reversiones@n+m+pl.reveses
reverse	n+m.reverso@a+m.inverso@a+f.inversa@v.revertir
reversed	a+m.invertido@a+f.invertida
reverses	vt.invierte@n+m+pl.reveses
reversible	a.reversible
reversing	vt.invirtiendo@n+m.marcha atrás
reversion	n+f.reversión
revert	vi.revertir@vi.volver
reverted	vi.revirtió@a+m.revertido@a+f.revertida
reverting	vi.volviendo@vi.revirtiendo
reverts	vi.revierte@vi.vuelve
review	n+f.reseña@n+f.revisión@v.revisar
reviewed	v.revisó@a+m.revisado@a+f.revisada
reviewer	n+m.revisor@n+f.revisora@n+m.crítico@n+f.crítica
reviewers	n+m+pl.revisores@n+f+pl.revisoras
reviewing	v.revisando
reviews	n+f.reseñas@n+f.revisiones
revise	vt.revisar
revised	a+m.revisado@a+f.revisada@v.revisó
revises	vt.revisa@vt.corrige
revising	vt.revisando
revision	n+f.revisión
revisionist	n+m.revisionista@a+m.revisionista@a+f.revisionista
revisions	n+f.revisiones
revisit	vt.revisitar@vt.volver a visitar
revisited	a+m.revisitado@a+f.revisitada
revisiting	vt.revisitando
revitalization	n+f.revitalización
revitalize	vt.revitalizar
revitalized	vt.revitalizó@a+m.revitalizado@a+f.revitalizada
revitalizing	vt.revitalizando@a.revitalizante
revival	n+m.renacimiento@n+f.reactivación
revive	vt.revivir@vt.reanimar
revived	vt.revivió@a+m.revivido@a+f.revivida
reviving	vt.reviviendo
revlon	n+m.Revlon
revocable	a.revocable
revocation	n+f.revocación
revoke	vt.revocar
revoked	vt.revocó@a+m.revocado@a+f.revocada
revoking	vt.revocando
revolt	n+f.revuelta@vi.rebelarse
revolting	a+m.repugnante@a+f.repugnante@vi.rebelándose
revolution	n+f.revolución
revolutionaries	n+m+pl.revolucionarios
revolutionary	a+m.revolucionario@a+f.revolucionaria
revolutionize	vt.revolucionar
revolutionized	vt.revolucionó
revolutions	n+f+pl.revoluciones
revolve	vi.girar@vt.dar vueltas
revolved	vi.giró@vt.hizo girar
revolver	n+m.revólver
revolves	vi.gira@vi.revolve
revolving	a.giratorio@v.girando
revs	n+f+pl.revoluciones@vt.acelera
revue	n+f.revista@n+m.espectáculo de variedades
reward	n+f.recompensa@vt.recompensar
rewarded	vt.recompensó@a+m.recompensado@a+f.recompensada
rewarding	a+m.gratificante@a+f.gratificante
rewards	n+f.recompensas
rewind	vt.rebobinar@n+m.rebobinado
rework	vt.rehacer@n+f.reelaboración
reworked	vt.reelaboró@a+m.reelaborado@a+f.reelaborada
reworking	vt.reelaborando@n+f.reelaboración
rewrite	vt.reescribir@n+f.reescritura
rewrites	vt.reescribe@n+f+pl.reescrituras
rewriting	vt.reescribiendo@n+f.reescritura
rewritten	a+m.reescrito@a+f.reescrita
rewrote	vt.reescribió
rex	n+m.Rex
reyes	n+m.Reyes
reykjavik	n+m.Reikiavik
reynolds	n+m.Reynolds
rezoning	n+f.recalificación@vt.recalificando
rfcs	n+m+pl.RFCs
rhapsody	n+f.rapsodia
rhea	n+m.ñandú@n+f.Rea
rheims	n+m.Reims
rheology	n+f.reología
rhesus	n+m.rhesus@n+m.macaco
rhetoric	n+f.retórica
rhetorical	a+m.retórico@a+f.retórica
rheumatic	a+m.reumático@a+f.reumática
rheumatism	n+m.reumatismo
rheumatoid	a.reumatoide
rhiannon	n+f.Rhiannon
rhine	n+m.Rin
rhinelander	n+m.renano@n+f.renana
rhinestone	n+m.diamante de imitación
rhinestones	n+m+pl.diamantes de imitación
rhinitis	n+f.rinitis
rhino	n+m.rinoceronte
rhinoceros	n+m.rinoceronte
rhinoplasty	n+f.rinoplastia
rhinos	n+m+pl.rinocerontes
rhizome	n+m.rizoma
rho	n+f.ro
rhoda	n+f.Rhoda
rhode	n+m.Rhode
rhodes	n+m.Rodas
rhodesia	n+f.Rodesia
rhodesian	a+m.rodesiano@a+f.rodesiana@n+m.rodesiano@n+f.rodesiana
rhodium	n+m.rodio
rhododendron	n+m.rododendro
rhonda	n+f.Rhonda
rhondda	n+m.Rhondda
rhone	n+m.Ródano
rhubarb	n+m.ruibarbo
rhyme	n+f.rima@vi.rimar
rhymes	n+f+pl.rimas@vi.rima
rhyming	a.rimado@vi.rimando
rhythm	n+m.ritmo
rhythmic	a+m.rítmico@a+f.rítmica
rhythms	n+m+pl.ritmos
ria	n+f.ría@n+f.Ria
rial	n+m.rial
rialto	n+m.Rialto
rib	n+f.costilla
ribbed	a.acanalado@a+f.acanalada@a.con nervaduras
ribbon	n+f.cinta
ribbons	n+f+pl.cintas
riboflavin	n+f.riboflavina
ribose	n+f.ribosa
ribosomal	a.ribosomal@a.ribosómico
ribosome	n+m.ribosoma
ribs	n+f+pl.costillas
ricardo	n+m.Ricardo
rice	n+m.arroz
rich	a+m.rico@a+f.rica
richard	n+m.Richard
richards	n+m.Richards
richardson	n+m.Richardson
richelieu	n+m.Richelieu
richer	a.más rico
riches	n+f+pl.riquezas
richest	a.más rico
richie	n+m.Richie
richly	ad.ricamente
richmond	n+m.Richmond
richness	n+f.riqueza
richter	n+m.Richter
rick	n+m.Rick
rickey	n+m.Rickey
ricks	n+m+pl.almiares
ricky	n+m.Ricky
rico	n+m.Rico
ricochet	n+m.rebote@vi.rebotar
ricotta	n+f.ricotta
rid	vt.librar
riddance	n+f.liberación
ridden	a+m.montado@a+f.montada@a.plagado@a+f.plagada
riddle	n+m.acertijo@n+f.adivinanza
riddled	a+m.plagado@a+f.plagada@a+m.acribillado@a+f.acribillada
riddles	n+m+pl.acertijos@n+f+pl.adivinanzas
ride	n+m.paseo@v.montar
rider	n+m.jinete@n+f.jinete@n+m.ciclista
riders	n+m.jinetes@n+f.jinetes
ridership	n+m.número de pasajeros
rides	n+m.paseos@vt.monta
ridge	n+f.cresta@n+m.lomo
ridges	n+f+pl.crestas@n+m+pl.lomos
ridicule	n+m.ridículo@vt.ridiculizar
ridiculed	vt.ridiculizó
ridiculous	a+m.ridículo@a+f.ridícula
ridiculously	ad.ridículamente
riding	v.montando
ridley	n+m.Ridley
riel	n+m.riel
riemann	n+m.Riemann
riesling	n+m.riesling
rife	a.abundante@a.generalizado
riff	n+m.riff
riffs	n+m+pl.riffs
rifle	n+m.rifle
rifles	n+m+pl.rifles@n+m+pl.fusiles
rift	n+f.grieta@n+f.ruptura
rig	n+f.plataforma@vt.manipular
riga	n+f.Riga
rigged	a+m.amañado@a+f.amañada@a.aparejado
rigging	n+m.aparejo@n+f.manipulación@vt.manipulando
riggs	n+m.Riggs
right	n+m.derecho@a+m.correcto@a+f.correcta@a+m.derecho@a+f.derecha
righteous	a+m.justo@a+f.justa
righteousness	n+f.rectitud@n+f.justicia
rightful	a+m.legítimo@a+f.legítima
rightfully	ad.legítimamente@ad.con razón
rightly	ad.correctamente@ad.con razón
rights	n+m.derechos
rigid	a+m.rígido@a+f.rígida
rigidity	n+f.rigidez
rigidly	ad.rígidamente
rigorous	a+m.riguroso@a+f.rigurosa
rigorously	ad.rigurosamente
rigs	n+f+pl.plataformas@n+m+pl.equipos
riley	n+m.Riley
rim	n+m.borde@n+f.llanta
rimes	n+f+pl.rimas@n+f+pl.escarchas
rimini	n+m.Rímini
rimmed	a+m.con borde@a+f.con borde
rimming	vt.bordeando@n+m.beso negro
rims	n+m+pl.aros@n+f+pl.llantas
rind	n+f.corteza@n+f.cáscara
ring	n+m.anillo@v.sonar
ringed	a+m.anillado@a+f.anillada@a+m.rodeado@a+f.rodeada
ringer	n+m.timbre
ringers	n+m+pl.campaneros@n+m+pl.suplentes
ringgit	n+m.ringgit
ringing	n+m.timbre@v.sonando@a.resonante
ringling	n+m.Ringling
ringo	n+m.Ringo
rings	n+m.anillos
ringside	n+m.primera fila@a+m.junto al ring@a+f.junto al ring
ringtone	n+m.tono de llamada
ringtones	n+m.tonos de llamada
ringworm	n+f.tiña
rink	n+f.pista de patinaje
rinks	n+f+pl.pistas de patinaje
rinse	vt.enjuagar@n+m.enjuague
rinsed	vt.enjuagó@a+m.enjuagado@a+f.enjuagada
rinsing	vt.enjuagando
rio	n+m.Río
rios	n+m.Ríos
riot	n+m.disturbio@vi.amotinarse
rioting	n+m.disturbios@vi.amotinándose
riots	n+m+pl.disturbios@vi.se amotina
rip	vt.rasgar@n+m.desgarro
riparian	a.ribereño
ripe	a+m.maduro@a+f.madura
ripening	n+f.maduración@vi.madurando
ripley	n+m.Ripley
ripon	n+m.Ripon
ripped	a+m.rasgado@a+f.rasgada
ripper	n+m.destripador
rippers	n+m+pl.destripadores
ripping	v.rasgando@a.genial
ripple	n+f.onda@n+m.rizo@vi.ondular
ripples	n+f+pl.ondulaciones@vi.ondula
rips	vt.rasga@n+m+pl.desgarros
ripstop	n+m.ripstop@a+m.antidesgarro@a+f.antidesgarro
rise	n+f.subida@v.subir
risen	a+m.levantado@a+f.levantada
riser	n+m.contrahuella@n+m.madrugador
risers	n+m+pl.contrahuellas@n+m+pl.madrugadores
rises	n+f+pl.subidas@vi.se eleva
rising	v.subiendo@a+m.creciente@a+f.creciente
risk	n+m.riesgo@v.arriesgar
risked	vt.arriesgó@a+m.arriesgado@a+f.arriesgada
risking	vt.arriesgando
risks	n+m.riesgos
risky	a+m.arriesgado@a+f.arriesgada
risotto	n+m.risotto
risque	a.subido de tono@a.atrevido
rit	n+m.rito
rita	n+f.Rita
ritalin	n+m.Ritalin
rite	n+m.rito
rites	n+m+pl.ritos
ritter	n+m.Ritter
ritual	n+m.ritual@a+m.ritual@a+f.ritual
rituals	n+m+pl.rituales
ritz	n+m.Ritz
riv	n+m.riv.
rival	n+m.rival@n+f.rival@a+m.rival@a+f.rival
rivalries	n+f+pl.rivalidades
rivalry	n+f.rivalidad
rivals	n+m+pl.rivales
rivas	n+m.Rivas
rive	vt.rasgar@vt.hender
river	n+m.río
rivera	n+m.Rivera
riverbank	n+f.orilla del río@n+f.ribera
riverbed	n+m.lecho del río
riverboat	n+m.barco fluvial
riverfront	n+f.ribera@n+m.paseo fluvial
riverhead	n+m.Riverhead
riverine	a+m.ribereño@a+f.ribereña
rivers	n+m.ríos
riverside	n+f.ribera
rivet	n+m.remache@vt.remachar
riveted	a+m.remachado@a+f.remachada@a.fascinado
riveting	a.fascinante@vt.remachando
rivets	n+m+pl.remaches@vt.remacha
riviera	n+f.riviera
riyadh	n+m.Riad
riyal	n+m.riyal
rizal	n+m.Rizal
rms	n+m.RMS
roach	n+f.cucaracha
road	n+f.carretera@n+m.camino
roadblock	n+m.control de carretera@n+m.obstáculo
roadblocks	n+m+pl.controles de carretera@n+m+pl.obstáculos
roadhouse	n+f.posada de carretera
roadrunner	n+m.correcaminos
roads	n+f.carreteras@n+m.caminos
roadshow	n+m.gira@n+f.presentación itinerante
roadside	n+m.borde del camino@a.al borde del camino
roadster	n+m.descapotable
roadway	n+f.calzada
roadways	n+f+pl.calzadas
roam	vi.vagar@vt.recorrer
roamed	vi.vagó@vi.deambuló
roaming	n+m.itinerancia@v.vagando
roan	a+m.ruano@a+f.ruana@n+m.ruano
roanoke	n+m.Roanoke
roar	n+m.rugido@vi.rugir
roared	vi.rugió@vi.bramó
roaring	a.rugiente@vt.rugiendo@n+m.rugido
roars	n+m+pl.rugidos@vi.ruge
roast	vt.asar@n+m.asado
roasted	a+m.asado@a+f.asada
roaster	n+m.asador@n+f.tostadora
roasters	n+m+pl.asadores@n+m+pl.tostadores
roasting	n+m.asado@vt.asando
roasts	n+m+pl.asados@vt.asa
rob	v.robar@n+m.Rob
robbed	vt.robó@a+m.robado@a+f.robada
robber	n+m.ladrón@n+f.ladrona
robberies	n+m+pl.robos
robbers	n+m+pl.ladrones@n+f+pl.ladronas
robbery	n+m.robo
robbie	n+m.Robbie
robbing	vt.robando
robbins	n+m.Robbins
robby	n+m.Robby
robe	n+f.bata@n+f.túnica
roberson	n+m.Roberson
robert	n+m.Robert
roberta	n+f.Roberta
roberto	n+m.Roberto
roberts	n+m.Roberts
robertson	n+m.Robertson
robes	n+f+pl.túnicas@n+f+pl.batas
