the	art.—
geodetic	a.भूगणितीय
ambulances	n+f.एम्बुलेंस
hams	n+m.सूअर का मांस
ahmadinejad	n+m.अहमदीनेजाद
lubes	n+m.स्नेहक
consensual	a.सहमति से
altimeter	n+m.ऊँचाई मापक
idiotic	a.मूर्खतापूर्ण
sharpener	n+m.तेज करने वाला
cerberus	n+m.सर्बेरस
ascorbic	a.एस्कॉर्बिक
bering	n+m.बेरिंग
dichotomy	n+f.द्विभाजन
formosa	n+m.फॉर्मोसा
covalent	a.सहसंयोजक
erg	n+m.अर्ग
cantrell	n+m.कैंट्रेल
tarpon	n+m.टारपोन
bough	n+f.डाल
hoot	v.उल्लू की तरह बोलना@n+f.आवाज
herewith	ad.इसके साथ
radix	n+m.आधार
workmen	n+m.मजदूर
nerf	n+m.नर्फ@v.कमजोर करना
grist	n+m.अनाज
policyholders	n+m.पॉलिसी धारक
racecourse	n+m.रेसकोर्स
extraterrestrial	a.अलौकिक@n+m.अलौकिक प्राणी
servicemen	n+m.सैनिक
duster	n+m.झाड़न
pronoun	n+m.सर्वनाम
phylogeny	n+f.जाति विकास
signer	n+m.हस्ताक्षरकर्ता
plankton	n+m.प्लवक
sloth	n+f.आलस@n+m.स्लॉथ
steely	a.इस्पाती@a.दृढ़
pkt	n+m.पैकेट
pulleys	n+f.घिरनियाँ
sublets	v.उप-किराए पर देता है
fates	n+f.किस्मतें@n+m.भाग्य
stews	n+m.स्टू@v.धीमी आँच पर पकाता है
cleanups	n+f.सफाई
flowchart	n+m.फ्लोचार्ट
tacky	a.चिपचिपा@a.घटिया
sauk	n+m.साउक
nourishment	n+m.पोषण
gravitation	n+f.गुरुत्वाकर्षण
antiwar	a.युद्ध विरोधी
loophole	n+m.खामी@n+f.बचाव की राह
drags	v.खींचता है@n+m.बाधाएँ
benetton	n+m.बेनेटन
menopausal	a.रजोनिवृत्ति संबंधी
retrograde	a.पश्चगामी@v.पीछे जाना
relive	v.फिर से जीना
sade	n+f.साडे
exaggeration	n+f.अतिशयोक्ति
shadowy	a.छायादार@a.अस्पष्ट
liquors	n+f.शराबें
reproducibility	n+f.प्रजनन क्षमता
archangel	n+m.प्रधान देवदूत
abalone	n+m.अबालोन
creases	n+f.सिलवटें@v.सिलवट डालता है
primordial	a.आदिम
nourish	v.पोषित करना
geometries	n+f.ज्यामितियाँ
uplifted	a.उत्थित@v.ऊपर उठाया
quirks	n+f.विचित्रताएँ
crayola	n+m.क्रेयोला
acceptor	n+m.स्वीकारकर्ता
precondition	n+f.पूर्व शर्त
percival	n+m.पर्सिवल
padova	n+m.पाडोवा
gingham	n+m.गिंघम
gossamer	n+m.झीना कपड़ा@a.अत्यंत हल्का
teasers	n+m.छेड़ने वाले
hairdresser	n+m.नाई
consumerism	n+m.उपभोक्तावाद
plover	n+m.टिटहरी
mow	v.घास काटना
boneless	a.बिना हड्डी का
disliked	v.नापसंद किया
leinster	n+m.लेन्स्टर
impurity	n+f.अशुद्धता
intracranial	a.कपालीय
solute	n+m.विलेय
tupperware	n+m.टपरवेयर
worshipping	v.पूजा करना
mumps	n+m.कण्ठमाला
chasm	n+f.खाई
haggis	n+m.हैगिस
electromechanical	a.विद्युत यांत्रिक
styli	n+m.स्टाइलस
whipple	n+m.व्हिपल
greenish	a.हरापन लिए
regiments	n+f.रेजिमेंट
rockaway	n+m.रॉकअवे
exhibitionist	n+m.प्रदर्शनकारी
selfishness	n+m.स्वार्थ
woolley	n+m.वूली
reactionary	a.प्रतिक्रियावादी@n+m.प्रतिक्रियावादी
adriatic	n+m.एड्रियाटिक@a.एड्रियाटिक
bott	n+m.बॉट
godiva	n+f.गोडिवा
ejected	v.बाहर निकाला
grappling	v.जूझना
hammering	v.हथौड़े से मारना@n+f.पिटाई
masculinity	n+f.मर्दानगी
mingling	v.मिलना-जुलना
earnestly	ad.ईमानदारी से
capitalizing	v.पूँजीकरण करना
scribes	n+m.लेखक
monologue	n+m.एकालाप
browsed	v.ब्राउज़ किया
vive	int.जय हो
bundling	v.बंडल बनाना
mencken	n+m.मेंकन
dagenham	n+m.डेगनहैम
codename	n+m.कोडनेम
clem	n+m.क्लेम
littered	v.बिखेरा@a.गंदा
acutely	ad.तीव्रता से
profess	v.दावा करना
razors	n+m.रेज़र
rearrange	v.पुनर्व्यवस्थित करना
warfarin	n+m.वारफेरिन
legumes	n+f.फलियाँ
speculated	v.अनुमान लगाया
overheating	n+m.अधिक गरम होना
inflate	v.फुलाना
worded	a.शब्दों में व्यक्त
quant	n+m.क्वांट
fleshy	a.मांसल
copywriter	n+m.कॉपीराइटर
desirability	n+f.वांछनीयता
bodybuilder	n+m.बॉडीबिल्डर
poss	a.संभव
fleischer	n+m.फ्लाइशर
sundown	n+m.सूर्यास्त
rasta	n+m.रास्ता@a.रास्ताफेरियन
ravel	v.उलझना@n+m.रावेल
flycatcher	n+m.मक्खी पकड़ने वाला पक्षी
persistently	ad.लगातार
decoy	n+m.फंदा@v.फुसलाना
balsam	n+m.बाल्सम
bombshell	n+f.बम@n+f.चौंकाने वाली खबर
baruch	n+m.बारूक
kale	n+m.केल
huck	n+m.हक
verdicts	n+m.फैसले
horrendous	a.भयानक
complainants	n+m.शिकायतकर्ता
fabricating	v.गढ़ना
authorise	v.अधिकृत करना
outcry	n+m.विरोध@n+f.चीख
eyeglass	n+m.चश्मा
cyberpunk	n+m.साइबरपंक
waterside	n+m.जलतट@a.जलतटीय
pecans	n+m.पेकान
grime	n+f.मैल
whitehorse	n+m.व्हाइटहॉर्स
extortion	n+f.जबरन वसूली
juke	n+m.ज्यूकबॉक्स@v.धोखा देना
schnauzer	n+m.श्नाउज़र
hairdressers	n+m.नाई
cordon	n+m.घेरा@v.घेरना
prioritized	v.प्राथमिकता दी
rabin	n+m.राबिन
idealistic	a.आदर्शवादी
workday	n+m.कार्यदिवस
eared	a.कान वाला
earphone	n+m.इयरफोन
hypermedia	n+m.हाइपरमीडिया
cutlass	n+f.तलवार
jinx	n+m.अपशकुन@v.अभिशाप देना
illiteracy	n+f.अशिक्षा
carcinogens	n+m.कार्सिनोजन
greyhounds	n+m.ग्रेहाउंड
addressee	n+m.प्राप्तकर्ता
amalgamation	n+f.एकीकरण
informants	n+m.मुखबिर
tics	n+m.टिक
sublimation	n+f.उर्ध्वपातन
preponderance	n+f.प्रधानता
cowardly	a.कायर
harnessing	v.उपयोग करना
pretentious	a.दिखावटी
extenders	n+m.विस्तारक
cervantes	n+m.सर्वांटीस
wielding	v.चलाना
gusto	n+m.उत्साह
maidens	n+f.कुँवारियाँ
weimar	n+m.वाइमर
maia	n+f.माइया
messianic	a.मसीहाई
generalist	n+m.सामान्य विशेषज्ञ
humbly	ad.विनम्रता से
gastronomy	n+f.पाक कला
huckleberry	n+m.हकलबेरी
langue	n+f.भाषा
unworthy	a.अयोग्य
expectant	a.प्रत्याशी@a.गर्भवती
catheters	n+m.कैथेटर
azerbaijani	a.अज़रबैजानी@n+m.अज़रबैजानी व्यक्ति
footy	n+m.फुटबॉल
joinery	n+f.बढ़ईगीरी
wasatch	n+m.वासैच
octagon	n+m.अष्टभुज
equates	v.बराबर करता है
azalea	n+f.अज़ेलिया
jeannette	n+f.जीनेट
fruition	n+f.फलीभूत
florentine	a.फ्लोरेंटाइन@n+m.फ्लोरेंस वासी
tacos	n+m.टैको
dwelt	v.रहा
misspellings	n+f.गलत वर्तनियाँ
trivandrum	n+m.त्रिवेंद्रम
oberon	n+m.ओबेरॉन
magnetics	n+m.चुंबकीय विज्ञान
halide	n+m.हैलाइड
enslaved	v.गुलाम बनाया@a.दास
vil	n+m.विल
cathay	n+m.कैथे
metabolite	n+m.उपापचयी
genders	n+m.लिंग
headgear	n+m.सिर का कवच
gretzky	n+m.ग्रेट्ज़की
jura	n+m.जूरा
harming	v.नुकसान पहुँचाना
insole	n+m.अंदरूनी तलवा
kano	n+m.कानो
thurrock	n+m.थुर्रॉक
correspondingly	ad.तदनुसार
principled	a.सिद्धांतवादी
legalized	v.वैध बनाया
predicament	n+f.दुर्दशा
hilly	a.पहाड़ी
namibian	a.नामीबियाई@n+m.नामीबियाई व्यक्ति
aisles	n+f.गलियारे
slacks	n+f.ढीली पैंट
trusty	a.विश्वसनीय@n+m.भरोसेमंद व्यक्ति
subtropical	a.उपोष्णकटिबंधीय
sager	n+m.सेगर
gratuitous	a.अनावश्यक@a.निःशुल्क
fatally	ad.घातक रूप से
caged	a.पिंजरे में बंद
subcommittees	n+f.उपसमितियाँ
ephemeral	a.अल्पकालिक
radium	n+m.रेडियम
dissimilar	a.असमान
mutilation	n+f.विकृति
prawn	n+m.झींगा
phylum	n+m.संघ
mephisto	n+m.मेफिस्टो
waveforms	n+f.तरंग रूप
algal	a.शैवाल संबंधी
waging	v.छेड़ना
infringed	v.उल्लंघन किया
gimmicks	n+f.चालाकियाँ
reparations	n+f.क्षतिपूर्ति
overwhelm	v.अभिभूत करना
cognizant	a.जागरूक
trondheim	n+m.ट्रॉनहाइम
andalusia	n+f.अंडालूसिया
phenix	n+m.फीनिक्स
rowdy	a.उपद्रवी@n+m.उपद्रवी व्यक्ति
popes	n+m.पोप
rena	n+f.रेना
bravely	ad.बहादुरी से
sportsmen	n+m.खिलाड़ी
ethically	ad.नैतिक रूप से
puffin	n+m.पफिन
shaper	n+m.आकार देने वाला
locksmiths	n+m.तालासाज़
stumbles	v.ठोकर खाता है
lichfield	n+m.लिचफील्ड
cheater	n+m.धोखेबाज़
clematis	n+f.क्लेमेटिस
slashing	v.काटना@a.तीखा
leger	n+m.लेजर
torus	n+m.टोरस
cotta	n+f.कोटा
incomprehensible	a.अबोधगम्य
suez	n+m.स्वेज़
clogged	a.बंद@v.जाम हो गया
vignettes	n+f.लघु कथाएँ
fluctuating	a.उतार-चढ़ाव वाला
