ABS	n+m.abs
хомяки	n+pl.hamsters
хонингование	n+f.honing
хор	n+m.chorus@n+m.choir
хора	n+f.hora
хорал	n+m.chorale
хорват	n+m.croatian@n+m.croat
хорватский	a.croatian
хорда	n+f.chord
хорды	n+f.chords
хореограф	n+m.choreographer
хореографический	a.choreographed
хореография	n+f.choreography
хорнада	n+f.jornada
хоровой	a.choral
хоронить	vt.inter@vt.bury
хороня	v.burying
хорошая	a+f.good@a.bonne
хорошее	a+n.good
хорошенький	a.pretty
хороший	a+m.good@a.nice@a.bueno
хорошо	ad.well@int.okay@ad.nicely@ad.alright@int.bueno
хорошо ведущий себя	a.behaved
хоры	n+pl.choirs
хорьки	n+pl.ferrets
хорёк	n+m.ferret@n+m.weasel
хоспис	n+m.hospice
хост	n+m.host
хоста	n+f.hosta
хостел	n+m.hostel
хостинг	n+m.hosting
хот-дог	n+m.hotdog
хота	n+f.jota
хотел	v.wanted@v.wished
хотеть	v.want@v.wish
хотя	conj.though@conj.although@conj.albeit@conj.tho
хоумран	n+m.homer
хохлатый	a.crested@a.tufted
хохолки	n+m.tufts
хочет	v.wants
хочу	v.wanna
храбрецы	n+m.braves
храбро	ad.bravely@ad.courageously
храбрость	n+f.bravery@n+f.valour
храбрый	a.brave@a.doughty@a.courageous
храм	n+m.temple@n+m.wat@n+m.shrine
храмы	n+m.temples
хранение	n+n.storage@n+n.keeping@n+n.storing@n+n.safekeeping
хранил	v.kept@v.stored
хранилища	n+m.vaults@n+n.repositories
хранилище	n+n.repository@n+m.vault@n+n.depository
хранит	v.stores
хранители	n+m.keepers@n+pl.curators
хранитель	n+m.guardian@n+m.keeper@n+m.custodian@n+m.curator@n+m.conservator
хранить	v.store
храня	v.storing
хранящийся	a.stored
храп	n+m.snoring@n+m.zzz@n+m.snore
храпеть	vi.snoring@v.snore
храповик	n+m.ratchet
хребет	n+m.ridge@n+m.chine
хребты	n+m.ridges
хрен	n+m.horseradish
хризалида	n+f.chrysalis
хризантема	n+f.chrysanthemum
хризантемы	n+pl.mums
хризолит	n+m.peridot
хрип	n+n.wheezing
хриплый	a.husky@a.raucous@a.hoarse@a.gruff
хрипя	v.wheezing
христианин	n+m.christian
христианский	a.christian
христианский мир	n+m.christendom
христианство	n+n.christianity@n+n.christendom
хром	n+m.chrome@n+m.chromium
хрома	n+f.chroma
хроматин	n+m.chromatin
хроматический	a.chromatic
хроматографический	a.chromatographic
хроматография	n+f.chromatography
хромать	vi.limp
хромированный	a.chrome@a.chromed
хромой	a.lame
хромосома	n+f.chromosome
хромосомный	a.chromosomal
хромосомы	n+f.chromosomes
хромота	n+f.limp@n+f.gimp
хроника	n+f.chronicle@n+f.chron
хронически	ad.chronically
хронический	a.chronic
хронический миелолейкоз	n+m.cml
хронограф	n+m.chronograph
хронологии	n+f.timelines
хронологически	ad.chronologically
хронологический	a.chronological
хронология	n+f.timeline@n+f.chronology
хронометр	n+m.timepiece
хронометраж	n+m.timing@n+pl.timings@n+n.timekeeping
хрупкий	a.fragile@a.brittle@a.frail
хрупкость	n+f.fragility@n+f.frailty
хруст	n+m.crunch@n+n.crunching
хрусталь	n+m.crystal
хрустальный	a.crystal
хрустеть	vt.crunch@vt.munch
хрустя	v.crunching
хрустящий	a.crisp@a.crispy@a.crunchy@a.crusty
хрюкает	v.grunts
хрящ	n+m.cartilage
ху	int.hoo
худи	n+m.hoodies
художественная литература	n+f.fiction
художественно	ad.artistically
художественный	a.artistic@a.fictional
художник	n+m.artist@n+m.painter
художники	n+m.painters
худой	a.thin@a.lean@a.skinny@a.gaunt
худший	a.worst@a.worse@a.inferior
хуже	ad.worse
хуже всего	ad.worst
хузиер	n+m.hoosier
хузиеры	n+pl.hoosiers
хуки	n+m.hooks
хула	n+f.hula
хулиган	n+m.bully@n+m.rowdy
хулиганы	n+pl.bullies
хунта	n+f.junta
хурма	n+f.persimmon
хутора	n+pl.hamlets
хьюмидор	n+m.humidor
хэтчбек	n+m.hatchback
хэш	n+m.hash
хёрлинг	n+m.hurling
цанга	n+f.collet
цапля	n+f.heron@n+f.egret
царапает	vt.scratches@v.scrapes
царапание	n+n.scratching
царапать	vt.scratch@vi.scrabble@vt.scratched@v.graze@v.clawed
царапающий	a.scratchy
царапая	v.scratching
царапина	n+f.scratch@n+f.scrape@n+f.scuff
царапины	n+f.scratches
царапнул	v.grazed
царил	v.reigned
царица	n+f.rani
царства	n+m.realms@n+n.kingdoms
царственный	a.regal@a.princely
царство	n+n.realm
царствовал	v.reigned
царствование	n+n.reign
царствования	n+f.reigns
царствовать	vi.reign
царствует	vi.reigns
царствующий	a.reigning
царь	n+m.czar@n+m.tsar
цвести	vi.bloom@vi.blossom
цвет	n+m.colour@n+m.hue
цвет лица	n+m.complexion
цвета индиго	a.indigo
цвета красного дерева	a.mahogany
цвета слоновой кости	a.ivory
цвета хаки	a.khaki
цветение	n+m.bloom@n+n.blossom@n+n.flowering@n+n.blossoms@n+n.blossoming
цветистый	a.flowery
цветки	n+m.blooms@n+m.blossoms
цветная капуста	n+f.cauliflower
цветной	a.coloured
цветной карандаш	n+m.crayon
цветные карандаши	n+pl.crayons
цветок	n+m.flower@n+m.blossom
цветочный	a.floral@a.flowery@a.flowered
цветочный магазин	n+m.florist
цветущее растение	n+m.bloomer
цветущий	a.flowering@a.blooming@a.flowered@a.verdant
цветя	v.blooming
цветёт	vi.blooms
цедент	n+m.transferor
цедра	n+f.zest
цезари	n+m.caesars
целебный	a.healing@a.medicinal@a.curative
целевая группа	n+f.taskforce
целевой	a.targeted
целенаправленный	a.purposeful
целесообразность	n+f.feasibility@n+f.expediency
целесообразный	a.advisable@a.expedient
целеустремлённо	ad.purposefully
целеустремлённый	a.purposeful
целибат	n+m.celibacy
целиком	ad.entirely@ad.wholly
целители	n+pl.healers
целитель	n+m.healer
целится	v.aims
целиться	vt.aim
целлофан	n+m.cellophane
целлулоид	n+m.celluloid
целлулоидный	a.celluloid
целлюлит	n+m.cellulite
целлюлоза	n+f.cellulose
целовать	vt.kiss@vt.buss
целое	n+n.whole@n+n.entirety
целое число	n+m.int@n+n.integer
целомудренный	a.vestal@a.chaste
целомудрие	n+f.chastity
целостность	n+f.integrity@n+f.oneness@n+f.wholeness
целостный	a.holistic
целует	v.kisses
целующий	v.kissing
целующийся	a.necked
целые числа	n+n.integers
целый	a+m.whole@a.entire@a.intact@a.unscathed@a.unharmed
цель	n+f.purpose@n+f.target@n+f.goal@n+f.destination@n+f.aim@n+f.objective@n+f.intention
целясь	v.aiming
цемент	n+m.cement
цементировать	vt.cement
цементирует	v.cements
цена	n+f.price@n+f.cost
цензор	n+m.censor
цензура	n+f.censorship@n+f.censure@n+f.censoring
цензурированный	a.censored
цензурировать	vt.censor
цензурирует	v.censors
цензурируя	v.censoring
ценил	v.valued
ценит	vt.appreciates
ценитель	n+m.connoisseur
ценить	v.value@vt.appreciate
ценности	n+pl.valuables
ценность	n+f.value@n+f.worth@n+f.asset
ценный	a.valuable@a.valued
ценообразование	n+n.pricing
цент	n+m.cent
центнер	n+m.cwt
центр	n+m.centre@n+m.hub@n+m.cen
центр внимания	n+m.limelight
центр города	n+m.downtown
центр силы	n+m.powerhouse
централизация	n+f.centralization
централизованно	ad.centrally
централизованный	a.centralized@a.centralised
центральная	a+f.central
центральное	a+n.central
центральность	n+f.centrality
центральный	a+m.central@a.midland
центральный район	n+m.midtown
центрированный	a.centred
центрировать заново	vt.recenter
центрист	n+m.centrist
центристский	a.centrist
центрифуга	n+f.centrifuge
центрифугировать	vt.centrifuge
центрический	a.centric
центробежный	a.centrifugal
центроид	n+m.centroid
центрум	n+m.centrum
центры	n+m.hubs
центурион	n+m.centurion
центы	n+m.cts
цены	n+f.prices
ценя	v.appreciating
ценящий	a.appreciative
цеолит	n+m.zeolite
цепкий	a.tenacious
цепкость	n+f.tenacity
цепляется	v.clings
цеплялся	v.clung
цеплять	vt.hook@vt.hitch@vt.hooking
цепляться	vi.cling@vi.clinging
цепляющий	a.catchy
цепляющийся	a.clinging
цепочка	n+f.necklace@n+n.chaining
цеппелин	n+m.zeppelin
цепь	n+f.chain@n+f.circuit
цервикальный	a.cervical
церебральный	a.cerebral
цереброваскулярный	a.cerebrovascular
церемониальный	a.ceremonial
церемонии	n+f.ceremonies
церемония	n+f.ceremony@n+f.christening
церемония вручения дипломов	n+f.commencement
церковная скамья	n+f.pew
церковный	a.ecclesiastical
церковный двор	n+n.churchyard
церковный служитель	n+m.beadle
церковный совет	n+m.vestry
церковь	n+f.church@n+f.kirk
цеховой зал	n+m.guildhall
ци	n+f.chi
цианид	n+m.cyanide
цивилизации	n+f.civilizations
цивилизация	n+f.civilization@n+f.civ@n+f.civilisation
цивилизованный	a.civilized@a.civilised
цикл	n+m.cycle@n+m.loop
циклический	a.cyclic@a.cyclical@a.cycled
циклон	n+m.cyclone
циклонический	a.cyclonic
циклоны	n+m.cyclones
циклоп	n+m.cyclops
циклоспорин	n+m.cyclosporine
циклотрон	n+m.cyclotron
цилиндр	n+m.cylinder@n+m.cyl@n+m.topper
цилиндрический	a.cylindrical
цилиндры	n+m.cylinders
цимбалы	n+pl.cymbal@n+m.dulcimer
циметидин	n+m.cimetidine
цинизм	n+m.cynicism
циник	n+m.cynic
циничный	a.cynical
цинк	n+m.zinc
цинковый	a.zinc
ципрофлоксацин	n+m.cipro
цирк	n+m.circus@n+m.cirque@n+m.corrie@n+m.cwm
циркадный	a.circadian
циркон	n+m.zircon
цирконий	n+m.zirconia@n+m.zirconium
циркули	n+pl.compasses
циркулировать	vi.circulate
циркулирующий	v.circulated@v.circulating
циркуляр	n+f.circular
циркуляры	n+f.circulars
циркуляционный	a.circulatory
циркуляция	n+f.circulation
цирроз	n+m.cirrhosis
цирюльник	n+m.barber
цирюльники	n+pl.barbers
цистеин	n+m.cysteine
цистерна	n+f.cistern
цистерны	n+pl.tankers
цистит	n+m.cystitis
цитадель	n+f.citadel
цитата	n+f.quote@n+f.citation@n+f.quotation@n+f.quot
цитировать	v.quote@vt.cite
цитируемый	a.cited@a.quoted@a.quotable
цитирует	v.quotes@v.cites
цитируя	v.citing@v.quoting
цитокины	n+m.cytokines
цитология	n+f.cytology
цитоплазма	n+f.cytoplasm
цитоплазматический	a.cytoplasmic
цитотоксический	a.cytotoxic
цитохром	n+m.cytochrome
цитрат	n+m.citrate
цитрин	n+m.citrine
цитрон	n+m.citron
цитрус	n+m.citrus
цитрусовый	a.citrus
циферблат	n+m.dial
циферблаты	n+m.dials
цифра	n+f.digit@n+f.numeral
цифровая	a+f.digital
цифровая камера	n+f.digicam
цифровая рабочая станция	n+f.daw
цифровое	a+n.digital
цифровой	a+m.digital@a.numeric
цифры	n+f.digits@n+f.numerals
цокать	vi.tut
цокольный этаж	n+m.basement
цукаты	a.candied
цуккини	n+m.zucchini
цунами	n+n.tsunami
цыган	n+m.gypsy@n+m.romani
цыгане	n+pl.gypsies
цыганский	a.gypsy@a.romani
цыплята	n+m.chickens@n+m.fryers
цыплёнок	n+m.chicken@n+m.chick@n+m.fryer
ча-ча-ча	n+f.cha
чабрец	n+m.thyme
чавкать	v.chomp
чаевые	n+f.tips@n+f.gratuity
чаи	n+m.teas
чай	n+m.tea@n+m.cha
чайка	n+f.gull@n+f.seagull@n+f.mew
чайная ложка	n+f.tsp@n+f.teaspoon
чайная чашка	n+f.teacup
чайник	n+m.kettle@n+m.teapot
чайники	n+m.kettles
чайные ложки	n+f.teaspoons
чалая лошадь	n+m.roan
чалма	n+f.turban
чалый	a.roan
чам	n+m.cham
чан	n+m.vat
чао	int.ciao
чапараль	n+m.chaparral
чародей	n+m.sorcerer
чартерный	a.charter
час	n+m.hour
часовня	n+f.chapel@n+f.oratory
часовой	n+m.sentinel@n+m.sentry
