ABA	n.aba
sinônima	a+f.synonymous
sinônimo	n+m.syn@n+m.synonym@a+m.synonymous
sinônimos	n+m.synonyms
sionismo	n+m.zionism
sionista	n+m.zionist@a+m.zionist@a+f.zionist
sionistas	n+m+pl.zionists
siques	n+m+pl.sikhs
siquismo	n+m.sikhism
sirene	n+f.siren
sirenes	n+f.sirens
siríaca	a+f.syriac
siríaco	n+m.syriac@a+m.syriac
sisal	n+m.sisal
sismologia	n+f.seismology
sistema	n+m.system@n+m.syst
sistema de distribuição global	n+m.gds
sistema de saúde	n+m.healthcare
sistema harmonizado	n+m.hts
sistemas	n+m.systems
sistemas microeletromecânicos	n+m.mems
sistematicamente	ad.systematically
sistemática	n+f.systematics
sistemático	a.systematic
sistêmica	a+f.systemic
sistêmico	a+m.systemic
sistólica	a+f.systolic
sistólico	a+m.systolic
sitcom	n+f.sitcom
site	n+m.site@n+m.website
sites	n+m.sites@n+m.websites
sitiada	a+f.besieged@a+f.beleaguered
sitiado	a+m.besieged@a+m.beleaguered
sitiou	v.besieged
situacional	a+m.situational@a+f.situational
situada	a+f.sited
situado	a.situated@v.situated@a+m.sited
situar	v.siting@v.sited
situação	n+f.status@n+f.situation
situação difícil	n+f.plight@n+f.predicament
situações	n+f.situations
sião	n.siam
ska	n+m.ska
skate	n+m.skateboard@n+m.skateboarding
skates	n+m.skateboards
skatistas	n+m.skaters
skilling	n+m.skilling
skinner	n.skinner
skye	n.skye
slackware	n.slackware
slalom	n+m.slalom
slater	n.slater
slide	n+m.slide
slider	n+m.slider
slides	n+m+pl.slides
slinky	n+m.slinky
slogan	n+m.slogan@n+m.tagline
slogans	n+m.slogans@n+f+pl.taglines
slot	n+m.slot
slots	n+m.slots
slough	n.slough
smartphone	n+m.smartphone
smartphones	n+m.smartphones
smiths	n.smiths
smog	n+m.smog
smoking	n+m.tuxedo@n+m.tux
smokings	n+m+pl.tuxedos
smoothie	n+m.smoothie
smurf	n+m.smurf
snorkel	n+m.snorkel
snowboard	n+m.snowboard@n+m.snowboarding
snowboards	n+m.snowboards
soa	v.sounds
soar	v.sound@v.sounding
sob	prep.under@prep.sous@prep.neath
sob medida	a.tailored@a+m.bespoke@a+f.bespoke
sob os pés	ad.underfoot
sobe	v.rises
soberanas	n+f+pl.sovereigns
soberania	n+f.sovereignty
soberano	a.sovereign@n+m.sovereign
soberanos	n+m+pl.sovereigns
soberbamente	ad.superbly
soberbo	a.superb
sobra	n+f.leftover
sobrancelha	n+f.brow@n+f.eyebrow
sobrancelhas	n+f.eyebrows@n+f+pl.brows
sobras	n+f.leftovers
sobre	prep.on@prep.about@prep.over@prep.re@prep.upon@prep.regarding@prep.onto@prep.concerning
sobre isso	ad.thereon
sobre o qual	conj.whereupon
sobre-humana	a+f.superhuman
sobre-humano	a+m.superhuman
sobrecarga	n+f.overload@n+f.overloading@n+f.overburden
sobrecarrega	v.burdens
sobrecarregada	a+f.overwhelmed@a+f.overloaded@a+f.burdened@a+f.swamped@a+f.overworked
sobrecarregado	a+m.overwhelmed@a+m.overloaded@a+m.burdened@a+m.swamped@a+m.overworked
sobrecarregar	v.overload@v.overloading@v.burdened@v.overwhelm@v.overburden
sobrecarregou	v.overwhelmed@v.overloaded@v.overworked
sobrejacente	a+m.overlying@a+f.overlying
sobremesa	n+f.dessert
sobremesas	n+f+pl.desserts
sobrenadante	n+m.supernatant
sobrenatural	a.supernatural
sobrenome	n+m.surname
sobrenomes	n+m.surnames
sobrepondo	v.overriding
sobrepor	v.overlap@v.overlay@v.overlapping@v.overlays@v.overlaps@v.superimposed
sobreposição	n+f.overlap@n+f.overlay
sobreposições	n+f.overlays@n+f+pl.overlaps
sobreposta	a+f.superimposed@a+f.overlaid@a+f.overlapped@a+f.lapped
sobreposto	a.overlapping@a+m.superimposed@a+m.overlaid@a+m.overlapped@a+m.lapped
sobrepôs	v.overlaid@v.overlapped
sobrescreve	v.overrides
sobrescrevendo	v.overwriting
sobrescrever	v.overwrite@v.overwritten
sobrescrita	a+f.overwritten@a+f.superscript
sobrescrito	a+m.overwritten@n+m.superscript@a+m.superscript
sobressai	v.excels
sobressair	v.excel@v.overhang
sobressalente	a.spare
sobretaxa	n+f.surcharge
sobretaxar	v.surcharges
sobretaxas	n+f.surcharges
sobretudo	n+m.overcoat
sobrevive	v.survives
sobrevivendo	v.surviving
sobrevivente	n+m.survivor@a.surviving@a+m.extant@a+f.extant
sobreviventes	n+m+pl.survivors
sobreviver	v.survive
sobreviveu	v.survived
sobrevivência	n+f.survival@n+f.surv
sobriedade	n+f.sobriety
sobrinha	n+f.niece
sobrinhas	n+f+pl.nieces
sobrinho	n+m.nephew
sobrinhos	n+m.nephews
soca	v.punches
socando	v.punching
socar	v.pound@v.punch@v.biff
social	a+m.social@a+f.social@n.soc@a+m.societal@a+f.societal
socialismo	n+m.socialism
socialista	a.socialist@n+m.socialist
socialistas	n+m.socialists
socialite	n+m.socialite@n+f.socialite
socializada	a+f.socialized
socializado	a+m.socialized
socializando	v.socializing
socializar	v.mingle@v.socialize
socialização	n+f.socialization
socializou	v.socialized
socialmente	ad.socially
sociedade	n+f.society@n.soc@n+f.gesellschaft
sociedades	n+f+pl.societies
sociocultural	a+m.sociocultural@a+f.sociocultural
socioeconômica	a+f.socioeconomic
socioeconômico	a+m.socioeconomic
sociologia	n+f.sociology
sociológica	a+f.sociological
sociológico	a+m.sociological
sociável	a+m.sociable@a+f.sociable
socióloga	n+f.sociologist
sociólogas	n+f+pl.sociologists
sociólogo	n+m.sociologist
sociólogos	n+m+pl.sociologists
soco	n+m.punch@n+m.slug@n+m.biff
socorrista	n+m.responder@n+f.responder
socorristas	n+m.responders@n+m+pl.rescuers@n+f+pl.rescuers
socos	n+m.punches
socou	v.punched
soda	n+f.soda
soda cáustica	n+f.lye
sodas	n+f+pl.sodas
sodomia	n+f.sodomy
soerguimento	n+m.uplift
sofisticada	a+f.upscale@a+f.upmarket
sofisticado	a.sophisticated@a.fancy@a+m.upscale@a+m.upmarket
sofisticação	n+f.sophistication
sofre	v.suffers
sofredor	n+m.sufferer
sofredora	n+f.sufferer
sofredores	n+m.sufferers
sofrendo	v.suffering
sofrer	v.suffer@v.grieving@v.grieve@v.undergoes@v.dree
sofreu	v.suffered@v.underwent
sofrido	v.undergone
sofrimento	n+m.suffering@n+m.distress@n+m.hardship
sofrimentos	n+m.hardships@n+m+pl.sufferings
softbol	n+m.softball
software	n+m.software
software colaborativo	n+m.groupware
software gratuito	n+m.freeware
sofá	n+m.sofa@n+m.couch
sofá de dois lugares	n+m.loveseat
sofá-cama	n+m.davenport
sofás	n+m.sofas@n+m+pl.couches
soja	n+f.soy@n+f.soybean
sojas	n+f.soybeans
sol	n+m.sun@n+m.sol
sola	n+f.sole
sola externa	n+f.outsole
solapar	v.undermining
solar	a.solar@n+m.manor
solas	n+f.soles
solavanco	n+m.bump@n+m.jerk@n+m.jolt
solavancos	n+m.bumps@n+m.jerks
solda	n+f.weld@n+f.solder@v.welds
soldada	a+f.welded@a+f.soldered
soldado	n+m.soldier@a+m.welded@n+m.trooper@a+m.soldered
soldado de primeira classe	n+m.pfc
soldador	n+m.welder
soldadora	n+f.welder
soldadoras	n+f.welders
soldadores	n+m.welders
soldados	n+m.soldiers@n+m.troopers
soldados rasos	n+m+pl.privates
soldagem	n+f.welding@n+f.soldering
soldando	v.welding@v.soldering
soldar	v.weld@v.solder
soldas	n+f+pl.welds
soldou	v.welded@v.soldered
soleira	n+f.doorstep@n+f.sill
solene	a+m.solemn@a+f.solemn@a+m.dignified@a+f.dignified
solenemente	ad.solemnly
solenoide	n+m.solenoid
soletra	v.spells
soletrada	a+f.spelled
soletrado	a+m.spelled
soletrando	v.spelling
soletrar	v.spell
soletrou	v.spelled@v.spelt
solicita	v.requests@v.prompts@v.solicits
solicitada	a+f.requested@a+f.solicited
solicitado	a+m.requested@a+m.solicited
solicitador	n+m.solicitor
solicitando	v.requesting@v.soliciting
solicitante	n+m.requester@n+f.requester
solicitar	v.request@v.solicit
solicitação	n+f.request@n+f.solicitation
solicitações	n+f.requests@n+f.solicitations
solicitou	v.requested@v.solicited@v.petitioned
solidamente	ad.solidly@ad.soundly
solidariedade	n+f.solidarity
solidez	n+f.soundness
solidificada	a+f.solidified
solidificado	a+m.solidified
solidificar	v.solidify
solidificou	v.solidified
solidário	a.supportive
solidão	n+f.solitude@n+f.loneliness
solista	n+m.soloist@n+f.soloist
solistas	n+m+pl.soloists
solitária	a+f.solitary@a+f.lonesome@n+f.loner
solitário	a.lonely@a.lone@n+m.solitaire@a+m.solitary@a+m.lonesome@n+m.loner
solo	n+m.ground@n+m.soil@a.solo@n+m.solo
solo superficial	n+m.topsoil
solos	n+m+pl.soils@n+m.solos
solstício	n+m.solstice
solstício de verão	n+m.midsummer
solta	a+f.loose@a+f.unbound
soltando gases	v.farting
soltar	v.unleash@v.loosen@v.loosing
solteira	a+f.single@a+f.unmarried@a+f.unattached@n+f.bachelorette
solteiro	a+m.single@n+m.bachelor@a+m.unmarried@a+m.unattached
solteirona	n+f.spinster
solteiros	n+m.singles@n+m.bachelors
solto	a+m.loose@a+m.unbound
solubilidade	n+f.solubility
solucionador	n+m.solver
solucionador de problemas	n+m.troubleshooter
solucionadores	n+m.solvers
solucionar problemas	v.troubleshoot
solucionável	a+m.solvable@a+f.solvable
soluto	n+m.solute
soluça	v.sobs@v.hiccups
soluçando	v.sobbing
soluçar	v.sob
soluço	n+m.sob@n+m.sobbing
soluços	n+m+pl.sobs@n+m+pl.hiccups
solução	n+f.solution@n+f.remedy
solução alternativa	n+f.workaround
solução de problemas	n+f.troubleshooting
solução salina	n+f.saline
soluções	n+f.solutions@n+f+pl.remedies
soluções alternativas	n+f+pl.workarounds
solvente	n+m.solvent@a.solvent@n+m.thinner
solventes	n+m.solvents
solvência	n+f.solvency
solário	n+m.solarium
solúvel	a.soluble
som	n+m.sound@n+m.som@n+m.ding
som de chapinhar	n+m.squelch
som vibrante	n+m.twang
soma	n+f.sum@n+f.soma@v.sums@n+f.summation
soma de verificação	n+f.checksum
somada	a+f.summed
somado	a+m.summed
somador	n+m.adder
somali	a+m.somali@a+f.somali@n+m.somali
somando	v.summing
somar	v.sum
somas	n+f.sums
somativa	a+f.summative
somativo	a+m.summative
sombra	n+f.shadow@n+f.shade
sombra para os olhos	n+f.eyeshadow
sombras	n+f+pl.shadows@n+f+pl.shades
sombreada	a+f.shady@a+f.shaded@a+f.shadowed
sombreado	a+m.shady@a+m.shaded@a+m.shadowed
sombreamento	n+m.shading@n+m.shadowing
sombreando	v.shading
sombreou	v.shaded
sombria	a+f.grim@a+f.bleak@a+f.dismal@a+f.gloomy@a+f.shadowy@a+f.sombre
sombriamente	ad.darkly
sombrinha	n+f.parasol
sombrio	a+m.grim@a+m.bleak@a+m.dismal@a+m.gloomy@a+m.shadowy@a+m.sombre
somente	ad.only@ad.solely
somou	v.summed
somática	a+f.somatic
somático	a+m.somatic
sonar	n+m.sonar
sonata	n+f.sonata
sonatas	n+f+pl.sonatas
sonda	n+f.probe@v.probes@n+m.sounder
sondagem	n+f.sounding@n+f.probing@n+f.canvassing@n+f.canvass
sondagens	n+f+pl.soundings
sondar	v.probe@v.polling@v.probing@v.fathom@v.plumb@v.probed@v.canvass
sondas	n+f.probes
soneca	n+f.nap@n+f.slumber@n+f.snooze@n+f.napping
sonecas	n+f+pl.naps
soneto	n+m.sonnet
sonetos	n+m+pl.sonnets
sonha	v.dreams
sonhada	a+f.dreamed
sonhado	a+m.dreamed
sonhador	a+m.dreamy@n+m.dreamer
sonhadora	a+f.dreamy@n+f.dreamer
sonhadoras	n+f+pl.dreamers
sonhadores	n+m+pl.dreamers
sonhar	v.dream@v.dreaming
sonho	n+m.dream@n+m.dreaming
sonhos	n+m.dreams
sonhou	v.dreamed@v.dreamt
sono	n+m.sleep@n+m.slumber
sonolenta	a+f.sleepy@a+f.drowsy
sonolento	a+m.sleepy@a+m.drowsy
sonolência	n+f.drowsiness@n+f.sleepiness
sonora	a+f.voiced
sonorense	a+m.sonoran@a+f.sonoran
sonorização	n+f.voicing
sonoro	a.sounding@a+m.voiced
sons	n+m.sounds
soou	v.sounded@v.rang
sopa	n+f.soup
sopa cremosa	n+f.bisque@n+f.chowder
sopas	n+f.soups@n+f+pl.sops
sopra	v.blows
soprado	a.blown@v.blown
soprador	n+m.blower@n+m.puffer
sopradora	n+f.blower
sopradores	n+m.blowers
soprando	v.blowing
soprano	n+m.soprano@n+f.soprano
sopranos	n+m.sopranos
soprar	v.blow@v.puff@v.puffs
sopro	n+m.puff
sopros	n+m+pl.puffs
soprou	v.blew@v.puffed
sopé	n+m.foothill
sopés	n+m.foothills
soquete	n+m.socket
soquetes	n+m.sockets
sordidez	n+f.sleaze
sorgo	n+m.sorghum
soro	n+m.serum
soro de leite	n+m.whey
sorológica	a+f.serological
sorológico	a+m.serological
sororidade	n+f.sisterhood
sorrateira	a+f.sneaky
sorrateiro	a+m.sneaky
sorrento	n.sorrento
sorri	v.smiles@v.grins
sorridente	a.smiling@a+m.smiley@a+m.grinned@a+f.grinned@a+m.grinning@a+f.grinning@a+m.beamed@a+f.beamed
sorrindo	v.smiling
sorrindo com desdém	v.smirking
sorrir	v.smile@v.grin@v.grinned@v.grinning
sorrir com desdém	v.smirk
sorriso	n+m.smile
sorriso de desdém	n+m.smirk
sorriso largo	n+m.grin
sorrisos	n+m.smiles
sorrisos largos	n+m+pl.grins
sorriu	v.smiled
sorte	n+f.luck@n+f.fortune@n+f.hap@n+f.potluck@n+f.kismet
sorte inesperada	n+f.windfall
sorteio	n+m.sweepstakes@n+m.sweepstake
sorteios	n+m.raffles
sortido	a.assorted
sortimento	n+m.assortment
sortimentos	n+m+pl.assortments
sortuda	a+f.fortunate
sortudo	a.lucky@a+m.fortunate
sorveira	n+f.rowan
sorver	v.slurp
sorvete	n+m.sherbet
sorvete de frutas	n+m.sorbet
sorção	n+f.sorption
sotaque	n+m.accent
sotaques	n+m+pl.accents
sotavento	n+m.leeward
sou	v.am
souvenir	n+m.souvenir
souvenirs	n+m.souvenirs
sovar	v.knead
sovela	n+f.awl
sovietes	n+m.soviets
soviético	a.soviet
soviéticos	n+m.soviets
sozinha	a+f.alone@a+f.sola
sozinho	a+m.alone
spa	n+m.spa
spam	n+m.spam@n+m.spamming
spammer	n+m.spammer
spammers	n+m.spammers
spams	n+m+pl.spams
spandex	n+m.spandex
spaniel	n+m.spaniel
sparring	n+m.sparring
spas	n+m+pl.spas
spec	n+f.spec
spielberg	n.spielberg
spinner	n+m.spinner
spitz	n+m.spitz
spline	n+f.spline
splines	n+f+pl.splines
spoiler	n+m.spoiler
spoilers	n+m.spoilers
spoofing	n+m.spoofing
spray	n+m.spray
spray de cabelo	n+m.hairspray
sprays	n+m.sprays
springsteen	n.springsteen
sprint	n+m.sprint
sprints	n+m+pl.sprints
sprite	n+m.sprite
sprites	n+m+pl.sprites
spyware	n+m.spyware
squash	n+m.squash
stakeholder	n+m.stakeholder
stalin	n.stalin
stalinista	a+m.stalinist@a+f.stalinist@n+m.stalinist@n+f.stalinist
stand-up	n+m.standup
starlette	n+f.starlet
startup	n+f.startup
startups	n+f.startups
stat	n+f.stat
staten	n.staten
status	n+m.status
status quo	n+m.quo
stemming	n+m.stemming
stent	n+m.stent
stentor	n+m.stentor
stents	n+m+pl.stents
stephan	n.stephan
stephenson	n.stephenson
stepper	n+m.stepper
stockport	n.stockport
storyboard	n+m.storyboard
strass	n+m.rhinestone@n+m+pl.rhinestones
streamer	n+m.streamer
streaming	n+m.streaming
strikeouts	n+m+pl.strikeouts
string	n.str
strip-tease	n+m.stripping
stripper	n+m.stripper@n+f.stripper
strippers	n+f.strippers
striptease	n+m.striptease
sua	pron+f.your@pron+f.their@pron+f.his@pron+f.its@pron+f.her@pron.yours@pron.yer
suada	a+f.sweaty
suado	a+m.sweaty
suando	v.sweating
suar	v.sweat@v.sweats
suave	a+m.soft@a+f.soft@a.smooth@a.gentle@a.mild@a+m.mellow@a+f.mellow@a+m.muted@a+f.muted@a+m.suave@a+f.suave
suavemente	ad.gently@ad.smoothly@ad.softly
suavidade	n+f.softness@n+f.smoothness
suavizando	v.smoothing
suavizar	v.soften
suaíli	n+m.swahili
sub	prep.sub
sub rotina	n+f.subroutine
sub-região	n+f.subregion
sub-representada	a+f.underrepresented
sub-representado	a+m.underrepresented
sub-rotinas	n+f+pl.subroutines
subaguda	a+f.subacute
subagudo	a+m.subacute
subaquático	a.underwater
subcamada	n+f.underlay
subcampo	n+m.subfield
subcapítulo	n+m.subchapter
subcategoria	n+f.subcategory
subcategorias	n+f.subcategories
subcelular	a+m.subcellular@a+f.subcellular
subclasse	n+f.subclass
subclasses	n+f.subclasses
subcomitê	n+m.subcommittee
subcomitês	n+m+pl.subcommittees
subconjunto	n+m.subset
subconjuntos	n+m.subsets
subconsciente	n+m.subconscious@a+m.subconscious@a+f.subconscious
subcontinente	n+m.subcontinent
subcontrata	v.subcontracts
subcontratada	n+f.subcontractor
subcontratadas	n+f.subcontractors
subcontratado	n+m.subcontractor
subcontratados	n+m.subcontractors
subcontratar	v.subcontract@v.subcontracting
subcontratação	n+f.subcontracting
subcontrato	n+m.subcontract
subcontratos	n+m+pl.subcontracts
subcultura	n+f.subculture
subcutânea	a+f.subcutaneous
subcutâneo	a+m.subcutaneous
subdesenvolvida	a+f.undeveloped@a+f.underdeveloped
subdesenvolvido	a+m.undeveloped@a+m.underdeveloped
subdiretório	n+m.subdirectory
subdiretórios	n+m.subdirectories
subdividida	a+f.subdivided
subdividido	a+m.subdivided
subdividir	v.subdivided
subdivisão	n+f.subdivision
subdivisões	n+f.subdivisions
subducção	n+f.subduction
subespaço	n+m.subspace
subespécie	n+f.subspecies
subestação	n+f.substation
subestimada	a+f.underestimated@a+f.understated@a+f.underrated
subestimado	a+m.underestimated@a+m.understated@a+m.underrated
subestimar	v.underestimate@v.underestimated
subestimativa	n+f.underestimate
subestrutura	n+f.substructure
subfamília	n+f.subfamily
subgrupo	n+m.subgroup
subgrupos	n+m.subgroups
subgênero	n+m.subgenre
subida	n+f.rise@n+f.climb@n+f.ascent
subindo	v.rising@v.soaring
subir	v.rise@v.soar@v.ascend
subitamente	ad.suddenly
subiu	v.risen@v.climbed
subiu rapidamente	v.surged
subjacente	a.underlying@v.underlie
subjaz	v.underlies
subjazia	v.underlay
subjetividade	n+f.subjectivity
subjetivo	a.subjective
subjugada	a+f.subdued
subjugado	a+m.subdued
subjugar	v.subdued@v.subdue
sublimação	n+f.sublimation
sublime	a.sublime
subliminar	a+m.subliminal@a+f.subliminal
sublingual	a+m.sublingual@a+f.sublingual
sublinha	v.underlines
sublinhada	a+f.underlined@a+f.underscored
sublinhado	a+m.underlined@n+m.underline@n+m.underscore@a+m.underscored@n+m.underlining
sublinhados	n+m.underscores
sublinhando	v.underlining
sublinhar	v.underline@v.underscore
sublinhou	v.underlined@v.underscored
sublocar	v.sublets@v.sublet@v.sublease
sublocação	n+m.sublet@n+m.sublease
sublocações	n+m+pl.sublets
submarina	a+f.undersea
submarinista	n+m.submariner
submarino	n+m.sub@n+m.submarine@a.submarine@a+m.undersea
submarinos	n+m.subs@n+m.submarines
submergiu	v.submerged
submersa	a+f.submerged
submerso	a+m.submerged
submersível	a+m.submersible@a+f.submersible@n+m.submersible
submete	v.submits
submetendo	v.submitting
submeter	v.submit
submeter-se	v.undergo
submeteu	v.submitted
submetida	a+f.submitted
submetido	a+m.submitted@v.undergone
submissa	a+f.submissive
submisso	a+m.submissive
submissão	n+f.submission@n+f.submittal@n+f.subjection
submissões	n+f+pl.submissions
submundo	n+m.underworld
subordinada	n+f.subordinate@a+f.subordinate@a+f.subordinated
subordinadas	n+f+pl.subordinates
subordinado	n+m.subordinate@a+m.subordinate@a+m.subordinated@n+m.minion
subordinados	n+m+pl.subordinates
subordinar	v.subordinate@v.subordinated@v.subordinates
subordinação	n+f.subordination
subornar	v.bribe@v.bribes
suborno	n+m.bribery@n+m.bribe
subornos	n+m+pl.bribes@n+m+pl.payoffs@n+m+pl.sops
subparágrafo	n+m.subparagraph
subprime	a+m.subprime@a+f.subprime
subproduto	n+m.byproduct
subprodutos	n+m+pl.byproducts
subscrevendo	v.underwriting
subscrever	v.underwrite
subscrita	a+f.subscript@a+f.underwritten
subscrito	n+m.subscript@a+m.subscript@v.underwritten@a+m.underwritten
subscritor	n+m.underwriter
subscritora	n+f.underwriter
subscritores	n+m.underwriters
subscritos	n+m+pl.subscripts
subscrição	n+f.underwriting
subsecretária	n+f.undersecretary
subsecretário	n+m.undersecretary
subsequente	a.subsequent@a+m.ensuing@a+f.ensuing
subsequentemente	ad.subsequently
subserviente	a+m.subservient@a+f.subservient
subseção	n+f.subsection
subseções	n+f.subsections
subsidiada	a+f.subsidized@a+f.subsidised
subsidiado	a+m.subsidized@a+m.subsidised
subsidiando	v.subsidizing
subsidiar	v.subsidize
subsidiou	v.subsidized@v.subsidised
subsidiária	n+f.subsidiary
subsidiárias	n+f+pl.subsidiaries
subsidiário	a.subsidiary
subsidência	n+f.subsidence
subsistema	n+m.subsystem
subsistemas	n+m.subsystems
subsistência	n+f.subsistence@n+f.livelihood
subsolo	n+m.basement
substancial	a.substantial
substancialmente	ad.substantially
substanciar	v.substantiate
substanciosa	a+f.hearty@a+f.meaty
substancioso	a+m.hearty@a+m.meaty
substantiva	a+f.substantive
substantivo	n+m.noun@a+m.substantive@n+m.substantive
substantivos	n+m.nouns
substitui	v.replaces@v.substitutes
substituindo	v.replacing@v.substituting
substituir	v.replace@v.substitute@v.override@v.supersedes@v.supersede
substituiu	v.replaced@v.substituted@v.superseded
substituição	n+f.replacement@n+f.substitution@n+f.override@n+f.stead
substituições	n+f.replacements@n+f.substitutions@n+f.overrides
substituta	n+f.surrogate@a+f.surrogate@n+f.locum
substitutas	n+f.substitutes@n+f+pl.surrogates
substituto	n+m.sub@n+m.replacement@n+m.substitute@n+m.surrogate@a+m.surrogate@n+m.locum
substitutos	n+m.substitutes@n+m+pl.relievers@n+m+pl.surrogates
substituída	a+f.replaced@a+f.substituted@a+f.superseded
substituído	a+m.replaced@a+m.substituted@a+m.superseded
substituível	a+m.replaceable@a+f.replaceable
substrato	n+m.substrate
substratos	n+m.substrates
substância	n+f.substance
substância contaminante	n+f.contaminant
substâncias	n+f.substances
subsumida	a+f.subsumed
subsumido	a+m.subsumed
subsumiu	v.subsumed
subsuperfície	n+f.subsurface
subsídio	n+m.grant@n+m.subsidy
subsídio de desemprego	n+m.dole
subsídios	n+m.grants@n+m+pl.subsidies
subterrânea	a+f.subsurface@a+f.subterranean
subterrâneo	a.underground@a+m.subsurface@a+m.subterranean
subtexto	n+m.subtext
subtipo	n+m.subtype
subtipos	n+m+pl.subtypes
subtotal	n+m.subtotal
subtrair	v.subtract@v.subtracted@v.subtracting
subtrama	n+m.subplot
subtração	n+f.subtraction@n+f.subtracting
subtraída	a+f.subtracted
subtraído	a+m.subtracted
subtropical	a+m.subtropical@a+f.subtropical
subtítulo	n+m.subtitle@n+m.subheading
subunidade	n+f.subunit
subunidades	n+f.subunits
suburbano	a.suburban
subutilizada	a+f.underutilized
subutilizado	a+m.underutilized
subvalorizada	a+f.undervalued
subvalorizado	a+m.undervalued
subvalorizou	v.undervalued
subversiva	a+f.subversive@n+f.subversive
