Java语言	n.java
耐寒的	a.hardy@a.hardy
耐心	n.patience@n.patience
耐心的	a.patient
耐洗的	a.washable
耐用性	n.durability@n.durability
耐用的	a.durable
耐的	a.resistant
耕作	v.farming@n.cultivation@v.cultivate
耕地	n.farmland
耕种	v.farm
耗尽	v.exhaust@v.depleted@v.exhausted@v.depleted
耗尽的	a.drained
耗材	n.consumables
耗费的	a.consuming@a.consuming
耙	v.rake@n.harrow@v.rake@n.harrow
耙地	v.harrow@v.harrow
耙子	n.rake@n.rake
耦合	n.coupling@v.coupled@n.coupling
耦合的	a.coupled
耳	n.lug
耳光	n.slap
耳垂	n.lobe
耳朵	n.ear@n.ears
耳机	n.headset@n.headphones@n.headsets@n.headsets@n.headphone
耳环	n.earrings@n.earring
耳语	v.whispered@n.whisper@v.whispered@v.whispers
耳饰	n.earring
耶利米	n.jeremiah
耶和华	n.jehovah@n.jehovah
耶稣	n.jesus
耶茨	n.yates@n.yates
耶路撒冷	n.jerusalem
耶鲁	n.yale@n.yale
耸人听闻的	a.sensational
耻辱	n.humiliation@n.stigma
耽搁	v.detained
聊天	v.chat@n.chat@v.chatting@v.gam@n.chats@v.chats@v.chatting
聊天室	n.chatroom
聋的	a.deaf@a.deaf
职业	n.job@n.career@n.careers@n.calling@n.occupation@n.profession@n.occupations@n.professions@n.pursuits@n.occupations@n.professions@n.pursuits
职业地	ad.professionally
职业培训的	a.vocational
职业性的	a.occupational
职业的	a.occupational@a.vocational
职业素养	n.professionalism
职位	n.office@n.jobs@n.position@n.offices@n.positions@n.postings@n.postings
职位空缺	n.vacancies
职员	n.staff@n.clerk@n.clerks@n.staffs
职责	n.duties
联合	v.band@n.alliance@n.coalition@n.unification@v.combining@v.allies@n.alliances@v.unite@n.unification
联合地	ad.jointly@ad.jointly
联合抵制	n.boycott
联合收割机	n.combine@n.combines@n.combines
联合的	a.united@a.joint@a.combined@a.assoc@a.federated
联排别墅	n.townhouse@n.townhouse
联盟	n.union@n.league@n.alliance@n.federation@n.coalition@n.unions@n.consortium@n.assoc@n.leagues@n.confederation@n.leagues@n.alliances@n.confederation
联盟的	a.allied
联系	v.contact@n.contact@v.associated@n.connection@v.associates@v.connect@v.contacts@v.associate@n.relation@n.associations@v.connecting@n.affiliation@v.contacted@v.contacting@n.liaison@v.connects@n.linkages@v.contacted@v.contacting@n.liaison@n.linkage@n.nexus@n.affiliations@n.linkages
联系人	n.contacts
联结	n.coupling
联络	n.liaison@n.liaison
联网	v.network@v.networking@v.networked
联网的	a.networked
联赛	n.league@n.leagues
联邦	n.federation@n.commonwealth@n.confederation@n.confederation
联邦储备局	n.fed
联邦地	ad.federally
联邦快递	n.fedex@n.fedex
联邦政府	n.feds
联邦的	a.federal
联邦调查局	n.feds
联邦选举委员会	n.fec
聚	n.poly
聚丙烯	n.polypropylene@n.polypropylene
聚乙烯	n.polyethylene@n.polyethylene
聚会	n.party@n.parties@n.gathering@n.meetup@n.gatherings@n.gatherings@n.meetups
聚光灯	n.spotlight
聚变	n.fusion
聚合	n.aggregation
聚合物	n.polymer@n.polymer@n.polymers
聚合的	a.aggregate@a.aggregated@a.aggregated
聚合酶	n.polymerase
聚四氟乙烯	n.teflon
聚氨酯	n.polyurethane@n.polyurethane
聚焦	v.focusing@v.focussed
聚焦的	a.focused
聚类	n.clustering
聚酯	n.polyester@n.polyester
聚酯纤维的	a.polyester
聚集	v.cluster@v.gathering@v.gathered@v.aggregate@v.gather@v.clusters@v.aggregates@v.aggregated@v.clusters@v.clustering@n.aggregation@v.flock@v.aggregates@v.aggregated@v.gathers
聪	n.cong
聪明地	ad.wisely@ad.wisely
聪明的	a.smart@a.bright@a.intelligent@a.wise@a.brilliant@a.clever@a.clever
肉	n.meat@n.flesh
肉体	n.flesh
肉体的	a.corporal
肉桂	n.cinnamon
肉汁	n.gravy@n.gravy
肉汤	n.broth
肉类	n.meats
肉豆蔻衣	n.mace
肉饼	n.patty
肋骨	n.rib@n.ribs
肌动蛋白	n.actin@n.actin
肌肉	n.muscle@n.muscles@n.muscles
肌肉的	a.muscular
肌酸	n.creatine@n.creatine
肖	n.shaw
肖像	n.portrait@n.portraits@n.portraits
肖尼	n.shawnee
肖尼人	n.shawnee@n.shawnee
肖恩	n.sean@n.shawn@n.shawn@n.shaun
肘	n.elbow@n.elbow
肚子	n.belly@n.tummy@n.tummy
肚脐	n.navel@n.navel
肛门	n.anus@n.anus
肛门的	a.anal
肝炎	n.hepatitis@n.hepatitis
肝的	a.hepatic@a.hepatic
肝脏	n.liver
肝脏的	a.hepatic@a.hepatic
肠	n.bowel@n.intestine
肠的	a.intestinal
肠道	n.gut@n.intestine
肠道的	a.intestinal
股	n.strand@n.strands@n.strand@n.strands
股东	n.shareholders@n.stakeholders@n.shareholder@n.stockholders@n.stakeholders@n.shareholder@n.stakeholder@n.stockholders
股份	n.share@n.shares@n.stake@n.stake
股份有限公司	n.inc
股息	n.dividend@n.dividends@n.dividend@n.dividends
股权	n.equity
股票	n.stock@n.stocks@n.equities@n.equities
股票行情	n.ticker@n.ticker
肢	n.limb
肢体	n.limbs@n.limbs
肤浅的	a.shallow@a.superficial@a.shallow@a.superficial
肥力	n.fertility
肥大的	a.obese
肥料	n.fertilizer@n.manure@n.muck@n.fertilizers
肥沃	n.fertility
肥沃的	a.fertile@a.fertile
肥皂	n.soap@n.soaps
肥皂剧	n.soap@n.soaps
肥胖	n.obesity@n.obesity
肥胖症	n.obesity@n.obesity
肥胖的	a.fatty@a.obese@a.fatty@a.obese
肩膀	n.shoulder@n.shoulders@n.shoulders
肩负	v.shoulders
肮脏的	a.nasty@a.foul@a.filthy@a.foul@a.filthy
肯	n.ken
肯塔基	n.kentucky
肯定	v.affirmed@v.affirm@v.affirm
肯定地	ad.definitely@ad.positively@ad.positively
肯定的	a.affirmative@a.affirmative
肯定语	n.affirmative
肯尼	n.kenny@n.kenny
肯尼亚	n.kenya
肯尼亚人	n.kenyan
肯尼亚的	a.kenyan
肯尼思	n.kenneth
肯尼迪	n.kennedy
肯德尔	n.kendall
肯摩尔	n.kenmore
肯普	n.kemp@n.kemp
肯特	n.kent
育儿袋	n.pouch@n.pouches
育空	n.yukon@n.yukon
肺	n.lung@n.lungs
肺炎	n.pneumonia@n.pneumonia
肺的	a.pulmonary@a.pulmonary
肺结核	n.tuberculosis
肺部的	a.pulmonary@a.pulmonary
肽	n.peptide@n.peptides@n.peptide@n.peptides
肾	n.kidney@n.kidneys
肾上腺	n.adrenal
肾上腺的	a.adrenal
肾上腺素	n.adrenaline@n.adrenaline
肾的	a.renal@a.renal
肾脏	n.kidney@n.kidneys
肾脏的	a.renal@a.renal
肿块	n.bump@n.lump
肿瘤	n.neoplasms@n.neoplasms@n.tumour
肿瘤学	n.oncology@n.oncology
肿胀	v.swollen@n.swelling@n.swell@v.swollen
肿胀的	a.puffy@a.puffy@a.swollen
肿起的	a.swollen
胃	n.stomach@n.tummy@n.tummy
胃口	n.appetite
胃灼热	n.heartburn
胃的	a.gastric
胃肠病学	n.gastroenterology@n.gastroenterology
胃肠的	a.gastrointestinal
胃部的	a.gastric
胆固醇	n.cholesterol
胆小鬼	n.coward@n.coward@n.sissy
胆怯的	a.sissy
胆汁	n.gall@n.bile@n.gall@n.bile
胆量	n.courage@n.daring@n.guts@n.nerves
背书	v.endorsed@n.endorsement@v.endorse@n.endorsements@v.endorsed@n.endorsement@v.endorse@n.endorsements
背侧的	a.dorsal
背包	n.backpack@n.backpack@n.backpacks
背包客	n.backpackers@n.backpackers@n.backpacker
背包旅行	v.backpack@v.backpack@n.backpacking@v.backpacking
背叛	v.betrayed@n.betrayal@n.treason
背叛的	a.renegade@a.renegade
背心	n.vest@n.vests@n.vest@n.vests
背景	n.background@n.context@n.backgrounds@n.contexts@n.backdrop@n.backdrop
背景幕	n.backdrop
背景幕布	n.backdrop
背离	n.deviation@n.departures
背衬	n.backing
背负	v.humping
背部	n.back@n.backs@n.backs
背部的	a.dorsal
胎儿	n.fetus@n.fetus
胎儿的	a.fetal
胎的	a.fetal
胎面	n.tread
胖的	a.fat
胚胎	n.embryos@n.embryo@n.embryos
胚胎的	a.embryonic@a.embryonic
胚芽	n.germ
胜任	n.competence@n.competence
胜任力	n.competencies
胜任的	a.competent@a.competent
胜利	n.win@n.winning@n.victory@n.wins@n.triumph@n.victories@n.triumph@n.victories
胜利者	n.victor
胜过	v.trump@v.transcend
胡佛	n.hoover@n.hoover
胡同	n.alley@n.alley
胡安	n.juan
胡扯	v.bullshit@int.nonsense@v.bullshit@v.waffle
胡桃木	n.walnut@n.walnut
胡椒	n.pepper@n.peppers@n.peppers
胡珀	n.hooper
胡萝卜	n.carrot@n.carrots@n.carrot@n.carrots
胡蜂	n.wasp
胡言乱语	v.raves
胡说	int.blah@n.nonsense@v.jive@n.bullshit@n.nonsense@v.jive@n.bullshit
胡贝尔	n.huber
胡里奥	n.julio@n.julio
胡须	n.beard
胫骨	n.shin
胭脂	n.rouge@n.rouge
胰岛素	n.insulin@n.insulin
胰脏	n.pancreas
胰腺	n.pancreas
胰腺的	a.pancreatic@a.pancreatic
胶化	v.gels
胶原	n.collagen
胶原蛋白	n.collagen
胶合板	n.plywood@n.plywood
胶囊	n.capsules@n.capsules@n.capsule
胶带	n.tape
胶底运动鞋	n.sneakers
胶水	n.glue@n.glue
胶片	n.film
胶状物	n.jelly
胸廓的	a.thoracic
胸罩	n.bra@n.bras@n.bras
胸部	n.breast@n.breasts@n.chest@n.bust@n.chests
胸部丰满的	a.busty
胸部的	a.thoracic
胸针	n.brooch@n.brooch
能	v.can@v.could
能力	n.ability@n.capacity@n.capabilities@n.capability@n.abilities@n.competence@n.competence@n.competency@n.capacities@n.competencies
能复原的	a.resilient
能够懂的	a.understandable
能够的	a.able@a.capable
能存活的	a.viable
能懂的	a.understandable
能手	n.adept@n.wiz
能渗透的	a.porous@a.porous
能源部	n.doe
能生存的	a.viable
能生育的	a.fertile
能用的	a.usable
能见度	n.visibility
能走动的	a.ambulatory
能量	n.energy@n.energies
能预测的	a.foreseeable
脂肪	n.fat@n.fats
脂肪的	a.fatty@a.fatty
脂质	n.lipid@n.lipids
脆弱性	n.vulnerability@n.vulnerabilities
脆弱的	a.vulnerable@a.fragile
脆的	a.crisp@a.crisp
脉冲	n.impulse
脉冲星	n.pulsar
脉搏	n.pulse@n.pulses@n.pulses
脊	n.ridge
脊柱	n.spine@n.spine
脊柱的	a.spinal@a.spinal
脊梁	n.backbone
脊椎	n.spine
脊椎按摩疗法	n.chiropractic
脊椎按摩的	a.chiropractic
脊髓灰质炎	n.polio
脊髓的	a.spinal@a.spinal
脏的	a.dirty
脐	n.navel@n.navel
脑	n.brain
脑室的	a.ventricular@a.ventricular
脑膜炎	n.meningitis
脖子	n.neck
脚	n.feet@n.foot
脚凳	n.ottoman
脚印	n.footprint@n.footprints
脚后跟	n.heel@n.heels@n.heel@n.heels
脚本	n.script@n.scripts
脚本编写	n.scripting
脚本语言	n.javascript
脚步	n.footsteps
脚步声	n.footsteps
脚注	n.footnote@n.footnote@n.footnotes
脚趾	n.toe@n.toes@n.toes
脚踝	n.ankle@n.ankle
脚镯	n.bangle
脱帽	v.vail
脱氢酶	n.dehydrogenase
脱节	n.disconnect
脱落	v.shed@v.sheds@v.shed@v.sheds
脱衣舞女	n.strippers
脱衣舞娘	n.stripper
脱衣舞者	n.stripper
脸	n.face@n.faces
脸的	a.facial
脸红	n.flush@n.flushing@v.blush@v.blush
脸颊	n.cheeks@n.cheek@n.cheeks
脾气	n.temper@n.temper
脾脏	n.spleen
腊肠	n.sausage
腌制	v.pickle@v.pickle
腌制的	a.cured@a.cured
腐化	v.corrupt
腐朽	n.rot
腐殖质	n.duff
腐烂	n.decay@v.rot@n.rot@v.decay@n.decomposition@v.rot
腐烂的	a.rotten@a.rotten
腐蚀	n.erosion@n.corrosion@n.erosion@n.corrosion
腐败	n.corruption@v.corrupted@v.corrupted
腐败的	a.corrupt@a.corrupt@a.septic
腓	n.calves
腓立比书	n.philippians
腔	n.cavity
腰	n.waist
腰围	n.waist
腰带	n.belt@n.belts@n.obi
腰椎	n.lumbar
腰部	n.waist@n.waist
腰部的	a.lumbar
腹地	n.heartland
腹肌	n.abs
腹腔	n.abdomen
腹腔的	a.abdominal
腹部	n.belly@n.stomach@n.abdomen@n.abdomen
腹部的	a.abdominal
腺	n.glands@n.gland@n.glands
腺体	n.glands@n.gland@n.glands
腿	n.legs@n.leg@n.gam@n.gam
膀胱	n.bladder@n.bladder
膀胱的	a.cystic@a.cystic
膈肌	n.diaphragm
膜	n.membrane@n.membranes
膝盖	n.knee@n.knees@n.lap@n.knees
膝部	n.laps
膨胀	n.inflation@v.balloon@v.expands@v.balloons@v.swelling@v.swell
膨胀的	a.expanding
膳宿	n.accommodation@n.accommodations
膳食的	a.dietary
臀部	n.hip@n.booty@n.posterior@n.hips@n.bottoms@n.posterior@n.arse
臂	n.arm@n.limb
自主	n.independence
自主地	ad.independently
自主权	n.autonomy
自主的	a.autonomous@a.autonomous
自举	v.bootstrap
自从	prep.since@ad.since
自传	n.autobiography@n.autobiography@n.memoirs@n.memoir
自信的	a.confident
自制的	a.homemade@a.homemade
自动化	v.automated@n.automation
自动取款机	n.atm
自动变速器	n.amt
自动售货机	n.dispensers@n.dispenser@n.dispensers
自动地	ad.automatically
自动操作	v.automate
自动测试系统	n.ats
自动点唱机	n.jukebox
自动的	a.auto@a.automatic@a.automated
自动程序	n.bot@n.bot
自动语音系统	n.avs
自助餐	n.buffet@n.buffet
自助餐厅	n.cafeteria@n.cafeteria
自发的	a.spontaneous
自大的	a.arrogant@a.arrogant
自夸	n.boasts@n.boast
自定义	v.customize@v.customise@v.customizing@v.customise@v.customizing
自尊	n.ego
自己	n.self@pron.self@pron.oneself@pron.oneself
自己的	a.own
自愿	v.volunteered@n.willingness@v.volunteered
自愿地	ad.voluntarily
自愿的	a.voluntary
自慰	v.masturbating@n.masturbation@n.masturbation@v.masturbate
自我	n.ego@n.moi@n.ego
自旋	n.spins@n.spins
自杀	n.suicide@v.suicide
自杀性的	a.suicidal
自杀的	a.suicidal
自治	n.autonomy
自治市	n.borough@n.municipality@n.municipalities@n.municipality@n.municipalities
自治的	a.autonomous@a.autonomous
自然	n.nature@n.natures@n.natures
自然主义者	n.naturalist
自然地	ad.naturally
自然的	a.natural@a.naturals@a.spontaneous@a.unaffected
自由	n.freedom@n.liberty@n.liberties@n.freedoms
自由主义	n.liberalism@n.liberalism
自由主义者	n.liberals@n.liberals@n.libertarian
自由人	n.freeman
自由化	n.liberalization
自由地	ad.freely
自由基	n.radicals@n.radicals
自由度	n.latitude
自由式	n.freestyle
自由式的	a.freestyle@a.freestyle
自由意志的	a.libertarian
自由撰稿人	n.freelancers
自由权	n.freedom@n.liberty@n.freedoms
自由民	n.freeman
自由泳	n.freestyle
自由的	a.free@a.liberal@a.liberals@a.freed
自由职业的	a.freelance
自由职业者	n.freelance@n.freelancers
自由裁量权	n.discretion
自由裁量的	a.discretionary
自私的	a.selfish@a.selfish
自行车	n.bike@n.bikes@n.bicycle@n.bicycles
自行车手	n.cyclists
自行车运动	n.cycling
自豪	n.pride
自豪地	ad.proudly@ad.proudly
自豪的	a.proud
自负	n.ego
自身免疫的	a.autoimmune
自适应的	a.adaptive@a.adaptive
自闭症	n.autism@n.autism
臭名昭著的	a.notorious@a.infamous
臭氧	n.ozone@n.ozone
至关重要的	a.vital@a.crucial
至日	n.solstice
至高无上	n.supremacy
至高无上的	a.paramount
至高的	a.supreme
致力于	v.dedicated@v.devote@v.devote
致命事故	n.fatalities
致命的	a.killer@a.fatal@a.deadly@a.deadly@a.lethal@a.mortal
致敬	n.salute@n.salute
致歉	v.apologize@n.apologies
致死	v.killed
致死的	a.lethal
致残的	a.disabling@a.disabling
致病菌	n.pathogens
致谢	v.acknowledging@n.acknowledgements@v.thanked@v.acknowledging
舀	v.scoop@v.scoop
舌头	n.tongue@n.tongues@n.tongues
舍伍德	n.sherwood
舍入	n.rounding
舒伯特	n.schubert
舒尔茨	n.schultz@n.schultz
舒服的	a.comfortable@a.comfy
舒缓的	a.soothing
舒适	n.comfort@n.comforts@n.comforts@n.amenity
舒适地	ad.comfortably
舒适的	a.comfortable@a.comfy
舒马赫	n.schumacher@n.schumacher
舔	v.licking@n.licking@v.lap@v.laps@v.lick@n.lick@v.licking@v.lick@n.lick@v.laps@v.licked@v.licks
舔舐	n.licks
舞会	n.ball@n.prom@n.bal
舞厅	n.ballroom
舞台	n.stage@n.arena@n.stages@n.arenas@n.arenas
舞台的	a.scenic
舞步	n.pas
舞者	n.dancer@n.dancers@n.dancer@n.dancers
舞蹈	n.dance@n.dancing@n.reel@n.dances@v.danced
舞蹈家	n.dancer
舞蹈演员	n.dancer@n.dancers@n.dancers
航向	n.headings@n.headings
航天员	n.astronaut@n.astronauts
航天器	n.spacecraft@n.spacecraft
航天飞机	n.shuttle
航海	v.voyage@n.voyages
航海家	n.navigator
航海的	a.nautical
航海者	n.voyager@n.voyager
航班	n.flight@n.flights
航空	n.air@n.aviation@n.aero
航空公司	n.airline@n.airlines@n.airways@n.airways
航空学	n.aeronautics@n.aeronautics
航空术	n.aeronautics
航空航天	n.aerospace
航空航天的	a.aerospace
航空邮件	n.airmail
航空邮寄	v.airmail
航站楼	n.terminals@n.terminals
航线	n.airway@n.airways@n.airway
航行	v.navigate@v.sailing@v.sail@n.voyage@v.voyage@v.sails@v.navigating@v.sailed@v.sail@n.voyage@v.sails@v.navigating@v.sailed@n.voyages
航行的	a.navigational@a.navigational
航路	n.fairway
航运	n.shipping
航道	n.fairway@n.waterways
舰队	n.fleet@n.armada@n.armada
舰队司令	n.admiral@n.commodore
舱	n.pod
舱口	n.hatch@n.hatch
舵	n.helm@n.helm
舷外发动机	n.outboard@n.outboard
舷外的	a.outboard@a.outboard
船	n.ship@n.ships@n.boat@n.boats@n.vessel@n.vessels
船体	n.hull@n.hull
船员	n.crew@n.crews@n.sailors
船尾	n.stern@n.stern
船尾的	a.aft@a.aft
船舱	n.cabin
船艇	n.watercraft
船长	n.captain@n.captains@n.skipper@n.skipper
良心	n.conscience@n.conscience
良性的	a.benign@a.benign
艰苦跋涉	n.trek@v.trekking
艰难	n.hardship@n.hardship
艰难的	a.tough@a.rough
色度	n.shades@n.shades
色彩	n.hue@n.hue
色彩鲜艳的	a.colourful
色情	n.porn@n.xxx@n.porno@n.pornography
色情作品	n.erotica@n.pornography@n.erotica@n.pornography
色情片	n.porn
色情的	a.porno@a.erotic@a.pornographic
色散	n.dispersion
色素	n.pigment@n.pigment
色调	n.tones@n.hue@n.hue
色谱法	n.chromatography
艺人	n.entertainers@n.entertainers@n.entertainer
艺伎	n.geisha
艺妓	n.geisha
艺术	n.art@n.arts
艺术品	n.artwork@n.artworks@n.artworks
艺术家	n.artist@n.artists
艺术的	a.artistic
艾丽莎	n.alyssa@n.alyssa
艾丽西娅	n.alicia@n.alicia
艾伦	n.allen@n.alan@n.ellen@n.allan@n.allan
艾伦敦	n.allentown
艾伯塔	n.alberta
艾克	n.ike@n.ike
艾勒格拉	n.allegra
艾哈迈德	n.ahmad@n.ahmed@n.ahmad
艾夫斯	n.ives@n.ives
艾娃	n.ava@n.ava@n.iva
艾尔莎	n.elsa
艾尔莫	n.elmo
艾尔郡	n.ayrshire@n.ayrshire
艾布拉姆斯	n.abrams@n.abrams
艾弗里	n.avery
艾格尼丝	n.agnes
艾梅	n.aimee
艾森豪威尔	n.eisenhower
艾比	n.abby
艾滋病	n.aids
艾玛	n.emma@n.emma
艾琳	n.erin@n.erin@n.irene@n.eileen
艾略特	n.eliot@n.elliot@n.eliot
艾米	n.amy
艾米丽	n.emily
艾美奖	n.emmy
艾肯	n.aiken@n.aiken
艾莉娅	n.aaliyah
艾莉森	n.allison@n.alison@n.allison@n.alison
艾菲尔	n.eiffel
艾萨克	n.isaac@n.isaac
艾达	n.ada@n.ida
艾迪生	n.addison
艾默里	n.emery
节	n.paragraphs@n.fest@n.knots
节俭	n.thrift@n.thrift
节俭的	a.thrifty
节制	n.moderation@n.abstinence
节奏	n.rhythm@n.groove@n.tempo@n.rhythms@n.cadence
节庆	n.festivals
节拍	n.beat@n.beats@n.beats
节日	n.festival@n.festivals@n.fest@n.feast@n.fiesta@n.fiesta
节日的	a.festive@a.gala@a.festive
节流阀	n.throttle
节点	n.node@n.nodes
节目	n.program@n.show@n.programs@n.shows@n.programme@n.programmes
节省	v.save@v.saving@n.economies
节约	v.spare@v.spares@n.thrift
节约使用	v.husbands
节约地	ad.economically
节约的	a.economical@a.thrifty
节约者	n.saver@n.savers
节育	n.contraception@n.contraception
节食	v.diet@v.diets@n.dieting@v.dieting@v.diets@n.dieting@v.dieting
芒刺	n.bur
芒果	n.mango
芝加哥	n.chicago
芝士	n.cheese
芝士蛋糕	n.cheesecake
芝麻	n.sesame
芥末	n.mustard
芥菜	n.mustard
芦笋	n.asparagus
芦苇	n.reed
芦荟	n.aloe@n.aloe
芬兰	n.finland@n.suomi@n.suomi
芬兰人	n.finn
芬兰的	a.finnish
芬兰语	n.finnish@n.suomi
芬奇	n.finch@n.vinci
芬恩	n.finn@n.finn
芭布	n.barb
芭比	n.barbie@n.barbie
芭芭拉	n.barbara
芭蕾	n.ballet
芭蕾舞	n.ballet@n.ballet
芭蕾舞剧	n.ballet
芯	n.cores@n.wick
芯片	n.chip@n.chips
花	n.flowers@n.flower@n.bloom@n.blooms@n.blossoms@n.bloom@n.blossom@n.blossoms
花冠	n.corolla
花匠	n.gardeners@n.gardener
花名册	n.roster@n.rosters
花哨的	a.fancy
花商	n.florist@n.florists
花园	n.garden@n.gardens
花圈	n.wreath
花岗岩	n.granite@n.granite
花岗岩的	a.granite
花店	n.florist@n.florists
花押字	n.monogram
花旗银行	n.citibank
花朵	n.blooms
花束	n.bouquet@n.bouquet@n.bouquets
花椰菜	n.broccoli
花楸	n.rowan
花环	n.garland@n.lei@n.wreath
花瓣	n.petals@n.petals
花瓶	n.vase@n.vases@n.vase@n.vases
花生	n.peanuts@n.peanut@n.peanut@n.peanuts
花的	a.floral
花盆	n.planters
花粉	n.pollen@n.pollen
花花公子	n.playboy@n.beau@n.dude@n.beau@n.dandy
花蜜	n.nectar
花豹	n.leopard
花费	v.cost@v.costs@v.spent@v.spend@v.spending@n.expenditure@n.expenditures@v.expended@v.costing@v.spends@v.expended
