अँधेरा कमरा	n+m.darkroom
स्टार्च	n+m.starch
स्टार्च लगाना	v.starch
स्टार्टअप	n+m.startup@n+f.startups
स्टार्टर	n+m.starter@n+m.starters
स्टालिन	n+m.stalin
स्टालिनवादी	a.stalinist@n+m.stalinist
स्टिंगर	n+m.stinger
स्टिंगरे	n+f.stingray
स्टिकर	n+m.stickers@n+m.sticker@n+m.decal
स्टिक्स	n+f.styx
स्टिलर	n+m.stiller
स्टिलेटो एड़ी	n+f.stiletto
स्टीन	n+m.stein@n+m.steen
स्टीपलचेज़	n+f.steeplechase
स्टीफंस	n+m.stephens
स्टीफन	n+m.stephen@n+m.stefan@n+m.stephan
स्टीफेंसन	n+m.stephenson
स्टीमर	n+m.steamers
स्टीमरोलर	n+m.steamroller
स्टीमशिप	n+m.steamship
स्टीयरिंग	n+f.steering
स्टीरियो	n+m.stereo@a.stereo@n+m.stereos
स्टील	n+m.steele
स्टीलहेड	n+m.steelhead
स्टीव	n+m.steve
स्टीवंस	n+m.stevens
स्टीवन	n+m.steven
स्टीवनसन	n+m.stevenson
स्टीवर्ट	n+m.stewart
स्टीवी	n+m.stevie
स्टीवेनेज	n+m.stevenage
स्टुअर्ट	n+m.stuart
स्टुडबेकर	n+m.studebaker
स्टू	n+m.stu@n+m.stew@n+m.stews
स्टूडियो	n+m.studio@n+m.studios
स्टूबन	n+m.steuben
स्टूल	n+f.stool@n+m.stools
स्टेंट	n+m.stent@n+m.stents
स्टेंटर	n+m.stentor
स्टेंसिल	n+m.stencil@n+m.stencils
स्टेंसिल करना	v.stencil
स्टेक	n+m.steak@n+m.steaks
स्टेकहाउस	n+m.steakhouse
स्टेजकोच	n+m.stagecoach
स्टेटन	n+m.staten
स्टेटर	n+m.stator
स्टेटसन	n+m.stetson
स्टेडियम	n+m.stadium@n+m.stadiums
स्टेथोस्कोप	n+m.stethoscope@n+m.stethoscopes
स्टेन	n+m.stan
स्टेनली	n+m.stanley
स्टेनलेस	a.stainless
स्टेपर	n+m.stepper
स्टेपल	n+m.staples@n+m.staple
स्टेपल किया	v.stapled
स्टेपल लगा	a.stapled
स्टेपल लगाना	v.staple
स्टेपलर	n+m.stapler@n+m.staplers
स्टेफनी	n+f.stephanie@n+f.stefanie
स्टेमिंग	n+m.stemming
स्टेरॉयड	n+m.steroids@n+m.steroid
स्टेरॉयड संबंधी	a.steroidal
स्टेला	n+f.stella
स्टेशन	n+m.station@n+m.stations@n+m.sta
स्टेसी	n+f.stacy@n+f.stacey@n+f.stacie@n+f.staci
स्टैंग	n+m.stang
स्टैंटन	n+m.stanton
स्टैंड	n+m.stand@n+m.stands
स्टैंडअप कॉमेडी	n+m.standup
स्टैंडबाई	n+m.standby
स्टैंडिश	n+m.standish
स्टैकर	n+m.stacker
स्टैकिंग	n+f.stacking
स्टैटिक	n+m.static
स्टैनफोर्ड	n+m.stanford
स्टैनहोप	n+m.stanhope
स्टैफिलोकोकस	n+m.staphylococcus
स्टैफोर्ड	n+m.stafford
स्टैफोर्डशायर	n+m.staffordshire
स्टैमफोर्ड	n+m.stamford
स्टैलोन	n+m.stallone
स्टैवेंगर	n+m.stavanger
स्टॉक	n+m.stock@n+m.stocks
स्टॉक एक्सचेंज	n+f.bourse
स्टॉक किया	v.stocked
स्टॉकटन	n+m.stockton
स्टॉकपोर्ट	n+m.stockport
स्टॉकहोम	n+m.stockholm
स्टॉकिंग	n+m.stocking
स्टॉकिस्ट	n+m.stockists
स्टॉप	n+m.stop
स्टॉपवॉच	n+f.stopwatch
स्टो	n+m.stowe
स्टोइक	n+m.stoic
स्टोक	n+m.stoke
स्टोक्स	n+m.stokes
स्टोनहेंज	n+m.stonehenge
स्टोर	n+m.store
स्टोरीबोर्ड	n+m.storyboard
स्टोल	n+m.stole
स्टोवर	n+m.stover
स्ट्रट्स	n+m.struts
स्ट्राइकआउट	n+m.strikeouts
स्ट्राइकर	n+m.striker
स्ट्राइपर	n+m.striper
स्ट्राउड	n+m.stroud
स्ट्रासबर्ग	n+m.strasbourg
स्ट्रिंग	n+m.str
स्ट्रिकलैंड	n+m.strickland
स्ट्रिपटीज़	n+m.striptease
स्ट्रिपर	n+m.strippers@n+m.stripper
स्ट्रिपिंग	n+f.stripping
स्ट्रीम करना	v.stream
स्ट्रीमिंग	n+f.streaming
स्ट्रेइसैंड	n+f.streisand
स्ट्रेचर	n+m.stretcher
स्ट्रेचिंग	n+f.stretching
स्ट्रेप	n+m.strep
स्ट्रेप्टोकोकल	a.streptococcal
स्ट्रेप्टोकोकस	n+m.streptococcus
स्ट्रेविंस्की	n+m.stravinsky
स्ट्रैथक्लाइड	n+m.strathclyde
स्ट्रैफोर्ड	n+m.strafford
स्ट्रॉबेरी	n+f.strawberry@n+f.strawberries
स्ट्रॉस	n+m.strauss@n+m.straus
स्ट्रोंटियम	n+m.strontium
स्ट्रोक	n+f.stroke@n+m.strokes
स्ट्रोब	n+m.strobe@n+m.strobes
स्तंभ	n+m.column@n+m.columns@n+m.pillar@n+m.pillars@n+m.cols@n+m.obelisk
स्तंभ श्रेणी	n+f.colonnade
स्तंभकार	n+m.columnists@n+m.columnist
स्तंभन	a.erectile
स्तंभाकार	a.columnar
स्तन	n+m.breast@n+m.tits@n+m.boobs@n+m.breasts@n+f.tit@n+m.boob@n+f.titties@n+f.titty
स्तन संबंधी	a.mammary
स्तन-उच्छेदन	n+f.mastectomy
स्तनधारी	n+m.mammals@a.mammalian
स्तनपान	n+f.breastfeeding@n+f.lactation
स्तनपान कराना	v.breastfeed
स्तनपायी	n+m.mammal
स्तनशोथ	n+f.mastitis
स्तब्ध	a.dazed
स्तब्ध करना	v.stun
स्तब्ध किया	v.stunned
स्तब्धता	n+m.stun
स्तर	n+m.level@n+m.levels@n+m.tier@n+m.strata@n+m.tiers
स्तर बनाया	v.stratified
स्तरविज्ञान	n+f.stratigraphy
स्तरित	a.laminar
स्तरी बादल	n+m.stratus
स्तरीकरण	n+f.stratification
स्तरीकृत	a.stratified
स्तरीय	a.tiered@a.stratigraphic
स्तवन	n+m.eulogy
स्तुति गीत	n+m.hallelujah
स्तुतियां	n+f.odes
स्त्री	a.female@n+f.femme
स्त्री रोग विज्ञान	n+f.gynaecology
स्त्रीकरण	n+f.feminization
स्त्रीत्व	n+f.femininity
स्त्रीलिंग	a.fem
स्त्रैण	a.feminine@a.sissy
स्थगन	n+m.adjournment@n+m.moratorium@n+m.deferral@n+m.postponement@n+m.deferment
स्थगित	a.deferred@a.postponed@a.adjourned
स्थगित करता है	v.suspends
स्थगित करना	v.recess@v.defer@v.adjourn@v.postpone@v.postponing
स्थगित किया	v.postponed@v.adjourned@v.tabled@v.shelved
स्थल	n+m.venue
स्थल पर	ad.onsite
स्थलचिह्न	n+m.landmarks
स्थलडमरूमध्य	n+f.isthmus
स्थलाकृति	n+f.topography
स्थलाकृतिक	a.topographic@a.topological@a.topographical
स्थान	n+m.site@n+m.place@n+m.location@n+m.sites@n+m.locations@n+m.places@n+m.spot@n+m.venue@n+m.venues@n+m.locale@n+m.locus@n+m.locales@n+m.loci@n+m.stead@n+m.situs
स्थान चयन	n+m.siting
स्थान चुन रहा	v.siting
स्थान देना	v.positioned
स्थान निर्धारित करता है	v.locates
स्थान निर्धारित करना	v.positioning
स्थान पर	n+m.lieu
स्थान संबंधी	a.locational
स्थानांतरण	n+m.transfer@n+m.migration@n+m.transfers@n+m.relocation@n+f.shifting@n+f.porting@n+f.translocation@n+f.transposition@n+f.transference
स्थानांतरणीय	a.relocatable
स्थानांतरित	a.shifted
स्थानांतरित करता है	v.transfers
स्थानांतरित करना	v.transfer@v.transferring@v.relocating@v.relocate@v.transpose
स्थानांतरित किया	v.moved@v.transferred@v.ported@v.relocated@v.transposed
स्थानापन्न	n+m.locum
स्थानिक	a.spatial@a.endemic
स्थानिक रूप से	ad.spatially
स्थानीय	a.local@a.topical@a.endemic@a.positional
स्थानीय बनाया	v.localized
स्थानीय रूप से	ad.locally
स्थानीय लोग	n+m.locals
स्थानीयकरण	n+m.localization@n+f.localisation
स्थानीयकरण करना	v.localize
स्थानीयकृत	a.localized@a.localised
स्थापना	n+f.installation@n+m.establishment@n+m.founding@n+m.emplacement
स्थापनाएँ	n+f.installations
स्थापित	v.est@a.established@a.installed@a.founded@a.settled
स्थापित करता है	v.institutes@v.installs
स्थापित करना	v.institute@v.install@v.establish@v.installing@v.establishing@v.establishes@v.instituting@v.instal
स्थापित किया	v.found@v.established@v.installed@v.founded@v.instituted@v.sited@v.enshrined
स्थायित्व	n+f.permanence@n+f.permanency
स्थायी	a.permanent@a.lasting@a.enduring@a.abiding@a.tenured@a.indelible
स्थायी करना	v.perpetuating
स्थायी बनाया	v.perpetuated
स्थायी रूप से	ad.permanently
स्थायी वस्तुएं	n+f.fixtures
स्थायी हिमभूमि	n+m.permafrost
स्थित	a.located@a.situated@a.positioned@a.housed@a.stationed
स्थित था	v.located
स्थित होना	v.locate
स्थिति	n+f.state@n+m.status@n+f.status@n+f.position@n+f.condition@n+f.situation@n+f.standing@n+f.standings@n+f.positioning
स्थितियाँ	n+f.conditions@n+f.positions@n+f.situations
स्थिर	a.still@a.static@a.constant@a.stable@a.steady@a.stationary@a.stabilized@a.anchored@a.stagnant@a.pegged@a.immovable@a.immobile
स्थिर कर रहा	v.stabilizing
स्थिर करता है	v.anchors
स्थिर करना	v.steady@v.ballast@v.stabilize@v.stabilizes
स्थिर किया	v.stabilized@v.immobilized@v.stabilised
स्थिर चित्र	n+m.stills
स्थिरक	n+m.stabilizer@n+m.stabilizers
स्थिरता	n+f.stability@n+f.sustainability@n+f.consistency@n+f.fixation@n+f.constancy@n+f.stasis
स्थिरवैद्युत	a.electrostatic
स्थिरांक	n+m.constant@n+m.constants
स्थिरीकरण	n+f.stabilization@n+f.stabilisation@n+f.immobilization
स्थूल	a.macroscopic
स्थूल अणुवीय	a.macromolecular
स्थैतिक रूप से	ad.statically
स्थैतिकी	n+f.statics
स्नाइडर	n+m.snyder@n+m.snider
स्नाइप	n+m.snipe
स्नाइप पक्षी	n+m.snipes
स्नाइपर	n+m.sniper@n+m.snipers
स्नातक	n+m.graduate@n+m.undergraduate@a.undergraduate@n+m.bachelor@n+m.graduation@n+m.graduates@n+m.grad@a.graduated@n+m.grads
स्नातक उपाधि	n+m.baccalaureate
स्नातक किया	v.graduated
स्नातक छात्र	n+m.undergraduates@n+m.undergrad
स्नातक समारोह	n+f.graduation@n+f.graduations
स्नातक होता है	v.graduates
स्नातक होना	v.graduate@v.graduating
स्नातकोत्तर	n+m.postgraduate@a.postgraduate
स्नातकोत्तर छात्र	n+m.postgraduates
स्नान	n+m.bath@n+m.baths@n+m.bathing
स्नानघर	n+m.bathroom
स्नायु	n+m.ligament
स्नायुबंधन	n+m.ligaments
स्नायुशूल	n+f.neuralgia
स्निकर्स	n+m.snickers
स्नीकर	n+m.sneaker
स्नीकर्स	n+m.sneakers
स्नूक	n+m.snook
स्नूकर	n+m.snooker
स्नूपी	n+m.snoopy
स्नेल	n+m.snell
स्नेह	n+f.affection@n+f.affections
स्नेह से	ad.affectionately
स्नेहक	n+m.lubricants@n+m.lube@n+m.lubricant@n+m.lubes
स्नेहन	n+f.lubrication
स्नेहपूर्वक	ad.fondly
स्नेही	a.affectionate@a.amiable
स्नैक्स	n+f.snacks
स्नैप	n+m.snap
स्नैपर मछली	n+m.snapper
स्नैपशॉट	n+m.snapshot@n+m.snapshots
स्नोडन	n+m.snowdon
स्नोडोनिया	n+f.snowdonia
स्नोबर्ड	n+m.snowbird
स्नोबोर्ड	n+m.snowboard@n+m.snowboards
स्नोबोर्डिंग	n+m.snowboarding
स्नोमैन	n+m.snowmen
स्नोमोबाइल	n+m.snowmobile@n+f.snowmobiles
स्नोमोबाइलिंग	n+m.snowmobiling
स्नोर्कल	n+m.snorkel
स्नोर्कलिंग	n+m.snorkelling
स्नोर्कलिंग करना	v.snorkel
स्नोशू	n+m.snowshoe
स्नोशूइंग	n+m.snowshoeing
स्नोशूज़	n+m.snowshoes
स्पंज	n+m.sponge@n+m.sponges
स्पंज से साफ करना	v.sponge
स्पंजी आकार का	a.spongiform
स्पंदन	n+m.pulse
स्पंदित	a.pulsed@a.pulsing
स्पंदित हुआ	v.pulsed
स्पंदित होना	v.pulsating
स्पर्श	n+m.touch@n+m.touches
स्पर्श संबंधी	a.tactile
स्पर्शक	n+m.tentacle@n+m.tentacles
स्पर्शरेखा	n+f.tangent
स्पर्शरेखीय	a.tangential
स्पर्शीय	a.tangent
स्पष्ट	a.clear@a.crystal@a.obvious@a.distinct@a.apparent@a.explicit@a.precise@a.evident@a.vivid@a.crisp@a.straightforward@a.pronounced@a.manifest@a.tangible@a.clarion@a.clearer@a.articulate@a.clarified@a.lucid@a.categorical@a.blatant@a.conspicuous@a.unambiguous@a.glaring@a.unmistakable@a.palpable@a.unequivocal@a.demonstrable@a.flagrant
