12	n.twelve
về mặt vật lý	ad.physically
về mặt xã hội	ad.socially
về mặt y tế	ad.medically
về mặt đạo đức	ad.morally
về mặt địa lý	ad.geographically
về nhà	n.homecoming@ad.home@ad.homeward
về phía bắc	ad.northward@a.northerly
về phía khuất gió	ad.leeward
về phía nam	ad.southward@a.southerly
về phía sau	ad.aback
về phía trước	ad.onward@ad.forth
về phía tây	ad.westward
về phía tây bắc	ad.northwest
về phía tây nam	ad.southwest
về phía đông	ad.eastward@a.easterly
về phía đông bắc	ad.northeast
về phía đông nam	ad.southeast
về sau	ad.subsequently
về thành phần	a.compositional
về thể chất	ad.physically
về tinh thần	ad.mentally
về tài chính	ad.financially
về tình dục	ad.sexually
về điều này	ad.hereof
về điều đó	ad.whereof@ad.thereof
về đây	ad.hither
về đêm	a.nocturnal
vệ sinh	vt.sanitized@a.hygienic@n.hygiene@n.sanitation@a.janitorial@a.sanitary
vệ sĩ	n.bodyguard@n.bodyguards@n.guards
vệ tinh	n.satellite@n.satellites
vệt	n.streaks@n.streak@n.wale
vệt bánh xe	n.rut
vỉ nướng	n.griddle@n.grill@n.grills
vỉa hè	n.pavements@n.pavement@n.sidewalk@n.sidewalks
vị	n.taste
vị hôn thê	n.fiancee
vị ngữ	n.predicate
vị tanh	n.tang
vị tha	a.altruistic@n.selflessness
vị thành niên	a.juvenile
vị thần	n.deities
vị trí	a.positional@n.location@n.locations@n.locus@n.position@n.positions@n.situs@n.placements@a.locational
vị trí bố trí	n.emplacement
vị trí shortstop	n.shortstop
vị trí trung tâm	n.centrality
vị trí tuyển dụng	n.vacancies@n.vacancy@n.openings
vịnh	n.bay@n.bays@n.bight@n.gulf
vịnh hẹp	n.fjords@n.fjord
vịnh nhỏ	n.coves@n.inlets@n.cove
vịt	n.ducks@n.duck
vịt con	n.duckling
vịt trời	n.mallard
vỏ	n.peel@n.crusts@n.housings@n.rind@n.crust@n.casing@n.pods@n.case@n.skins@n.shell
vỏ bọc	n.casings@n.enclosure@n.enclosures@n.wrapper@n.slipcover
vỏ bọc ghế	n.slipcovers
vỏ bọc khí động học	n.fairing
vỏ cây	n.bark
vỏ gối	n.pillowcases@n.pillowcase
vỏ hạt	n.testa
vỏ não	a.cortical@n.cortex
vỏ sò	n.clamshell@n.seashells@n.shells@n.coquille@n.seashell
vỏ trái đất	a.crustal
vỏ trấu	n.husk
vỏ virus	n.capsid
vỏ đậu	n.pod
vỏ động cơ	n.cowling
vốn	n.bankroll@n.capital
vốn chủ sở hữu	n.equities@n.equity
vốn có	a.inherent
vốn dĩ	ad.inherently
vốn hóa	n.capitalisation@n.capitalization
vồ	n.mallets
vồ xuống	vt.swoop
vỗ	vt.pats@n.pats@vt.flaps@vt.patted@vt.smacks@v.swash@v.pat@v.flap
vỗ cánh	vt.flapping@vt.flutter
vỗ tay	v.clap@vt.applaud@vt.clapping@n.applause@vt.applauds
vỗ tay khen ngợi	n.ovation
vội	v.rush@v.hurry
vội vàng	v.rushed@vt.hurried@a.hurried@n.haste@ad.hastily@a.hasty@vt.hurrying
vội vã	a.rushed@v.rushing@v.hie@v.hustle@vt.hastened@ad.hurriedly
vớ	n.garter@n.socks
vớ vẩn	int.bollocks@n.bullshit@n.rubbish@int.blah
với	prep.given@prep.with
với tư cách	prep.asa@prep.qua
với điều đó	ad.therewith
vở kịch ngắn	n.skits
vỡ	vt.ruptured@n.breakage@n.rupture@v.rupture
vỡ mộng	vt.disillusioned@n.disillusionment
vỡ nợ	vt.defaulted@v.default@v.defaults@vt.defaulting
vỡ vụn	v.shattered@vt.crumble@vt.crumbling@vt.crumbled
vợ	n.wife@n.wives
vợ chồng	n.spouses@n.spouse@n.couples@a.spousal
vợ chồng mới cưới	n.newlyweds
vợ người da đỏ	n.squaw
vợt	n.racket@n.rackets@n.racquet@n.racquets@n.skimmer
vụ bê bối	n.scandal
vụ cướp	n.heist@n.robberies@n.robbery
vụ giết người	n.killing@n.murders@n.murder
vụ kiện	n.lawsuit@n.lawsuits
vụ mùa	n.harvests@n.crop
vụ nổ	n.blasts@n.burst@n.blast@n.explosion@n.explosions
vụ tai nạn	n.crash@n.crashes
vụ thảm sát	n.massacre
vụ xả súng	n.shootings
vụ đắm tàu	n.shipwreck
vụn	vt.chipping@n.chipping@n.crumb
vụn bánh mì	n.breadcrumb@n.breadcrumbs
vụng về	ad.awkwardly@a.clumsy@a.gauche@a.inept
vứt	vt.chucks
vứt bỏ	v.dispose@v.discarded@v.dump@vt.disposing@vt.trashed@vt.trashing@v.trash@v.ditch
vứt rác	vt.littered@v.litter
vừa	v.fits@v.fit
vừa mới	ad.just
vừa ngọt vừa đắng	a.bittersweet
vừa phải	ad.moderately@a.moderate@a.modest
vừa vặn	a.fitted@ad.barely@ad.snugly
vữa	n.grout@n.mortar
vữa trang trí	n.stucco
vững	a.steady
vững chắc	ad.solidly@a.firm@ad.firmly@ad.steadily@a.sturdy
vực sâu	n.chasm
vực thẳm	n.abyss
warez	n.warez
warfarin	n.warfarin
wasabi	n.wasabi
washington	n.washington
watt	n.watts@n.watt
web	n.web
webcam	n.webcam@n.cams
whey	n.whey
whisky Scotland	n.scotch
widget	n.widget@n.widgets
wifi	n.wifi
wiki	n.wikis@n.wiki
william	n.william
williams	n.williams
wilson	n.wilson
wisconsin	n.wisconsin
wyoming	n.wyoming
xa	ad.afar@ad.afield@a.distal@ad.far@a.far@ad.away@a.remote
xa bờ	a.pelagic
xa hoa	a.lavish@a.sumptuous@n.extravagance@ad.lavishly@ad.luxuriously@a.opulent
xa hơn	ad.farther@a.farther@a.further@ad.further
xa lánh	vt.alienating@vt.estranged@vt.shunned@n.alienation@a.aloof@v.alienate
xa lạ	a.alien
xa lộ	n.freeway
xa nhất	a.farthest@a.furthest
xa rời	ad.asunder
xa xôi	a.distant@a.faraway
xa xỉ	a.extravagant@n.luxury@a.luxury
xanh	a.verde
xanh dương	a.blue
xanh hơn	a.greener
xanh lá	a.green
xanh lơ	n.cyan@a.cyan
xanh mòng két	n.teal@a.teal
xanh navy	a.navy
xanh nhạt	a.greenish
xanh tươi	a.verdant
xay	v.milling@vt.milled
xe	n.voiture@n.vehicle@n.vehicles
xe Humvee	n.humvee
xe ba bánh	n.trike@n.trikes@n.tricycle
xe ben	n.tipper
xe buýt	n.busses@n.bus@n.buses@n.omnibus
xe buýt nhỏ	n.minibus
xe bán tải	n.pickups
xe băng	n.bandwagon
xe bơm	n.pumper
xe coupe	n.coupes@n.coupe
xe crossover	n.crossovers
xe cút kít	n.wheelbarrow
xe cắm trại	n.camper
xe cộ	a.vehicular
xe cờ	n.rook
xe cứu hộ	n.wrecker
xe cứu thương	n.ambulances@n.ambulance
xe du lịch	n.tourer
xe hatchback	n.hatchback
xe hơi	n.car@n.cars@n.automobile@n.autos
xe jeep	n.jeep@n.jeeps
xe kart	n.karts@n.kart
xe kéo bên	n.sidecar
xe limousine	n.limos@n.limo@n.limousine@n.limousines
xe lăn	n.wheelchair@n.wheelchairs
xe minivan	n.minivan@n.minivans
xe mui trần	n.cabriolet@n.convertibles@n.convertible
xe máy	n.motorbike@n.motorcycle@n.motorbikes@n.motorcycles
xe máy nhỏ	n.moped@n.mopeds
xe ngoại ô	n.suburban
xe ngựa	n.carriages@n.chariots@n.carriage@n.stagecoach@n.wagon@n.wagons@n.brougham@n.phaeton
xe ngựa chiến	n.chariot
xe nâng	n.forklift@n.forklifts
xe sedan	n.sedans@n.sedan
xe tang	n.bier@n.hearse
xe taxi	n.cab@n.taxi
xe tay ga	n.scooter@n.scooters
xe thể thao	n.roadster
xe trượt tuyết	n.sledge@n.sleds@n.sleigh@n.bobsled@n.snowmobile@n.sled
xe trượt tuyết có động cơ	n.snowmobiles
xe tăng	n.tanks@n.juggernaut@n.panzer
xe tải	n.hauler@n.haulers@n.lorries@n.lorry@n.vans@n.truck@n.trucks@n.van
xe tải ben	n.dumper
xe tải sàn phẳng	n.flatbed
xe điện	n.streetcar@n.trams@n.tram@n.tramway
xe đua	n.dragster
xe đưa đón	n.shuttles
xe đạp	n.bicycle@n.bicycles@n.bike@n.bikes
xe đạp đôi	n.tandem
xe đẩy	n.barrows@n.buggies@n.dollies@n.pushchairs@n.trolleys@n.dolly@n.buggy@n.carts@n.pushchair@n.trolley
xe đẩy em bé	n.pram@n.prams@n.stroller@n.strollers
xe ủi đất	n.bulldozers@n.bulldozer
xem	v.watched@v.view@n.view@v.watch@vt.vide@n.viewing@v.watches@n.viewings@vt.watching
xem lại	v.revisited@vt.revisit
xem trước	vt.previewed@vt.previewing@n.preview@v.preview@n.previews@v.previews
xem xét	v.reviewing@v.consider@v.examine@v.weighing@v.considers@v.review@n.consideration
xem xét kỹ	v.scrutinize@vt.scrutinized
xem xét lại	v.reconsider@vt.reconsidered@vt.revisiting@n.reconsideration
xen kẽ	v.alternating@vt.interleaved@vt.interspersed@ad.alternately@a.alternate@v.alternate
xenlulose	n.cellulose
xenon	n.xenon
xeton	n.ketone@n.ketones
xi lanh	n.cylinder@n.cylinders@n.cyl
xi măng	n.cements@vt.cements@n.cement
xi rô	n.syrup
xi-rô	n.syrups
xin	v.beg@vt.soliciting@vt.solicits
xin chào	int.howdy@int.hello
xin chúc mừng	int.congrats
xin lại	v.reapply
xin lỗi	v.apologize@v.excused@vt.apologise@vt.apologized@vt.apologizes@vt.apologizing@a.sorry@int.sorry@a.apologetic
xinh đẹp	a.bonny@a.lovely
xiên	n.skewers@a.oblique
xiềng	v.shackle
xiềng xích	n.shackles@n.shackle
xoa dịu	v.appease@v.soothe@vt.calming@a.calming@vt.soothes@n.appeasement
xoang	n.sinuses@n.sinus
xoay	v.swivel@v.rotating@v.rotate@v.spin@vt.pivoting@vt.rotates@vt.swivels@n.rotations@n.rotation@v.pivot@v.twirl
xoay chuyển	n.turnaround
xoay quanh	vt.revolve@vt.revolved@vt.revolves
xoay tròn	vt.twirling
xoay vòng	vt.whirling
xong	a.done
xoài	n.mango
xoáy	v.swirl@n.swirl@vt.swirling@n.whirl@n.vorticity@n.whorl@n.swirls
xoáy nước	n.eddies@n.whirlpools@n.vortex@n.eddy@n.whirlpool
xoăn	a.curled@a.curly
xoắn	v.twists@n.twists@vt.twisting@n.torsion@vt.kinks@vt.corkscrew@v.twist@a.twisted@v.twisted
xoắn ốc	n.helices@n.spirals@n.spiral@v.spiral@a.spiral@n.helix@a.helical
xoẹt	vt.swish
xu	n.pennies@n.cents@n.cent@n.penny
xu hướng	n.propensity@n.tendencies@n.tendency@n.trend@n.trends@vt.trending
xu hướng chính	n.mainstream
xu nịnh	vt.flattering
xua	v.shoo
xua tan	vt.dispel
xung	a.pulsed@n.impulses@n.pulses
xung quanh	prep.around@ad.around@a.surrounding
xung động	n.impulse
xung đột	v.clash@n.clash@n.conflict@v.conflict@n.conflicts@v.conflicts@v.conflicting@n.strife
xuyên	a.trans@prep.trans
xuyên lục địa	a.transcontinental
xuyên quốc gia	a.transnational
xuyên suốt	prep.throughout@ad.throughout
xuyên thủng	a.piercing
xuyên tâm	a.radial
xuyên âm	n.crosstalk
xuyên Đại Tây Dương	a.transatlantic
xuôi dòng	ad.downstream
xuất	v.output
xuất bản	v.publish@v.publishes@n.publishing@n.publication@n.publications
xuất hiện	v.appearing@v.appear@v.appears@v.emerges@n.appearances@n.emergence@n.occurrences
xuất hiện lại	v.reappear
xuất huyết	a.hemorrhagic@n.haemorrhage
xuất hóa đơn	n.billing@v.invoice@v.invoices
xuất khẩu	v.export@n.export@v.exporting@v.exported@n.exports@v.exports@n.exportation
xuất ra	vt.outputting@v.outputs
xuất sắc	v.excel@vt.excelled@vt.excels@ad.brilliantly@a.ace@ad.excellently@a.distinguished@a.exc@a.excellent@a.superb@a.stellar@a.brilliant@a.remarkable@a.knockout@a.outstanding
xuất thần	n.trance@n.ecstasy
xuất tinh	v.ejaculate@v.ejaculating@vt.cums@n.ejaculations@n.ejaculation@v.cumming
xuất viện	v.discharged
xuống	v.descended@vt.descends@prep.downs@ad.down@prep.down
xuống cấp	a.rundown
xuống dưới	ad.downwards
xuống dốc	ad.downhill@a.downhill@n.downhill
xuống xe	v.alight
xuồng	n.canoes@n.dinghies@n.dinghy
xuồng cứu sinh	n.lifeboat
xuồng nhỏ	n.skiff
xxx	n.xxx
xyanua	n.cyanide
xylen	n.xylene
xà beng	n.crowbar
xà lách romaine	n.romaine
xà ngang	n.spar@n.joists@n.rafters@n.girder@n.rafter
xà phòng	n.soaps@n.soap
xà đơn	n.trapeze
xào	vt.saute@vt.sauteed
xào nấu	vt.garbled
xá tội	n.absolution
xác	n.carcass
xác chết	n.carcasses@n.corpses@n.stiffs@n.cadaver@n.carrion@n.corpse
xác minh	v.verify@v.verified@v.verifying@vt.verifies@n.verifications@n.verification
xác nhận	v.confirming@v.confirmed@v.endorsed@v.confirms@v.endorse@vt.corroborated@vt.endorsing@vt.validates@n.confirmations@n.confirmation@n.endorsements@v.confirm@a.confirmatory
xác suất	n.probability@n.probabilities@n.prob@a.probabilistic
xác sống	n.undead@n.zombie
xác thịt	a.carnal
xác thực	v.validated@v.authenticate@v.authenticated@v.validate@vt.validating@n.validation@n.authentication@n.auth@a.authentic@vt.authenticating
xác tàu	n.wreck
xác định	v.determines@v.determining@v.identifies@v.ascertain@v.determine@v.identifying@v.defines@v.defining@vt.ascertained@vt.ascertaining@a.definite@a.determinate
xác định vị trí	vt.locates
xác ướp	n.mummies@n.mummy
xám	a.gris@a.grey@a.gray
xám nâu	a.dun
xám xịt	a.drab
xáo	v.shuffle@vt.shuffled
xáo trộn	n.shuffle@vt.perturbed@vt.shuffling
xâm bát	n.cymbals
xâm lược	v.invade@v.invaded@vt.invades@vt.invading@n.invasion
xâm lấn	a.invasive
xâm nhập	v.intrude@v.penetrate@v.penetrating@n.incursions@n.intrusions@n.incursion@n.intrusion@vt.trespassing
xâm phạm	v.violates@vt.trespass@n.trespass@a.intrusive
xâm phạm dân sự	n.torts
xâu	vt.strung
xâu chỉ	v.threading
xây dựng	v.construct@v.builds@v.constructed@v.build@v.constructing@v.formulate@vt.formulating@n.constr@n.construction@n.constructions@n.masonry@v.constructs
xây dựng lại	v.rebuilding@v.rebuilt@v.rebuild@v.reconstructed@vt.rebuilds
xây dựng thương hiệu	n.branding
xây tường	vt.walling
xã	n.commune@n.township
xã hội	n.socials@n.societies@n.society@a.social@a.societal
xã hội chủ nghĩa	a.socialist
xã hội hóa	v.socialize@vt.socialized@n.socialization
xã hội học	n.sociology@a.sociological
xã hội đen tối	n.dystopia
xèo	vt.sear
xèo xèo	vt.sizzling@v.sizzle
xé	v.rip@v.ripped@v.torn@v.ripping@v.tearing@vt.rips@vt.tore@v.tear@v.tears
xé nhỏ	vt.shred@vt.shredded
xé nát	vt.mangled
xé toạc	v.rend@v.rive@vt.maul
xét nghiệm	vt.assayed
xét nghiệm miễn dịch	n.immunoassay
xét nghiệm nước tiểu	n.urinalysis
xét xử	vt.adjudged
xét đến	prep.considering
xì gà	n.cigar@n.cigars
xì gà nhẹ	n.claro
xì hơi	v.deflate@vt.deflated
xích	vt.chained@v.chain@vt.chaining
xích đu	n.swing@n.swings
xích đạo	n.equator@a.equatorial
xóa	v.cleared@v.deleted@v.clears@v.delete@v.deleting@v.erase@v.remove@vt.erased@vt.erasing@n.deletions@n.erasure@n.deletion@v.clearing@v.clear@vt.deletes@vt.erases
xóa bỏ	vt.eradicate@n.eradication@vt.eradicated
xóa bỏ phân biệt	n.desegregation
xóa lùi	n.backspace
xóa sổ	vt.eradicating@vt.obliterated
xói mòn	vt.erode@vt.eroded@vt.eroding@n.erosion
xô	n.pail@n.pails@n.buckets
xô đẩy	vt.shoving@v.muscle
xông hơi	n.sauna
xông vào	vt.stormed@vt.storming@v.storms
xù	a.fuzzy
xú-chiêng	n.bra
xúc	vt.stoked@vt.shovel
xúc giác	a.tactile
xúc phạm	v.insult@n.insult@v.offend@v.offended@v.offending@vt.insults@n.insults@vt.insulted@vt.offends@a.derogatory@a.insulting@n.derogation@n.desecration@ad.offensively@v.profane@a.offensive@n.affront@v.affront
xúc tu	n.tentacle@n.tentacles
xúc tác	n.catalysis@a.catalytic
xúc xích	n.sausages@n.wiener@n.banger@n.sausage@n.hotdog
xúc xích bologna	n.bologna
xúc xích pepperoni	n.pepperoni
xúc xích salamiassaulting	n.salami
xúc xích Đức	n.frankfurter
xúc xắc	n.dice
xúc động	a.stirring@a.emotional
xúi giục	v.abet@vt.inciting@vt.instigated@n.incitement@n.sedition@vt.abetting
xăm	vt.tattooed@v.tattoo@v.tattoos@vt.tattooing
xăng	n.gasoline@n.petrol@n.gas
xơ	n.fluff
xơ cứng	n.sclerosis
xơ cứng bì	n.scleroderma
xơ gan	n.cirrhosis
xơ hóa	n.fibrosis
xơ thân cây	n.bast
xơ vải	n.lint
xơ vữa động mạch	n.atherosclerosis@n.arteriosclerosis
xưa	n.yore@a.olden
xưng tội	a.confessional
xương	n.bone@n.bones@a.skeletal
xương chày	n.tibia@a.tibial
xương cá	n.herringbone
xương cùng	a.sacral
xương cổ chân	n.tarsus
xương rồng	n.cacti@n.cactus
xương sườn	n.rib@n.ribs
xương sống	n.backbone@n.chine
xương đùi	n.femur@a.femoral
xương ức	n.wishbone
xưởng bóc lột	n.sweatshop
xưởng chế biến sữa	n.creamery
xưởng cưa	n.sawmills
xưởng phim	n.studios
xưởng thuộc da	n.tannery
xưởng vẽ	n.atelier
xưởng đóng sách	n.bindery
xưởng đóng tàu	n.shipyard
xưởng đúc	n.foundries@n.foundry
xưởng đúc tiền	n.mint
xạ hương	n.musk
xạ thủ	n.gunner@n.snipers@n.shooter@n.shooters@n.marksman
xạ trị	n.radiotherapy
xả	v.discharge@vt.discharging@n.discharges@v.discharges
xả nước	v.flush@v.flushing
xả rác	vt.litters
xảo quyệt	n.guile@a.cunning@n.cunning@a.crafty@a.sly@a.tricky@a.wily
xảy ra	v.happening@v.happen@v.occur@v.occurring@v.occurs@vt.fared@vt.transpired@v.ensue@vt.ensues@vt.happens
xấc xược	a.saucy
xấp xỉ	vt.approximates@vt.approximating@n.approximations@n.approximation@a.approximate@a.approx
xấu	a.vil@a.foul@a.ugly@a.bad@a.adverse
xấu hổ	n.shame@n.embarrassment@a.ashamed@a.embarrassed@a.embarrassing
xấu nhất	a.ugliest
xấu xa	n.badness@a.evil@a.nefarious
xấu xí	n.ugliness@a.ugly@a.homely@a.unsightly
xấu đi	vt.deteriorate@vt.deteriorated@vt.deteriorating@vt.worsened@vt.worsening@n.deterioration
xắn	vt.tucks
xẻ	v.slit
xẻng	n.shovel@n.shovels@n.spade
xếp	v.placing
xếp chồng	v.stacked@v.stacking@v.stack
xếp hàng	vt.queued@vt.queueing@vt.queuing@v.queue@v.lined
xếp hạng	v.ranked@n.ranking@v.ranking@n.rankings@n.rating@n.ratings@v.ranks@v.rank
xếp lớp	v.layered
xếp nếp	vt.pleated
xỉ	n.slag
xịt	n.sprays@v.spray
xịt nước hoa	v.perfumes
xỏ khuyên	v.pierced@n.piercings@n.piercing
xốp	n.styrofoam@n.foam@a.porous
xốt	n.sauce
xổ số	n.lotteries@n.raffle@v.raffle@n.lottery@n.lotto@n.sweepstake
xớ	int.tut
xứ Wales	a.welsh
xứ mộng	n.dreamland
xứ sở thần tiên	n.wonderland
xứ wales	n.wales
xức dầu	vt.anointed@vt.anointing
xứng đáng	v.deserved@v.deserve@v.deserves@vt.deserving@a.meritorious@n.worthiness@v.merits@a.worthy
xử lý	v.handled@v.handle@v.processed@v.disposed@n.handling@n.processing@v.handles@v.processes@v.process@n.treatments
xử lý sinh học	n.bioremediation
xử lý theo lô	vt.batching
xử tử	v.execute@v.executed
y học	n.medicine
y sinh	a.biomedical
y tá	n.nurses@n.nurse
y tá trưởng	n.matron
y tế	a.medical
yacc	n.yacc
yahoo	n.yahoo
yoga	n.yoga
york	n.york
yên	n.saddles@n.yen@n.saddleback
yên bình	a.halcyon@a.restful
yên lặng	a.silent
yên tĩnh	a.placid@a.quiescent@a.quiet@a.tranquil@a.peaceful
yên tĩnh hơn	a.quieter
yên xe	n.saddle
yêu	v.love@v.loves@v.loving
yêu cầu	v.requiring@v.requesting@v.require@v.requires@v.asks@n.requisites@n.requisitions@n.demands@v.demands@n.request@v.request@n.requests@v.requests@n.req@n.requirement@n.requirements@n.enquiries@n.enquiry@n.inquiries@v.demand
yêu cầu bình luận	n.rfcs
yêu dấu	n.hon@a.beloved
yêu mến	vt.adore@ad.fondly
yêu nước	a.patriotic
yêu quái	n.ogre
yêu quý	a.darling
yêu quý nhất	a.dearest
yêu thích	n.fave@a.fond@n.fondness
yêu thương	a.loving
yêu tinh	n.banshee@n.gnomes@n.goblin@n.goblins@n.imps@n.pixie@n.pixies@n.sprite@n.sprites@n.troll@n.gnome@n.elf@n.imp@n.leprechaun@n.jinn@n.orc
yếm	n.bibs@n.bib
yến mạch	n.oat@n.oats
yếu	a.weak
yếu hơn	a.weaker
yếu nhất	a.weakest
yếu tố	n.element@n.elements@n.factor@n.factors
yếu tố cần thiết	n.essentials
yếu tố dự báo	n.predictor
yếu tố dự đoán	n.predictors
yếu tố quyết định	n.determinants
yếu đi	a.failing
yếu đuối	n.frailty@a.frail@a.infirm@a.wimpy@a.vulnerable
yếu ớt	a.feeble@ad.weakly@a.faint@ad.faintly
zealand	n.zealand
zeolit	n.zeolite
zeta	n.zeta
zidovudine	n.zidovudine
zigzag	n.zigzag@v.zigzag
zircon	n.zircon
zirconia	n.zirconia
zirconium	n.zirconium
zloty	n.zloty
zona	n.shingles@n.zoster
zzz	int.zzz
Á Âu	a.eurasian
Á-Âu	n.eurasia
Áo	a.austrian
Úc	n.aus@a.aussie
Úc và châu Á	a.australasian
à ha	int.aha
ác	int.yuck
ác mộng	n.nightmares
ác quỷ	n.demon@n.demons@n.devils@a.diabolical
ác tính	a.malignant@n.malignancies
ác ý	n.malice
ách	n.yoke
ái lực	n.affinities
ám	v.haunted
ám chỉ	vt.alluded@vt.hinted@n.allusions@v.hint@v.hints@n.allusion@n.innuendo@v.intimate@v.implied
ám sát	v.assassinate@vt.assassinated@n.assassinations@n.assassination
