অ	a.non
ল্যাগরেঞ্জীয়	a.lagrangian
ল্যাঙ্কাশায়ার	n+m.lancashire
ল্যাঙ্কাস্টার	n+m.lancaster
ল্যাঙ্গ	n+f.langue
ল্যাঙ্গট	n+m.diapers
ল্যাঙ্গার	n+m.langer
ল্যাটিন	n+m.latin@a+m.latin@a+f.latin@a.latina@a.latino@n+m.latins
ল্যাটিন জাতি	n+m.latins
ল্যাটিনা	n+f.latina
ল্যাটিনো	n+m.latino
ল্যাটিমার	n+m.latimer
ল্যাটে	n+m.latte
ল্যাটেক্স	n+m.latex
ল্যানার্ক	n+m.lanark
ল্যানি	n+m.lanny
ল্যানিয়ার্ড	n+m.lanyard@n+m.lanyards
ল্যান্ডন	n+m.landon
ল্যান্ডফিল	n+m.landfill@n.landfills
ল্যান্ডমার্ক	n+m.landmark@n+m.landmarks
ল্যান্ডলাইন	n+m.landline
ল্যান্ডস্কেপ	n+m.scape
ল্যান্ডস্যাট	n+m.landsat
ল্যান্ডাউ	n+m.landau
ল্যান্ডার	n+m.lander
ল্যান্ডেস	n+m.landes
ল্যান্ড্রি	n+m.landry
ল্যান্স	n+m.lance
ল্যান্সলট	n+m.lancelot
ল্যান্সার	n+m.lancer
ল্যান্সিং	n+m.lansing
ল্যান্সেট	n+m.lancet
ল্যাপটপ	n+m.laptop@n+m.laptops
ল্যাপল্যান্ড	n+m.lapland
ল্যাপারোস্কোপি	n+f.laparoscopy
ল্যাপারোস্কোপিক	a.laparoscopic
ল্যাপেল	n+m.lapel
ল্যাব	n+m.lab@n+m.laboratory@n+m.labs
ল্যাবের গ্লাস	n+f.beaker
ল্যাব্রাডর	n+m.labrador
ল্যাভ	n+m.lav
ল্যাভেন্ডার	n+m.lavender
ল্যামিনেট	n+m.laminates
ল্যামিনেটর	n+m.laminator
ল্যামিনেশন	n+m.laminating@n+f.lamination
ল্যাম্বডা	n+m.lambda
ল্যাম্বরগিনি	n+m.lamborghini
ল্যাম্বার্ট	n+m.lambert
ল্যাম্বেথ	n+m.lambeth
ল্যারি	n+m.larry
ল্যার্ড	n+m.laird
ল্যাসি	n+f.lassie
ল্যাসো	n+m.lariat
ল্যুভর	n+m.louvre
শ	n+m.shaw
শংকর	n+m.shankar
শউইন	n+m.schwinn
শওনা	n+f.shauna
শকওয়েভ	n+m.shockwave
শকরকন্দ	n+m.yam
শকার	n+m.shocker
শকুন	n+m.omen@n+m.scavenger@n+m.vulture@n+m.buzzard@n+m.vultures
শকুনজাতীয় পাখি	n+m.condor
শকুনি	n+f.eagle
শক্ত	a.tough@a.stiff@a.sturdy@a.taut
শক্ত করছে	v.bracing
শক্ত করা	vt.tighten@v.tightening@vt.harden@n+m.hardening@a.tightened
শক্ত করে	v.tightens
শক্ত করে চেপে ধরেছে	v.clenched
শক্ত করে ধরা	vt.grips
শক্ত করে বাঁধা	vt.brace
শক্ত করেছে	v.braced
শক্ত কাগজ	n+f.cardboard
শক্ত কাগজের বাক্স	n+m.carton@n.cartons
শক্ত কাঠ	n+m.hardwood@n+m.hardwoods
শক্ত কাঠের	a.hardwood
শক্ত মলাটের	a.hardback@a.hardbound
শক্ত মলাটের বই	n+m.hardback
শক্ত লোম	n+m.bristle@n+m.bristles
শক্ত হয়েছে	v.hardened
শক্ততা	n+m.hardness
শক্তভাবে	ad.tightly
শক্তি	n+f.power@n+f.might@n+f.energy@n+f.force@n+f.strength@n+f.muscle@n+m.powers@n+f.strengths@n+f.energies@n+f.potency@n+m.vigour@n+f.shakti
শক্তি দিচ্ছে	v.invigorating
শক্তি দিয়েছিল	v.energized
শক্তি দেওয়া	v.energize@v.energizing
শক্তি যোগাচ্ছে	v.powering
শক্তিকেন্দ্র	n+m.powerhouse
শক্তিদায়ক	n+m.energizer
শক্তিবর্ধক	a.tonic@a.reinforcing
শক্তিবিদ্যা	n+f.energetics
শক্তিবৃদ্ধি	n+f.strengthening@n+m.reinforcement@n+f.reinforcements
শক্তির একক	n+m.quanta@n+m.erg
শক্তিশালী	a+m.strong@a+f.strong@a+m.powerful@a+f.powerful@a.mighty@a.robust@a.muscular@a.energetic@a.potent@a.forceful
শক্তিশালী করছে	v.reinforcing@v.fortifying
শক্তিশালী করা	v.strengthen@v.strengthening@a.reinforced@v.strengthened@vt.reinforce@v.fortify
শক্তিশালী করে	vt.strengthens@vt.reinforces
শক্তিশালী করেছে	v.bolstered
শক্তিশালী ব্যক্তি	n+m.dynamo@n+m.moguls
শক্তিশালীকরণ	n+f.empowerment
শক্তিশালীভাবে	ad.powerfully@ad.mightily@ad.energetically
শক্তিহীন	a.powerless
শখ	n+m.hobbies@n+m.hobby@n+f.pastimes
শখের	a+m.amateur@a+f.amateur
শখের ব্যক্তি	n+m.hobbyists
শখের মানুষ	n+m.hobbyist
শঙ্কিত	a.fearing@a.apprehensive
শঙ্কু	n+m.cone@n+m.cones
শঙ্কু আকৃতির	a.conical
শঙ্কুধারী বৃক্ষ	n+m.conifer
শঙ্কুবীজী	a.coniferous
শঙ্কুবৃক্ষ	n+m.conifers
শঙ্খ	n+m.conch
শট	n+m.shot@n+m.shots
শটকোয়া	n+f.chautauqua
শটগান	n+m.shotgun@n+m.shotguns
শণ	n+f.hemp
শণবস্ত্র	n+f.linens
শত	n+m.hundreds@n+m.hundred
শত কোটি	n+m.billion
শত পাউন্ড	n+m.cwt
শতক	n+f.centuries
শতকোটিপতি	n+m.billionaire@n+m.billionaires
শততম	a.hundredth
শততম অংশ	n+m.hundredths
শতপদী	n+f.centipede
শতবর্ষ	n+m.centenary
শতবর্ষ উদযাপন	n+m.centennial
শতবার্ষিক	a.centennial@a.centenary
শতমাংশ	n+m.percentile
শতমূলী	n+m.asparagus
শতাংশ	n+m.percent@n+m.percentage@n+m.pct@n+m.percentages@n+m.percents
শতাংশক	n+m.percentiles
শতাধিক	n+m.hundreds
শতাব্দী	n+m.century@n+m.centuries
শত্রু	n+m.enemy@n+m.enemies@n+m.foe@n+m.foes@n+m.adversary@n+m.adversaries
শত্রুতা	n+f.hostility@n+f.hostilities@n+f.antagonism@n+f.animosity@n+f.enmity
শত্রুতা করা	vi.feud
শত্রুভাবাপন্ন	a.hostile
শন	n+m.sean@n+m.shawn@n+m.shaun
শনা	n+f.shawna
শনাক্তকরণ	n+m.identifications
শনাক্তকারী	a.identifying@n+m.identifier@n+m.identifiers
শনাক্তযোগ্য	a.recognizable
শনি	n+m.saturn
শনিবার	n+m.sat@n+m.saturday@n+m.saturdays
শপথ	n+m.oath@n+m.vows@n+m.vow@n+m.oaths
শপথ করা	vi.swear@v.sworn@v.swearing
শপথ করে	v.swears
শপথ করেছিল	v.vowed@v.swore
শপথপত্র	n+m.affidavit@n+f.affidavits
শপথবদ্ধ	a.sworn
শপলিফটিং	n+f.shoplifting
শপাঁ	n+m.chopin
শপিং	n+m.shopping
শপিং মল	n+m.mall@n+m.malls@n+m.galleria
শব	n+m.carcass@n+m.carcasses@n+m.cadaver
শবদাহ	n+m.cremation
শববাহক খাট	n+m.bier
শবযান	n+m.hearse
শবাগার	n+m.mortuary@n+m.morgue
শবাধার	n+m.coffin@n+m.bier@n+m.coffins
শবাধারকারী	n+m.undertaker
শব্দ	n+m.term@n+m.sound@n+m.word@n+m.words@n+m.sounds@n+m.noise@n+m.noises
শব্দ কণা	n+m.phonon
শব্দ করা	v.sounded
শব্দ করে খাওয়া	v.slurp
শব্দ করে চলা	vi.swish
শব্দ খেলা	n+m.puns
শব্দ নিয়ন্ত্রক	n+m.fader
শব্দ পরিবেশ	n+f.soundscapes
শব্দ প্রতি মিনিট	n+m.wpm
শব্দ ফাইল	n+m.audios
শব্দ যন্ত্র	n+m.sounder
শব্দ রেকর্ড টেপ	n+m.audiotape
শব্দ রোধক	n+m.silencer
শব্দ সংক্রান্ত	a.acoustic
শব্দ সম্পর্কিত	a.phonic
শব্দ-দৃশ্য সম্বন্ধীয়	a.audiovisual
শব্দকোষ	n+m.glossary@n+m.glossaries
শব্দচয়ন	n+m.wording@n+f.phrasing
শব্দছক	n+m.crosswords
শব্দতত্ত্ব	n+f.etymology
শব্দদৃশ্য	n+m.soundscapes
শব্দবহুল	a.verbose
শব্দবিচিত্রা	n+f.pun
শব্দবিজ্ঞান	n+f.acoustics@n+f.sonics@n+f.philology
শব্দবিদ	n+m.audiophile
শব্দবিস্তারক	n+m.loudspeaker
শব্দভাণ্ডার	n+m.vocabulary@n+m.lexicon@n+m.lexis@n+m.vocab@n+m.vocabularies
শব্দময়	a.noisy
শব্দলোপ	n+f.ellipsis
শব্দসংক্রান্ত	a.acoustical
শব্দসম্ভার	n+f.vocabulary
শব্দসহাবস্থান	n+f.collocation
শব্দায়মান	a.sounding
শব্দার্থগত	a.semantic
শব্দার্থবিদ্যা	n+f.semantics
শব্দীয়	a.sonic
শব্দে প্রকাশ করল	v.worded
শব্দে প্রকাশিত	a.phrased
শব্দে রচিত	a.worded
শব্দের খেলা	n+m.wordplay
শব্দের চেয়ে দ্রুত	a.supersonic
শব্দের শেষাংশ	n+f.suffixes
শমিজ	n+f.chemise
শয়তান	n+m.devil@n+m.devils@n+m.satan@n+m.fiend@n+m.lucifer@a.mischievous
শয়তান পূজা	n+m.satanism
শয়তানি	a.satanic@a.demonic@a.diabolic@a.diabolical@a.devilish
শয়নকক্ষ	n+m.bedroom@n+m.bedrooms@n+m.bdrm
শয়নযান	n+m.pullman
শয্যা	n+f.beds@n+m.berths
শয্যা সামগ্রী	n+f.bedding
শয্যাপাশে	a.bedside
শয্যাশায়ী	v.bedded
শরণার্থী	n+m.refugees@n+m.refugee
শরবত	n+m.lemonade@n+m.sherbet
শরমিলা	a.coy
শরিফ	n+m.sharif
শরিয়া	n+f.sharia
শরীর	n+m.body@n+m.bodies@n+m.physique
শরীর গঠনকারী	n+m.bodybuilders@n+m.bodybuilder
শরীর ঠান্ডা হওয়া	n+f.hypothermia
শরীরচর্চা	n+f.bodybuilding@n+m.workouts
শরীরবিজ্ঞান	n+m.physiology
শরীরযুক্ত	a.bodied
শর্করা	n+f.carbohydrate@n+m.carbohydrates@n+m.starch@n+f.sugars@n+m.galactose
শর্করা ভাঙার এনজাইম	n+m.amylase
শর্ট সার্কিট হয়েছে	v.shorted
শর্টওয়েভ	n+m.shortwave
শর্টকাট	n+m.shortcuts@n+m.shortcut
শর্টকাট কী	n+m.hotkey
শর্টকেক	n+m.shortcake
শর্টস	n+m.shorts
শর্টস্টপ	n+m.shortstop
শর্টহ্যান্ড	n+m.shorthand
শর্ত	n+m.terms@n+f.conditions@n+m.requirements@n+f.condition@n+m.requirement@n+f.qualification@n+f.criterion@n+f.stipulation@n+f.stipulations@n+m.proviso
শর্ত করা হয়েছে	v.stipulated
শর্ত দেওয়া	v.conditioned@v.stipulate
শর্ত দেয়	v.stipulates
শর্তমূলক	a.conditionals
শর্তযুক্ত	a.conditioned
শর্তযুক্ত করা	v.conditioning
শর্তসাপেক্ষ	a.conditional@n+m.conditionals
শর্তসাপেক্ষ মুক্তি	n.paroles
শর্তসাপেক্ষে	ad.conditionally
শর্তহীন	a.unconditional
শর্তহীনভাবে	ad.unconditionally
শর্তাধীন মুক্তি	n+f.parole
শর্তাধীনভাবে	ad.conditionally
শরৎ	n+m.fall@n+m.autumn
শল্য চাকু	n+m.lancet
শল্য ছুরি	n+m.scalpel
শল্যচিকিৎসক	n+m.surgeon@n+m.surgeons
শল্যচিকিৎসা	a.surgical
শশ	int.shh
শশক	n+f.hare@n+m.hares
শসা	n+m.cucumber@n+m.cucumbers
শস্তাকোভিচ	n+m.shostakovich
শস্য	n+f.corn@n+m.cereal@n+f.rye@n+m.cereals
শস্য কাটার যন্ত্র	n+m.reaper
শস্য গুদাম	n+m.silo@n+m.silos
শস্যদানা	n+m.grain@n+m.grains@n+m.kernels
শস্যবিদ্যা	n+f.agronomy
শস্যবিশিষ্ট	a.grained
শস্যাগার	n+f.barn@n+m.barns
শস্যের শূক	n+m.awn
শহর	n+m.city@n+m.town@n+m.cities@n+m.towns@n+m.burg
শহরতলি	n+m.suburban@n+f.suburbs@n+m.suburb@n+f.outskirts
শহরতলির	a.suburban
শহরতলী	n+f.suburbia
শহরব্যাপী	a.citywide
শহরীকরণ	n+f.urbanization
শহরের অংশ	n.boroughs
শহরের উত্তরাংশ	n+m.uptown
শহরের উপরিভাগে	ad.uptown
শহরের কেন্দ্র	n+m.downtown
শহরের কেন্দ্রে	ad.downtown
শহরের চারপাশের রাস্তা	n+m.beltway
শহরের দৃশ্য	n+m.cityscape
শহরের বাড়ি	n+f.townhouse@n.townhouses
শহরের মধ্যভাগ	n+m.midtown
শহীদ	n.martyrs@n+m.martyr
শহীদ করা	vt.martyr
শহীদত্ব	n+f.martyrdom
শহুরে	a+m.urban@a+f.urban
শহুরে করেছে	v.urbanized
শাঁ শব্দ	n+m.swish
শাঁস	n+f.pulp
শাঁসোঁ	n+m.chansons@n+m.chanson
শাং রাজবংশ	n+m.shang
শাওনি	n+m.shawnee
শাক জাতীয় সবজি	n+m.chard
শাকসবজি	n+m.vegetables
শাকাহারী	n.vegetarians
শাখা	n+f.branch@n+f.branches@n+f.fork@n+f.disciplines@n+f.forks@n+f.limb@n+m.limbs@n+m.twig@n+m.bough@n+m.twigs@n+m.offshoot
শাখা বিভাজন	n+m.branching@n+m.crotch@n+f.bifurcation
শাখা বিস্তার করা	v.branching
শাখা বিস্তার করেছিল	v.branched
শাখা শিং	n+f.antler
শাখাপ্রশাখা	n.ramifications
শাখাবিভক্ত হয়েছে	v.forked
শাখাযুক্ত	a.branched@a.dendritic
শাগাল	n+m.chagall
শাটআউট	n+m.shutout
শাটডাউন	n+f.shutdown
শাটল	n+m.shuttle@n.shuttles
শাটার	n+m.shutter@n+m.shutters
শাড়ি	n+f.sari
শাণ দিচ্ছে	v.honing
শাণপাথর	n+m.emery
শান	n+m.shan
শান দিয়েছিল	v.honed
শান পাথর	n+m.whetstone
শানডং	n+m.shandong
শানা	n+f.shana
শান্ট	n+m.shunt
শান্ত	a+m.pacific@a+f.pacific@a.quiet@a.calm@a.peaceful@a.sober@a.tranquil@a.serene@a.placid@a.halcyon@a.restful@a.calmed@a.quiescent
শান্ত করছে	v.calming
শান্ত করা	v.calm@v.stills@vt.soothe@vt.disarm@v.salve@v.lull@v.appease@v.quell@n+f.appeasement
শান্ত করে	v.soothes@v.calms
শান্ত করেছে	v.calmed
শান্তকারী	a.calming@a.sedative
শান্তকারী ওষুধ	n+m.downers@n+m.downer
শান্তভাব	n+f.coolness
শান্তভাবে	ad.quietly@ad.calmly
শান্তি	n+f.peace@n+m.calm@n+f.serenity@n+f.pax@n+m.tranquility@n+m.shalom@n+f.solace@n+f.tranquillity@n+f.calmness@n+f.calms
শান্তি পাইপ	n+m.calumet
শান্তি প্রতিষ্ঠাকারী	a.peacemaking
শান্তি স্থাপন	n+m.peacemaking
শান্তি স্থাপনকারী	n+m.peacemakers
শান্তিকর	a.soothing
শান্তিকালীন	a.peacetime
শান্তিদাতা	n+m.pacifier
শান্তিদূত	n+m.peacemaker
শান্তিপূর্ণ	a.peaceful@a.nonviolent@a.idyllic
শান্তিপূর্ণভাবে	ad.peacefully
শান্তিবাদ	n+m.pacifism
শান্তিবাদী	n+m.pacifist
শান্তির প্রতীক	n.doves
শান্তির সময়	n+m.peacetime
শান্তিরক্ষা	n+m.peacekeeping
শান্তিরক্ষী	a.peacekeeping@n+m.peacekeepers
শান্না	n+f.shanna
শাপলা	n+f.lotus@n+f.lilies
শাপিরো	n+m.shapiro
শাবক	n+m.cubs@n+m.cub@n+m.pup@n+m.pups
শাববাত	n+m.shabbat
শাব্দিক	a.verbal@a.lexical
শামানবাদ	n+m.shamanism
শামানিক	a.shamanic
