the	art+m.der@art+f.die@art+n.das
drooling	v.sabbern@a.sabbernd
overlaid	v.überlagern@a.überlagert
censors	n+m.Zensor@v.zensieren
adversarial	a.gegnerisch@a.konfrontativ
shakespearean	a.shakespearisch
demonstrator	n+m.Demonstrant@n+m.Vorführer
voyeurs	n+m.Voyeur
edict	n+n.Edikt@n+m.Erlass
octavia	n.Octavia
hondo	n.Hondo
hysteresis	n+f.Hysterese
boyhood	n+f.Kindheit@n+f.Jugend
sustenance	n+f.Nahrung@n+m.Lebensunterhalt
workspaces	n+m.Arbeitsbereich@n+m.Arbeitsplatz
campion	n.Campion@n+f.Lichtnelke
mobilisation	n+f.Mobilisierung
shrew	n+f.Spitzmaus@n+f.Xanthippe
pruitt	n.Pruitt
foals	n+n.Fohlen
sculpt	v.formen@v.meißeln
freya	n.Freya
disrespectful	a.respektlos@a.unhöflich
confounding	a.verwirrend@v.verwirren
dispensation	n+f.Befreiung@n+f.Dispens
bagpipes	n+m.Dudelsack
arian	a.arianisch@n+m.Arianer
devaluation	n+f.Abwertung
mineralization	n+f.Mineralisierung
depreciated	v.abschreiben@a.abgeschrieben
trafficked	v.handeln@a.gehandelt
diagonally	ad.diagonal@ad.schräg
cased	a.ummantelt@v.in ein Gehäuse stecken
laterally	ad.seitlich@ad.lateral
prays	v.beten
klee	n.Klee
wizardry	n+f.Zauberei@n+f.Hexerei
nonce	n+m.Augenblick@n+f.einmalige Verwendung
fervent	a.inbrünstig@a.leidenschaftlich
lemme	v.lass mich
headrest	n+f.Kopfstütze
elevating	a.erhebend@v.erheben
chaperone	n+f.Anstandsdame@v.begleiten
huygens	n.Huygens
eurythmics	n.Eurythmics
reclassified	v.umklassifizieren@a.umklassifiziert
delusional	a.wahnhaft@a.verblendet
tosh	n+m.Unsinn@n+m.Quatsch
loup	n+m.Wolf
tinkering	v.basteln@n+n.Basteln
unneeded	a.unnötig@a.nicht benötigt
likened	v.vergleichen
leukocytes	n+m.Leukozyt@n+n.weißes Blutkörperchen
hydride	n+n.Hydrid
pele	n.Pelé
sketched	v.skizzieren@a.skizziert
firmness	n+f.Festigkeit@n+f.Standhaftigkeit
kilns	n+m.Brennofen@n+m.Ofen
injustices	n+f.Ungerechtigkeit
longfellow	n.Longfellow
harbin	n.Harbin
assemblers	n+m.Monteur@n+m.Assembler
unequivocally	ad.eindeutig@ad.unmissverständlich
karst	n+m.Karst
selfless	a.selbstlos
guestbooks	n+n.Gästebuch
aguirre	n.Aguirre
dongs	n+m.Dong
perspiration	n+m.Schweiß@n+f.Transpiration
kidnappers	n+m.Entführer@n+m.Kidnapper
liquidator	n+m.Liquidator
mirth	n+f.Heiterkeit@n+f.Fröhlichkeit
stowaway	n+m.blinder Passagier
pauper	n+m.Arme@n+m.Bettler
tastings	n+f.Verkostung@n+f.Probe
deccan	n.Dekkan
neurosciences	n+f.Neurowissenschaft
factorial	n+f.Fakultät@a.faktoriell
librarianship	n+f.Bibliothekswissenschaft@n+n.Bibliothekswesen
brooms	n+m.Besen
horus	n.Horus
vocabularies	n+n.Vokabular@n+m.Wortschatz
blasters	n+m.Blaster@n+m.Strahler
ushered	v.führen@v.einleiten
remedied	v.beheben@a.behoben
vocations	n+f.Berufung@n+m.Beruf
ramblers	n+m.Wanderer@n+m.Spaziergänger
counterproductive	a.kontraproduktiv
catskill	n.Catskill
scorched	a.versengt@v.versengen
environmentalism	n+m.Umweltschutz@n+m.Umweltbewusstsein
gwalior	n.Gwalior
kilts	n+m.Kilt
balenciaga	n.Balenciaga
instep	n+m.Spann@n+m.Rist
septum	n+n.Septum@n+f.Scheidewand
animators	n+m.Animator
neoclassical	a.neoklassisch@a.neoklassizistisch
machiavelli	n.Machiavelli
mediaeval	a.mittelalterlich
escudo	n+m.Escudo
petter	n.Petter
adenine	n+n.Adenin
lysis	n+f.Lyse
pastas	n+f.Pasta@n+f.Nudeln
yoruba	n+n.Yoruba
malformations	n+f.Fehlbildung@n+f.Missbildung
alexia	n+f.Alexie@n.Alexia
checkup	n+m.Check-up@n+f.Untersuchung
nanotube	n+f.Nanoröhre
mignon	a.niedlich@n+n.Filet Mignon
houseboat	n+n.Hausboot
lifesaving	a.lebensrettend@n+f.Lebensrettung
clementine	n+f.Clementine@n.Clementine
tayside	n.Tayside
smokeless	a.rauchfrei@a.rauchlos
rani	n+f.Rani
stanhope	n.Stanhope
razorbacks	n+m.Razorback@n+n.Wildschwein
ionized	a.ionisiert@v.ionisieren
thorax	n+m.Thorax@n+m.Brustkorb
placental	a.plazental@a.Plazenta-
warship	n+n.Kriegsschiff
parses	v.parsen@v.analysieren
metamorphic	a.metamorph
corinthian	a.korinthisch@n+m.Korinther
rattles	n+f.Rassel@v.rasseln
moet	n.Moët
singularities	n+f.Singularität
trophic	a.trophisch@a.Ernährungs-
dislocated	a.ausgerenkt@v.ausrenken
dacia	n.Dakien@n.Dacia
marvels	n+n.Wunder@v.staunen
insemination	n+f.Insemination@n+f.Befruchtung
booby	n+m.Tölpel
conceivably	ad.möglicherweise@ad.denkbarerweise
quetzal	n+m.Quetzal
shoshone	n+m.Shoshone
homing	a.Ziel-@a.heimkehrend
podiatrists	n+m.Podologe@n+f.Podologin
persians	n+m.Perser
conch	n+f.Muschel@n+f.Muschelschale
injunctions	n+f.einstweilige Verfügung@n+m.Befehl
poppins	n.Poppins
crunching	v.knirschen@n+n.Knirschen
weevil	n+m.Rüsselkäfer
integrations	n+f.Integration
morgue	n+f.Leichenschauhaus
kickers	n+m.Kicker@n+m.Treter
exuberant	a.überschwänglich@a.ausgelassen
electrification	n+f.Elektrifizierung
peninsular	a.Halbinsel-@a.halbinselförmig
juggle	v.jonglieren
composure	n+f.Fassung@n+f.Gelassenheit
yeshiva	n+f.Jeschiwa
sociologist	n+m.Soziologe@n+f.Soziologin
contradicted	v.widersprechen@a.widersprochen
sartre	n.Sartre
finitely	ad.endlich
kathie	n.Kathie
ards	n.Ards
birthright	n+n.Geburtsrecht
corny	a.kitschig@a.abgedroschen
brazilians	n+m.Brasilianer
histocompatibility	n+f.Histokompatibilität
errant	a.irrend@a.umherziehend
proofread	v.Korrektur lesen
rearranged	v.umordnen@a.umgeordnet
heifer	n+f.Färse@n+f.junge Kuh
earthen	a.irdisch@a.aus Erde
uplands	n+n.Hochland
renderings	n+f.Darstellung@n+f.Wiedergabe
lect	n.Lekt
acupressure	n+f.Akupressur
hiawatha	n.Hiawatha
portcullis	n+n.Fallgitter
operon	n+n.Operon
noose	n+f.Schlinge@n+f.Schlaufe
ugandan	a.ugandisch@n+m.Ugander
paton	n.Paton
suspends	v.aufhängen@v.aussetzen
stratigraphy	n+f.Stratigrafie
recur	v.wiederkehren@v.sich wiederholen
surfed	v.surfen
steins	n+m.Bierkrug
desirous	a.begierig@a.verlangend
exemplar	n+n.Exemplar@n+n.Muster
shivers	n+m.Schauer@v.zittern
surefire	a.todsicher@a.bombensicher
snorkelling	n+n.Schnorcheln
smitten	a.verliebt@a.vernarrt
waterworks	n+n.Wasserwerk
headlamps	n+m.Scheinwerfer@n+f.Stirnlampe
anaesthetic	n+n.Anästhetikum@a.anästhetisch
dunstable	n.Dunstable
rarest	a.seltenste
macadamia	n+f.Macadamia
takin	n+m.Takin
disqualify	v.disqualifizieren
rashes	n+m.Ausschlag@n+f.Hautausschlag
averted	v.abwenden@a.abgewendet
antiaging	a.Anti-Aging-@n+n.Anti-Aging
psychol	a.psychologisch
dissipated	a.zerstreut@v.zerstreuen
equated	v.gleichsetzen@a.gleichgesetzt
swig	n+m.Schluck@v.schlucken
unionist	n+m.Gewerkschafter@n+m.Unionist
gregorio	n.Gregorio
clocked	v.stoppen@v.messen
masquerading	v.sich ausgeben als@v.sich maskieren
discernible	a.erkennbar@a.wahrnehmbar
complementing	v.ergänzen@a.ergänzend
pennants	n+m.Wimpel@n+f.Flagge
looser	a.lockerer@a.loser
bookie	n+m.Buchmacher
boggling	a.verblüffend@v.verblüffen
ptolemy	n.Ptolemäus
skewers	n+m.Spieß@v.aufspießen
lauded	v.loben@a.gelobt
consonants	n+m.Konsonant
demarcation	n+f.Abgrenzung@n+f.Demarkation
zooms	v.zoomen@n+m.Zoom
roadblocks	n+f.Straßensperre
miocene	n+n.Miozän@a.miozän
homophobic	a.homophob
diamondback	n+m.Diamantklapperschlange
steeple	n+m.Kirchturm@n+f.Turmspitze
foosball	n+m.Tischfußball@n+m.Kicker
rept	n.Rept
lumberjack	n+m.Holzfäller
concussion	n+f.Gehirnerschütterung
nailing	v.nageln@a.nagelnd
epidermis	n+f.Epidermis@n+f.Oberhaut
oktoberfest	n+n.Oktoberfest
rhinoplasty	n+f.Rhinoplastik@n+f.Nasenkorrektur
peptic	a.peptisch@a.Verdauungs-
tannins	n+n.Tannin@n+m.Gerbstoff
deadliest	a.tödlichste
sparingly	ad.sparsam@ad.maßvoll
penance	n+f.Buße@n+f.Reue
psychotropic	a.psychotrop
malaya	n.Malaya
hypothalamus	n+m.Hypothalamus
shostakovich	n.Schostakowitsch
priestly	a.priesterlich
curtailed	v.einschränken@a.gekürzt
manipulator	n+m.Manipulator
timestamps	n+m.Zeitstempel
rollo	n.Rollo
nim	n.Nim
conspicuously	ad.auffällig@ad.augenfällig
risked	v.riskieren
bowled	v.bowlen@v.werfen
breaststroke	n+n.Brustschwimmen
modernized	v.modernisieren@a.modernisiert
blemishes	n+m.Makel@n+m.Fehler
deductibles	n+f.Selbstbeteiligung@n+m.Selbstbehalt
eagerness	n+f.Eifer@n+f.Begeisterung
peacemaker	n+m.Friedensstifter
pearly	a.perlmuttartig@a.perlend
ilia	n+n.Darmbein
bookmarked	v.mit Lesezeichen versehen@a.als Lesezeichen gespeichert
letterbox	n+m.Briefkasten
halal	a.halal
kirsch	n+m.Kirsch@n+m.Kirschwasser
roadhouse	n+n.Rasthaus
recklessly	ad.leichtsinnig@ad.rücksichtslos
charted	v.kartieren@a.verzeichnet
cubicles	n+f.Kabine@n+f.Bürozelle
islets	n+f.kleine Insel@n+f.Inselchen
apothecary	n+m.Apotheker@n+f.Apotheke
ladysmith	n.Ladysmith
switchable	a.umschaltbar@a.schaltbar
samuelson	n.Samuelson
anhydrous	a.wasserfrei@a.anhydrisch
looted	v.plündern@a.geplündert
padua	n.Padua
gdansk	n.Danzig
jenner	n.Jenner
parkin	n.Parkin
wagers	n+f.Wette@v.wetten
ravioli	n+f.Ravioli
enrolments	n+f.Einschreibung@n+f.Anmeldung
walling	n+f.Mauer@v.einmauern
jointed	a.gegliedert@a.mit Gelenken
ribosome	n+n.Ribosom
carnivals	n+m.Karneval@n+n.Volksfest
heyday	n+f.Blütezeit@n+f.Glanzzeit
topsoil	n+m.Mutterboden@n+f.Humusschicht
isomers	n+n.Isomer
telescoping	a.ausziehbar@v.ineinanderschieben
pulsating	a.pulsierend@v.pulsieren
beaming	a.strahlend@v.strahlen
dore	n.Doré
balancer	n+m.Ausgleicher@n+m.Balancer
dinghies	n+n.Schlauchboot@n+n.Beiboot
chooser	n+m.Wähler@n+m.Auswählende
argentinian	a.argentinisch@n+m.Argentinier
apparels	n+f.Bekleidung@n+f.Kleidung
taint	n+m.Makel@v.beflecken
timescales	n+m.Zeitrahmen@n+f.Zeitskala
lounging	v.faulenzen@a.faulenzend
athenian	a.athenisch@n+m.Athener
predisposition	n+f.Prädisposition@n+f.Veranlagung
zermatt	n.Zermatt
bugging	v.abhören@v.nerven
outwardly	ad.äußerlich@ad.nach außen hin
trento	n.Trient
tumultuous	a.stürmisch@a.turbulent
symbiotic	a.symbiotisch
dyslexic	a.legasthenisch@n+m.Legastheniker
wishbone	n+n.Gabelbein@n+n.Wishbone
overseer	n+m.Aufseher@n+m.Vorarbeiter
chine	n+m.Rückgrat@n+f.Schlucht
crier	n+m.Ausrufer@n+m.Schreier
licenced	a.lizenziert@a.zugelassen
infecting	v.infizieren@a.infizierend
penetrations	n+f.Durchdringung@n+f.Eindringen
polyvinyl	n+n.Polyvinyl
ganglion	n+n.Ganglion
bunt	n+m.Buntwäsche@v.bunt sein
decompose	v.zersetzen@v.sich zersetzen
unimaginable	a.unvorstellbar
chimpanzees	n+m.Schimpanse
briton	n+m.Brite@n+f.Britin
glistening	a.glänzend@v.glänzen
hamza	n.Hamza
moonshine	n+m.Mondschein@n+m.Schwarzgebrannter
excreted	v.ausscheiden@a.ausgeschieden
paros	n.Paros
scribble	v.kritzeln@n+f.Kritzelei
anselm	n.Anselm
fete	n+n.Fest@v.feiern
peculiarities	n+f.Eigenart@n+f.Besonderheit
nonprescription	a.rezeptfrei
lichtenstein	n.Lichtenstein
firework	n+n.Feuerwerk
localize	v.lokalisieren@v.orten
tablatures	n+f.Tabulatur
favourably	ad.günstig@ad.positiv
beset	v.bedrängen@a.bedrängt
involuntarily	ad.unwillkürlich@ad.unfreiwillig
chested	a.-brüstig
swede	n+m.Schwede@n+f.Steckrübe
hydrothermal	a.hydrothermal
hoke	v.aufpeppen
discoverer	n+m.Entdecker
ramen	n+f.Ramen
intensifying	v.verstärken@a.verstärkend
copyleft	n+n.Copyleft
outfitted	v.ausstatten@a.ausgestattet
adoptee	n+m.Adoptierte
intersects	v.kreuzen@v.schneiden
grandmaster	n+m.Großmeister
livers	n+f.Leber
historiography	n+f.Historiografie@n+f.Geschichtsschreibung
downgrades	n+f.Herabstufung@v.herabstufen
scrapping	v.verschrotten@n+f.Verschrottung
militarism	n+m.Militarismus
glassy	a.glasig@a.gläsern
bullhead	n+m.Groppe@n+m.Dickkopf
riddled	a.durchlöchert@a.durchsetzt
mimosa	n+f.Mimose
wealthiest	a.reichste@a.wohlhabendste
wildfires	n+n.Lauffeuer@n+m.Waldbrand
shrill	a.schrill@a.gellend
ellyn	n.Ellyn
hryvnia	n+f.Hrywnja
halved	v.halbiert@a.halbiert
vatu	n+m.Vatu
shauna	n.Shauna
swedes	n+m.Schwede@n+f.Steckrübe
headland	n+n.Kap@n+f.Landzunge
funchal	n.Funchal
bergamo	n.Bergamo
quarterfinals	n+n.Viertelfinale
hobbyist	n+m.Hobbyist@n+m.Bastler
agitator	n+m.Agitator@n+m.Aufwiegler
homozygous	a.homozygot@a.reinerbig
utensil	n+n.Utensil@n+n.Gerät
puller	n+m.Zieher@n+m.Abzieher
sheba	n.Saba
glows	v.glüht@v.leuchtet
dena	n.Dena
heighten	v.erhöhen@v.steigern
surpassing	a.überragend@v.übertreffend
dinning	v.dröhnend@v.einbläuend
misfit	n+m.Außenseiter@n+m.Sonderling
ladle	n+f.Schöpfkelle@n+m.Schöpflöffel
scotus	n+m.SCOTUS
quotable	a.zitierbar@a.zitierfähig
asides	n+f.Randbemerkung@n+n.Beiseitesprechen
pinks	n+n.Rosa@n+f.Nelke
rusted	a.verrostet@a.rostig
zirconium	n+n.Zirkonium
noelle	n.Noelle
naturalistic	a.naturalistisch
dogmatic	a.dogmatisch
guan	n+m.Guan
tristram	n.Tristram
rectification	n+f.Berichtigung@n+f.Gleichrichtung
duisburg	n.Duisburg
ballon	n+m.Ballon
surly	a.mürrisch@a.griesgrämig
highpoint	n+m.Höhepunkt
stratospheric	a.stratosphärisch
preeminent	a.herausragend@a.überragend
nonparametric	a.nichtparametrisch
fertilized	a.befruchtet@a.gedüngt
mistral	n+m.Mistral
zeroes	n+f.Null@v.nullt
admirer	n+m.Bewunderer@n+m.Verehrer
divisor	n+m.Divisor@n+m.Teiler
wanderlust	n+f.Wanderlust@n+f.Reiselust
cleat	n+f.Klampe@n+m.Stollen
motioned	v.winkte@v.deutete
decentralisation	n+f.Dezentralisierung
catastrophes	n+f.Katastrophe
verna	n.Verna
thickened	a.verdickt@v.verdickte
immediacy	n+f.Unmittelbarkeit@n+f.Dringlichkeit
indra	n.Indra
olivet	n.Olivet
felonies	n+n.Schwerverbrechen@n+f.Straftat
vibrio	n+m.Vibrio
leda	n.Leda
casebook	n+n.Fallbuch@n+f.Fallsammlung
yaw	n+f.Gierung@v.gieren
sabin	n.Sabin
searing	a.sengend@a.brennend
detonation	n+f.Detonation@n+f.Explosion
wigwam	n+m.Wigwam
approximating	v.annähernd@v.nähernd
beheaded	v.enthauptet@a.enthauptet
postmark	n+m.Poststempel@v.abstempeln
pinewood	n+n.Kiefernholz
tangential	a.tangential@a.nebensächlich
headhunter	n+m.Headhunter@n+m.Kopfjäger
helga	n.Helga
clwyd	n.Clwyd
bereaved	a.trauernde@a.hinterblieben
bustier	n+n.Bustier
apologizes	v.entschuldigt
drugged	a.betäubt@a.unter Drogen
muskogee	n.Muskogee
seahorse	n+n.Seepferdchen
motte	n+f.Motte
volga	n+f.Wolga
softener	n+m.Weichmacher@n+m.Weichspüler
breaching	v.durchbrechend@n+m.Verstoß
maelstrom	n+m.Mahlstrom@n+m.Strudel
rivalries	n+f.Rivalität@n+f.Konkurrenz
gnomes	n+m.Gnom@n+m.Zwerg
prioritizing	v.priorisierend
affectionately	ad.liebevoll@ad.zärtlich
uneducated	a.ungebildet@a.unerzogen
necessitates	v.erfordert@v.notwendig macht
alopecia	n+f.Alopezie@n+m.Haarausfall
singaporean	a.singapurisch@n+m.Singapurer
keyboarding	n+n.Tastaturschreiben
robeson	n.Robeson
blunders	n+m.Schnitzer@n+m.Fehler
proportionately	ad.proportional@ad.verhältnismäßig
lineages	n+f.Abstammungslinie@n+f.Linie
dermatologists	n+m.Dermatologe@n+m.Hautarzt
marbled	a.marmoriert
bothersome	a.lästig@a.störend
draconian	a.drakonisch
approver	n+m.Genehmiger@n+m.Freigeber
articular	a.artikulär@a.Gelenk-
trackball	n+m.Trackball
werewolves	n+m.Werwolf
autocorrelation	n+f.Autokorrelation
mombasa	n.Mombasa
mocked	v.verspottete@v.verhöhnte
holler	v.schreien@v.brüllen
fain	ad.gern@a.bereit
duns	v.mahnt@n+f.Mahnung
guanine	n+n.Guanin
hae	v.haben
bridgetown	n.Bridgetown
darrin	n.Darrin
brews	v.braut@n+n.Gebräu
cruelly	ad.grausam@ad.brutal
tapioca	n+f.Tapioka
furrow	n+f.Furche@v.furchen
semantically	ad.semantisch
cagliari	n.Cagliari
fewest	a.wenigste
parables	n+f.Parabel@n+n.Gleichnis
valkyrie	n+f.Walküre
salas	n.Salas
drowsy	a.schläfrig@a.benommen
cashew	n+f.Cashewnuss@n+m.Cashew
unproven	a.unbewiesen@a.nicht erwiesen
bushel	n+m.Scheffel
myocardium	n+n.Myokard@n+m.Herzmuskel
cypher	n+f.Chiffre@n+f.Ziffer
beholder	n+m.Betrachter
cursive	a.kursiv@n+f.Kursivschrift
organises	v.organisiert
hydrated	a.hydratisiert@a.wasserhaltig
liguria	n.Ligurien
forties	n+f.Vierziger
sedition	n+f.Aufwiegelung@n+m.Aufruhr
photosynthetic	a.photosynthetisch
lutherans	n+m.Lutheraner
examen	n+f.Prüfung@n+n.Examen
pips	n+m.Kern@n+m.Pip
tongued	a.gezüngelt@a.zungig
ghastly	a.grässlich@a.gespenstisch
walcott	n.Walcott
vaudeville	n+n.Varieté@n+n.Vaudeville
succumb	v.erliegen@v.unterliegen
unapproved	a.nicht genehmigt@a.ungebilligt
nematodes	n+m.Nematode@n+m.Fadenwurm
jaclyn	n.Jaclyn
gremlins	n+m.Gremlin@n+m.Kobold
bolero	n+m.Bolero
tortola	n.Tortola
criticise	v.kritisieren
powertrain	n+m.Antriebsstrang
immunized	a.immunisiert@a.geimpft
ricochet	n+m.Querschläger@v.abprallen
kurosawa	n.Kurosawa
aberrant	a.aberrant@a.abweichend
inquisitive	a.neugierig@a.wissbegierig
ukr	n.UKR
wyandotte	n.Wyandotte
dumber	a.dümmer
ruptured	a.gerissen@a.geplatzt
insoles	n+f.Einlegesohle
starlet	n+n.Sternchen@n+n.Starlet
earner	n+m.Verdiener
doorways	n+m.Türrahmen@n+f.Türöffnung
radiologists	n+m.Radiologe
sirs	n+m.Herr
overruled	v.überstimmte@v.aufhob
menagerie	n+f.Menagerie
osgood	n.Osgood
zoomed	v.zoomte@v.raste
teamsters	n+m.Teamster@n+m.Fuhrmann
groupie	n+m.Groupie
thrombin	n+n.Thrombin
laminar	a.laminar@a.schichtförmig
forked	a.gegabelt@a.gespalten
immunoglobulins	n+n.Immunglobulin
apprehensive	a.besorgt@a.ängstlich
cowards	n+m.Feigling
camber	n+f.Wölbung@n+m.Sturz
colliery	n+f.Zeche@n+n.Bergwerk
incubators	n+m.Inkubator@n+m.Brutkasten
sweeties	n+n.Bonbon@n+m.Schatz
landfall	n+f.Landung@n+n.Auftreffen
cowl	n+f.Kutte@n+f.Kapuze
captors	n+m.Entführer@n+m.Geiselnehmer
suwannee	n.Suwannee
fils	n+m.Fils
laity	n+f.Laienschaft@n+n.Laientum
hyperlinked	a.verlinkt@a.mit Hyperlink
birkenhead	n.Birkenhead
prefixed	a.vorangestellt@a.mit Präfix
purposefully	ad.zielstrebig@ad.absichtlich
gutted	a.ausgeweidet@a.entkernt
arming	v.bewaffnend@n+f.Bewaffnung
amassed	v.angehäuft@v.angesammelt
itinerant	a.umherziehend@a.wandernd
ouachita	n.Ouachita
slat	n+f.Latte@n+f.Lamelle
freeways	n+f.Autobahn@n+f.Schnellstraße
newlyweds	n+n.Frischvermählte@n+n.Neuvermählte
reelection	n+f.Wiederwahl
hales	v.schleppt@n.Hales
vitreous	a.glasartig@a.gläsern
countable	a.zählbar@a.abzählbar
dolomite	n+m.Dolomit
felons	n+m.Schwerverbrecher@n+m.Straftäter
salvaged	v.geborgen@v.gerettet
soyuz	n.Sojus
afterglow	n+n.Nachglühen@n+n.Abendrot
secunderabad	n.Secunderabad
dormitories	n+m.Schlafsaal@n+n.Wohnheim
millwork	n+f.Fräsarbeit@n+n.Sägewerk
colostrum	n+n.Kolostrum@n+f.Vormilch
dearth	n+m.Mangel@n+f.Knappheit
palatable	a.schmackhaft@a.genießbar
wisc	n.Wisc
unmasked	a.entlarvt@v.demaskiert
homies	n+m.Kumpel@n+m.Freund
tarmac	n+m.Rollfeld@n+m.Asphalt
customisation	n+f.Anpassung@n+f.Individualisierung
conservator	n+m.Konservator@n+m.Restaurator
pipettes	n+f.Pipette
goon	n+m.Schläger@n+m.Trottel
artefact	n+n.Artefakt@n+m.Gegenstand
expository	a.erklärend@a.darlegend
complementarity	n+f.Komplementarität
instinctive	a.instinktiv@a.triebhaft
restlessness	n+f.Ruhelosigkeit@n+f.Unruhe
baptised	v.getauft@a.getauft
stalling	v.verzögernd@n+n.Hinhalten
molnar	n.Molnar
decors	n+n.Dekor@n+f.Ausstattung
burlesque	n+f.Burleske@a.burlesk
acis	n.Akis
steuben	n.Steuben
regaining	v.wiedererlangend@v.zurückgewinnend
hausfrau	n+f.Hausfrau
goldfields	n+n.Goldfeld
rickey	n.Rickey
perversion	n+f.Perversion@n+f.Verdrehung
swells	v.schwillt@n+f.Dünung
shana	n.Shana
beefy	a.fleischig@a.stämmig
pica	n+f.Pica@n+n.Pica
skits	n+m.Sketch@n+f.Parodie
shenyang	n.Shenyang
mussolini	n.Mussolini
acquaint	v.bekanntmachen@v.vertraut machen
kootenay	n.Kootenay
tog	n+n.Kleidungsstück@n+m.Tog
ethnology	n+f.Ethnologie@n+f.Völkerkunde
havelock	n.Havelock
davao	n.Davao
lengthening	v.verlängernd@n+f.Verlängerung
taut	a.straff@a.gespannt
tajik	a.tadschikisch@n+m.Tadschike
romulus	n.Romulus
charade	n+f.Scharade@n+f.Farce
arnhem	n.Arnheim
bobbin	n+f.Spule@n+f.Bobine
rugrats	n+m.Steppke@n+n.Kleinkind
mechanized	a.mechanisiert
reassigned	v.neu zugewiesen@v.versetzt
doings	n+n.Tun@n+f.Aktivität
bursa	n+f.Bursa@n+m.Schleimbeutel
financiers	n+m.Finanzier@n+m.Geldgeber
foolishness	n+f.Torheit@n+f.Dummheit
welds	v.schweißt@n+f.Schweißnaht
unequivocal	a.eindeutig@a.unmissverständlich
braunschweig	n.Braunschweig
coptic	a.koptisch@n+n.Koptisch
reorganisation	n+f.Reorganisation@n+f.Umstrukturierung
conglomerates	n+n.Konglomerat@n+m.Mischkonzern
dehumidifiers	n+m.Luftentfeuchter
dumper	n+m.Kipper@n+m.Muldenkipper
hamill	n.Hamill
spiny	a.stachelig@a.dornig
arezzo	n.Arezzo
dropkick	n+m.Dropkick
silken	a.seiden@a.seidenartig
elastomer	n+n.Elastomer
wahoo	n+m.Wahoo@int.juhu
anagram	n+n.Anagramm
fogdog	n+m.Nebelbogen
finnegan	n.Finnegan
bazar	n+m.Basar
newsworthy	a.berichtenswert
sensitization	n+f.Sensibilisierung
hyperactive	a.hyperaktiv
thrusting	v.stoßend@n+n.Stoßen
pavilions	n+m.Pavillon
antenatal	a.pränatal@a.vorgeburtlich
kola	n+f.Kolanuss
revitalizing	v.revitalisierend@a.belebend
clung	v.klammerte@v.hing
seepage	n+f.Versickerung@n+n.Sickerwasser
hie	v.eilen@v.hasten
wooten	n.Wooten
nonviolence	n+f.Gewaltlosigkeit
purports	v.behauptet@v.vorgibt
shillong	n.Shillong
technicolor	n+n.Technicolor
narragansett	n.Narragansett
needlessly	ad.unnötig@ad.unnötigerweise
rehabilitated	a.rehabilitiert@v.saniert
squatting	v.hockend@n+n.Hausbesetzung
cordially	ad.herzlich@ad.freundlich
expendable	a.entbehrlich@a.verzichtbar
succumbed	v.erlag@v.unterlag
soulmate	n+m.Seelenverwandter@n+f.Seelenverwandte
maxis	n+m.Maxirock@n+n.Maxi
poppers	n+m.Popper@n+m.Druckknopf
superstitions	n+m.Aberglaube
datebook	n+m.Terminkalender
rapists	n+m.Vergewaltiger
spangled	a.glitzernd@a.mit Pailletten
seabed	n+m.Meeresboden@n+m.Meeresgrund
orly	n.Orly
complicating	v.komplizierend@v.erschwerend
texturing	n+f.Texturierung
correspondences	n+f.Korrespondenz@n+f.Übereinstimmung
groomsmen	n+m.Trauzeuge@n+m.Brautführer
rectory	n+n.Pfarrhaus@n+f.Pfarrei
avo	n+f.Avocado
manipur	n.Manipur
suzhou	n.Suzhou
headboards	n+n.Kopfteil@n+n.Kopfende
palomino	n+m.Palomino
pomeranian	a.pommersch@n+m.Zwergspitz
iliad	n+f.Ilias
graze	v.grasen@v.streifen
looped	a.geschlungen@v.schleifenförmig
erythrocyte	n+m.Erythrozyt@n+n.rotes Blutkörperchen
unobtrusive	a.unauffällig@a.dezent
myelin	n+n.Myelin
fragility	n+f.Zerbrechlichkeit@n+f.Fragilität
judea	n.Judäa
invoiced	v.in Rechnung gestellt@a.fakturiert
hangul	n+n.Hangul
currant	n+f.Johannisbeere@n+f.Korinthe
modulators	n+m.Modulator
brownian	a.brownsch
archivists	n+m.Archivar
underlies	v.zugrunde liegt@v.unterliegt
intricacies	n+f.Feinheit@n+f.Kompliziertheit
herringbone	n+n.Fischgrätmuster
afoot	ad.zu Fuß@a.im Gange
oddity	n+f.Kuriosität@n+f.Seltsamkeit
cornered	a.in die Enge getrieben@v.in die Ecke gedrängt
eyeliner	n+m.Eyeliner@n+m.Kajalstift
totalled	v.summiert@v.zu Schrott gefahren
auspicious	a.vielversprechend@a.günstig
woken	v.geweckt@v.aufgewacht
splashing	v.spritzend@n+n.Platschen
aphids	n+f.Blattlaus
hotly	ad.hitzig@ad.heftig
cutthroat	n+m.Halsabschneider@a.mörderisch
coincidental	a.zufällig@a.koinzident
puffed	a.aufgeblasen@v.gepustet
disapproved	v.missbilligte@v.ablehnte
interlaced	a.verschachtelt@a.verflochten
tarrytown	n.Tarrytown
vaseline	n+f.Vaseline
instalments	n+f.Rate@n+f.Lieferung
strontium	n+n.Strontium
presumptive	a.mutmaßlich@a.präsumptiv
crustal	a.krustal@a.Krusten-
hackman	n.Hackman
comprehensible	a.verständlich@a.begreiflich
seduces	v.verführt
fallacies	n+m.Trugschluss@n+f.Täuschung
unambiguously	ad.eindeutig@ad.unmissverständlich
