29	n.xxix
گاڑی بان	n+m.carman@n+m.wagoner@n+m.waggoner
گاڑی بنانے والا	n+m.wainwright@n+m.cartwright
گاڑی ساز	n+m.automakers@n+m.automaker
گاڑی چلانا	v.motoring
گاڑی چلانے والا	n+m.motorist
گاڑی کا پچھلا حصہ	n+m.tonneau
گاڑی کا ڈھانچہ	n+m.bodywork@n+m.fairing
گاڑی کھڑی کرنے کی جگہ	n+m.carpark
گاڑی کی چھت	n+m.carport
گاڑیاں	n+f.cars@n+f.vehicles@n+f.motors@n+f.autos@n+f.automobiles@n+f.vans@n+f.carts@n+f.wagons@n+f.carriages
گاڑیوں کا	a.automotive@a.vehicular
گاڑیوں کا راستہ	n+m.carriageway
گاہک	n+m.customer@n+m.customers@n+m.clients@n+m.clientele
گایا	v.sang@v.sung@n+f.gaia@v.chanted
گایا ہوا	a.sung
گب	n+m.gib
گبز	n+m.gibbs
گبسن	n+m.gibson
گبن	n+m.gibbons
گبن بندر	n+m.gibbon
گبورون	n+m.gaborone
گتا	n+m.paperboard
گتھا ہوا	a.interlaced
گتھری	n+m.guthrie
گتہ	n+m.cardboard
گجرات	n+m.gujarat
گجراتی	n+m.gujarati@a.gujarati
گدا	n+m.mattress
گدا ہوا	a.quilted
گدائی	n+f.padding
گدانسک	n+m.gdansk
گدلا	a.murky
گدلاپن	n+f.turbidity
گدگدانا	v.tickle@v.tickled
گدگداہٹ والا	a.ticklish
گدگدی	n+f.tickling@n+f.tickle
گدگدی کرنا	v.tickling
گدھ	n+m.vulture@n+m.buzzard@n+m.vultures
گدھا	n+m.ass@n+m.donkey@n+m.jackass
گدھے	n+m.asses@n+m.donkeys
گدی	n+m.pad@n+m.cushion@n+f.throne@n+f.wad
گدی بندی	n+f.upholstery
گدی دار	a.padded@a.upholstered@a.cushioned
گدی لگانا	n+m.cushioning@v.cushioning@v.cushioned
گدی والا اسٹول	n+m.ottomans
گدیاں	n+f.pads@n+f.cushions
گدے	n+m.mattresses
گر پڑا	v.fell
گر گیا	v.fallen@v.collapsed
گرا	v.fell@v.tumbled@v.slumped
گرا دیا	v.relegated
گرا ہوا	a.fallen@a.degraded@a.slumped@n+m.plummet
گراؤ	n+m.collapses
گراؤنڈ ہاگ	n+m.groundhog
گرائمز	n+m.grimes
گراتا ہے	v.fells
گراز	n+m.graz
گراف	n+m.graph@n+m.graphs@n+m.graf
گراف بنانا	v.graphing
گراف سازی	n+f.graphing
گرافٹن	n+m.grafton
گرافک	a.graphic@n+m.graphic
گرافکس	n+f.graphics
گرافیکل	a.graphical
گرام	n+m.grams@n+m.gram
گرامر	n+m.grammar
گراموفون	n+m.gramophone
گرانا	v.drop@v.dropping@v.spill@v.topples@v.shedding@v.dismantling@v.spilling@vt.demolish@vt.topple@vt.prostrate@v.felling@v.toppling
گرانٹ	n+m.grant
گرانٹس	n+m.grants
گراوٹ	n+f.fall@n+f.dropping@n+f.degradation
گراہم	n+m.graham@n+m.grahame
گرایا	v.dropped@v.degraded@v.downed@v.toppled@v.felled
گرایا ہوا	a.demolished
گربر	n+m.gerber
گرتا ہوا	a.falling@a.declining@a.crashing@a.cascading
گرتا ہے	v.falls@v.drops
گرج	n+f.thunder@n+f.booms@n+f.growl@n+f.rumbles
گرج چمک والی بارش	n+f.thunderstorm
گرجا	n+m.church@n+m.duomo@v.growled
گرجا رکھوالا	n+m.sexton
گرجا کا درمیانی حصہ	n+m.nave
گرجا کا صحن	n+m.churchyard
گرجا گھر	n+f.churches@n+f.basilica@n+m.minster@n+m.cathedrals
گرجا گھر کی بینچ	n+f.pew
گرجتا	a.roaring
گرجتا ہوا	a.thundering
گرجتا ہے	vi.booms
گرجنا	v.roaring@v.booming@v.thundering@vi.growl@v.roared@v.growling@v.rumbles
گرد	n+m.dust
گرد آلود	a.dusty
گرد افشانی	n+f.pollination
گرد و نواح	n+m.surrounds
گردان کرنا	v.conjugated
گردش	n+f.circulation@n+f.rotation@n+f.rotations@n+f.vorticity
گردش شدہ	a.circulated
گردش کرنا	v.circulated@v.circulating@v.circulate
گردشی	a.rotary@a.rotating@a.circulating@a.rotational
گردن	n+f.neck
گردن توڑ بخار	n+f.meningitis
گردن رحم	n+f.cervix
گردن والا	a.necked
گردن کا درد	n+f.crick
گردنی	a.cervical
گردنیں	n+f.necks
گردونواح	a.surrounding
گردہ	n+m.kidney
گردے	n+m.kidneys
گردے کا	a.renal
گردے کی بیماری	n+f.nephropathy
گرز	n+f.mace
گرزلی ریچھ	n+m.grizzly
گرس	n+m.gris
گرشون	n+m.gershwin
گرفت	n+f.hold@n+f.catch@n+f.grip@n+f.grasp@n+f.grips
گرفتار	a.arrested@a.captured
گرفتار کرنا	v.arrest@v.arrests@v.arresting@v.apprehended@v.apprehend
گرفتار کیا	v.arrested
گرفتاری	n+f.capture@n+f.arrest@n+f.captures
گرفتاریاں	n+f.arrests
گرفتیں	n+f.holds
گرل	n+f.grill@n+m.grills
گرل فرینڈ	n+f.girlfriend
گرل فرینڈز	n+f.girlfriends
گرل کیا	v.grilled
گرم	a+m.hot@a+f.hot@a+m.warm@a+f.warm@a.tropical@a.thermal@a.heated@n+m.grimm@a.toasty
گرم اپ	n+m.warmup
گرم بستر	n+m.hotbed
گرم تر	a.warmer@a.hotter
گرم ترین	a.hottest
گرم جوش	a.fervent
گرم جوشی	n+m.warmth
گرم ڈھانپنا	n+f.cosy
گرم کر رہا ہے	v.heating
گرم کرنا	v.heat@v.warm@v.warming@v.heats@v.warmed@v.warms
گرم کرنے والا	n+m.warmer
گرم کرنے والے	n+m.warmers
گرم کیا	v.heated
گرم ہوا کا ستون	n+m.thermals
گرماہٹ	n+f.warming
گرمجوشی	n+f.ardour
گرمجوشی سے	ad.warmly
گرمسبی	n+m.grimsby
گرمی	n+f.summer@n+f.heat@n+f.warmth@n+f.heats
گرمی میں بیٹھنا	vi.bask
گرمی کا وسط	n+m.midsummer
گرمی کی لہر	n+f.heatwave
گرمیاں	n+m.summers
گرمین	n+m.grumman
گرنا	v.fall@v.falling@v.decline@v.collapse@v.cascade@v.flop@v.tumble@n+f.tumble@v.cascading@v.flops@v.slump@v.plunged@v.tumbling@v.collapses@v.collapsing@vi.topple
گرنج	n+m.grunge
گرنزی	n+m.guernsey
گرنچ	n+m.grinch
گرنڈی	n+m.grundy
گرنگو	n+m.gringo
گرو	n+m.guru@n+m.gurus@n+f.gro@n+m.gros
گروسری	n+m.grocery@n+f.groceries
گرونینگن	n+m.groningen
گروور	n+m.grover
گروٹ	n+m.grout@n+m.grote
گروٹ لگانا	vt.grout
گروپ	n+m.group@n+m.groups
گروپ ویئر	n+m.groupware
گروپر مچھلی	n+f.grouper
گروہ	n+m.group@n+m.groups@n+m.gang@n+m.choir@n+m.bloc@n+m.gangs@n+m.posse@n+m.cohorts@n+f.clique@n+m.blocs
گروہ بندی	n+f.grouping@n+f.groupings
گروہ بندی کی	v.grouped
گروہ شدہ	a.grouped
گروہی گانے کا	a.choral
گروی رکھتا ہے	vt.pawns
گروی رکھنا	v.pawn@vt.hock@v.pledging
گروی رکھنے والا	n+m.mortgagor
گرٹروڈ	n+f.gertrude
گرڈ	n+m.grid@n+m.grids
گرگٹ	n+m.chameleon
گرہ	n+f.kink
گرہ دار	a.knotted
گرہ لگانا	v.knotting
گرہ پروری	n+f.housewarming
گرہارڈ	n+m.gerhard
گرہن	n+m.eclipse@n+m.eclipses
گرہن ہونا	v.eclipse
گرہنی	n+m.duodenum
گرہی	a.nodal
گرہیں	n+m.nodes@n+f.kinks
گری	n+m.nut@n+m.kernels@n+m.gree
گری دار میوے	n+m.nuts
گریئر	n+m.greer
گریبان	n+f.collar@n+f.neckline
گریجویشن	n+f.graduation
گریجویٹ	n+m.graduate@n+m.grad
گریز	n+f.avoidance@n+f.evasion@n+m.circumvention
گریز کرنا	v.avoiding@vt.circumvent
گریز کرنے والا	a.evasive
گریس لینڈ	n+m.graceland
گریسی	n+f.gracie
گریشم	n+m.gresham
گریفائٹ	n+m.graphite
گریفتھ	n+m.griffith
گریفن	n+m.griffin
گریل	n+m.grail
گریلی	n+m.greeley
گریمرسی	n+m.gramercy
گریملن	n+m.gremlins@n+m.gremlin
گریمپیان	n+m.grampian
گریمی	n+m.grammy
گرین	n+m.greene
گرین سپین	n+m.greenspan
گرین فیلڈ	n+m.greenfield
گرین لینڈ	n+m.greenland
گرین ووڈ	n+m.greenwood
گرین وچ	n+m.greenwich
گرین ویل	n+m.grenville
گرین پیس	n+m.greenpeace
گرین ہاؤس	n+m.greenhouse@n+m.greenhouses@n+m.conservatories
گرینائٹ	n+m.granite
گریناڈا	n+f.grenada
گریناڈائنز	n+f.grenadines
گرینج	n+m.grange
گرینجر	n+m.granger@n+m.grainger
گرینز بورو	n+m.greensboro
گرینوبل	n+m.grenoble
گرینولا	n+m.granola
گرینوک	n.greenock
گرینویل	n+m.granville
گرینڈ	n+m.grand
گرینڈ ماسٹر	n+m.grandmaster
گرینڈل	n+m.grendel
گرینیڈ	n+f.grenade
گریوز اینڈ	n+m.gravesend
گریٹا	n+f.greta
گریٹزکی	n+m.gretzky
گریٹل	n.gretel
گریپ	n+m.grep
گریچن	n+f.gretchen
گریڈی	n+m.grady
گریکو	n+m.greco
گریگ	n+m.greg@n+m.gregg@n.grieg
گریگوری	n+m.gregory
گریگوریائی	a.gregorian
گریگوریو	n+m.gregorio
گرے لنگ مچھلی	n+m.grayling
گرے ہاؤنڈ	n+m.greyhound
گز	n+m.yard@n+m.yards
گزارا کرتا ہے	v.fares
گزارا کرنا	vi.fend
گزارش	n+f.plea@n+f.pleading
گزارہ	n+f.subsistence@n+f.alimony
گزبورن	n+m.gisborne
گزر	n+m.transit@n+f.traversal
گزر جانا	v.lapsed
گزر گاہ	n+m.passageway
گزرا	v.passed@v.undergone@v.underwent
گزرا ہوا	a.passed@a.elapsed@a.bygone
گزراؤ	n+m.throughput
گزرتا ہوا	a.passing
گزرتا ہے	v.passes@vt.undergoes@v.traverses
گزرنا	v.pass@n+m.passing@v.undergo@v.undergoing@v.elapsed@v.fared@v.traversing@v.lapses@v.transits
گزرنے والا	n+m.passer
گزرنے والے	n+m.passers
گزرگاہ	n+m.crossing
گزرگاہیں	n+m.fords
گزرے دن	n+m.yesterdays
گزشتہ	a.past
گزشتہ ماہ کا	a.ultimo
گزمین	n+m.guzman
گزیت	n+m.yardage
گس	n+m.gus
گستاخ	a.rude@a.saucy@a.brash@a.pert@a.irreverent@a.disrespectful
گستاوو	n+m.gustavo
گسٹاو	n+m.gustav
گسٹاوس	n+m.gustavus
گسٹاپو	n+f.gestapo
گش	n.gish
گشت	n+m.patrol@n+m.excursion@n+m.patrols@n+f.prowl
گشت کرنا	v.patrol@v.patrols@v.patrolling@v.patrolled
گشٹالٹ	n+m.gestalt
گفتگو	n+f.conversation@n+f.dialogue@n+f.conversations@n+f.discourse@n+m.discourses@n+f.colloquy
گفتگو سے متعلق	a.conversational
گفتگو کرنا	v.converse
گفٹ	n+f.gift
گل	n+f.gill@n+m.gil
گل استبرق	n+m.rhododendron
گل خطمی	n+f.mallow
گل داؤدی	n+f.daisy@n+f.daisies@n+m.chrysanthemum
گل دار	a.floral
گل لالہ	n+m.tulip@n+f.tulips
گلا	n+m.throat
گلا سڑا	a.decomposed
گلا گھونٹا	v.choked@v.smothered@v.strangled
گلا گھونٹتا ہے	vt.chokes
گلا گھونٹنا	v.throttle@v.choking@v.strangle
گلائکو پروٹین	n+m.glycoprotein
گلائیسین	n+m.glycine
گلائیڈر	n+m.glider
گلائیڈرز	n+m.gliders
گلائیڈنگ	n+f.gliding
گلائیکو پروٹین	n+m.glycoproteins
گلائیکوجن	n+m.glycogen
گلائیکول	n+m.glycol
گلاب	n+m.rose@n+f.roses
گلاب نما تمغہ	n+f.rosette
گلاب کی کلی	n+f.rosebud
گلابی	a+m.pink@a+f.pink@a.rosy@a.pinky@a.pinks
گلابی رنگ	n+m.pink@n+m.pinks
گلابی پھول	n+f.rosettes
گلاس	n+m.glass@n+m.glasses@n+m.tumbler@n+m.tumblers
گلاس مین	n+m.glassman
گلاسٹن بری	n+m.glastonbury
گلاسگو	n+m.glasgow
گلبرٹ	n+m.gilbert
گلبرٹو	n+m.gilberto
گلتیوں	n+m.galatians
گلدان	n+m.vase@n+m.urn@n+m.vases@n+f.urns
گلدستہ	n+m.bouquet
گلدستے	n+m.bouquets
گلز پرندے	n+f.gulls
گلسن	n.gilson
گلمور	n+m.gilmore
گلمین	n+m.gilman
گلنا سڑنا	vi.decompose@v.decomposing
گلوب	n+m.globe
گلوبن	n+m.globin
گلوبند	n+m.muffler
گلوبیولن	n+m.globulin
گلوریا	n+f.gloria
گلوسٹر	n+m.gloucester
گلوسٹر شائر	n+m.gloucestershire
گلوور	n+m.glover
گلوون	n+m.gluon
گلوٹاتھیون	n+m.glutathione
گلوٹامین	n+f.glutamine
گلوٹامیٹ	n+m.glutamate
گلوٹن	n+m.gluten
گلوٹین	n+f.guillotine
گلوکار	n+m.singer@n+m.singers@n+m.vocalist@n+m.vocalists
گلوکارائیں	n+f.divas
گلوکارہ	n+f.singer
گلوکاگون	n+m.glucagon
گلوکوز	n+m.glucose
گلٹی دار	a.lumpy
گلپھڑا	n+m.gill
گلپھڑے	n+f.gills
گلڈا	n+f.gilda
گلڈر	n+m.guilder@n+m.guilders
گلک	n.gluck
گلکرسٹ	n+m.gilchrist
گلگامش	n+m.gilgamesh
گلہری	n+f.squirrel@n+m.squirrels
گلی	n+f.street@n+f.avenue@n+f.lane@n+f.alley@n+f.rue@n+f.mews@n+f.byway
گلیاریاں	n+f.aisles
گلیاں	n+f.streets@n+f.lanes@n+f.alleys@n+f.byways
گلیز	n.gillies
گلیزر	n+m.glaser
گلیسرول	n+m.glycerol
گلیسرین	n+f.glycerine
گلیسن	n+m.gleason
گلیسپی	n+m.gillespie
گلیشیئر	n+m.glacier@n+m.glaciers
گلیشیر کا	a.glacial
گلیل	n+f.galilee@n+m.trebuchet
گلیلیو	n+m.galileo
گلیم	n+m.gilliam
گلین	n+m.glen@n+m.glenn@n+f.gillian
گلین ڈیل	n+m.glendale
گلینا	n+f.glenna
گلینڈا	n+f.glenda
گلینکو	n+m.glencoe
گلینگیری	n+m.glengarry
گلیور	n+m.gulliver
گلیوما	n+m.glioma
گلیڈس	n+f.gladys
گلیڈسٹون	n+m.gladstone
گلیڈی ایٹر	n+m.gladiator@n+m.gladiators
گلیکسو	n+m.glaxo
گلیگن	n+m.gilligan
گلے	n+f.throats
گلے لگاؤ	n+m.hug
گلے لگانا	v.embrace@v.hug@n+m.hugs@v.hugs@v.embraced@v.embracing@v.embraces@v.hugging@n+f.clinch@vt.cuddle@v.cuddling
گلے لگانے والا	a.cuddly@n+m.hugger
گلے لگایا	v.hugged
گلے ملنا	n+f.embrace@n+f.embraces
گلے والا	a.throated
گلے کا فریل	n+m.ruff
گلے کا ہار	n+m.choker
گلے کے ہار	n+m.chokers
گم بال	n+m.gumball
گمان	n+f.presumption@n+f.hunch
گمان کرنا	v.supposing
گمبو سوپ	n+m.gumbo
گمراہ	a.misguided@a.perverse@ad.astray
گمراہ کرنا	v.misled@vt.mislead
گمراہ کن	a.misleading
گمشدگی	n+f.disappearance
گمشدگیاں	n+f.disappearances
گمشدہ	a.lost
گملے میں	a.potted
گملے میں لگانا	v.potting
گمنام	a.anonymous@n+m.anon@a.unsung@a.incognito
گمنام شخص	n+m.nobody
گمنام طور پر	ad.anonymously
گمنامی	n+f.anonymity@n+f.obscurity
گنا	v.counted@n+m.cane@n+m.multiples@n+f.sugarcane
گنار	n+m.gunnar
گناہ	n+m.sin@n+m.offence@n+m.sins@n+m.transgression@n+m.transgressions
گناہ کرنا	v.sin@v.sinned
گناہ گار	a.sinful
گناہوں کی معافی	n+f.absolution
گناہگار	n+m.sinners
گنبد	n+m.dome@n+m.domes
گنبد دار	a.vaulted@a.domed
گنبدی سرا	n+m.finial
گنتا ہے	v.counts
گنتارا	n+m.abacus
گنتھر	n+m.gunther
گنتی	n+f.count@n+f.counts@n+f.calculation@n+f.counting@n+f.enumeration@n+f.tally@n+m.headcount@n+f.tallies
گنتی شدہ	a.numbered
گنتی کی	v.enumerated@v.tallied
گنج پن	n+f.alopecia
گنجا	a.bald@n+m.baldy
گنجا پن	n+f.baldness
گنجا ہونا	a.balding
گنجائش	n+f.capacity@n+f.capacitance@n+f.leeway
گنجائشی	a.capacitive
گنجان آباد	a.populous
گنجلک	a.woolly
گند	n+f.shit
گندا	a+m.dirty@a.nasty@a.foul@a.messy@a.filthy@a.sloppy@a.messed@a.soiled@a.fouled@a.sordid
گندا پانی	n+m.wastewater@n+m.sewage
گندا کرنا	v.soil@v.dirty@v.muddy@v.muck@v.messing@v.fouling@v.soiling
گندا کیا	v.soiled@v.littered
گندم	n+f.wheat
گندمی	a.tanned
گندنا	n+m.leek@n+m.leeks
گندگی	n+m.dirt@n+f.crap@n+f.mess@n+f.sewage@n+f.filth@n+f.muck@n+m.crud
گندگیاں	n+f.messes
گندھک	n+m.sulphur@n+m.brimstone
گندی	a+f.dirty
گنزبرگ	n+m.ginsberg@n+m.ginsburg
گننا	v.count@v.counting@v.numbering@v.tally@v.recount@vt.enumerate
گننے والا	n+m.enumerator
گنو	n+m.gnu
گنوم	n+m.gnome
گنٹر	n+m.gunter
گنگا	n+f.ganges
گنگا پن	n+m.aphasia
گنگرچ	n+m.gingrich
گنگنانا	v.hum@v.drone@v.humming@v.murmured
گنگنانے والی چڑیاں	n+f.hummingbirds
گنگناہٹ	n+f.hum@n+f.humming
گنگھم کپڑا	n+m.gingham
گنہگار	n+m.sinner
گنی	n+m.guinea@n+f.guineas
گنیش	n+m.ganesha
گوآن	n+m.guan
گوئن	n+m.guin
گوئٹے	n+m.goethe
گوئٹے مالا	n+m.guatemala
گوئٹے مالائی	a.guatemalan
گوئٹے مالائی شخص	n+m.guatemalan
گوئیڈو	n+m.guido
گوا	n+f.goa
گوار	n+m.guar
گوارانی	n+m.guarani
گواش	n+m.gouache
گوالن	n+f.cowgirl
گوالیار	n+m.gwalior
گوام	n+m.guam
گواناخواتو	n.guanajuato
گوانتانامو	n+m.guantanamo
گوانگژو	n+m.guangzhou
گوانین	n+f.guanine
گواڈالاہارا	n+f.guadalajara
گواڈالوپ	n+f.guadalupe
گواڈیلوپ	n+f.guadeloupe
گواکامولے	n+m.guacamole
گواہ	n+m.witness@n+m.witnesses
گواہی	n+f.testimony
گواہی دی	v.testified@v.witnessed
گواہی دیتا ہے	v.witnesses
گواہی دینا	v.witness@v.testify@v.attest@v.witnessing@v.testifying@v.testifies@vi.vouch
گواہیاں	n+f.testimonies
گوایاکیل	n.guayaquil
گوبر	n+m.dung
گوبر کا کیڑا	n+m.scarab
گوتھ	n+m.goth@n+m.goths
گوتھم	n+m.gotham
گوتھک	a.gothic@a.goth
گود	n+f.lap
گود لیا	a.adopted
گود لینا	n+f.adoption@v.adopt@v.adopting@n+f.adoptions
گود میں لینا	v.cradles
گودا	n+f.pulp
گودا لکڑی	n+f.heartwood
گودا ہوا	a.tattooed
گودار	n.godard
گودار پودا	n+m.succulent
گودام	n+m.warehouse@n+m.depot@n+m.barn@n+m.warehouses@n+m.barns@n+m.silo@n+m.silos@n+f.depositories@n+m.storehouse
گودام کاری	n+f.warehousing
گودنا	n+f.tattooing@v.tattooing
گودنا کرنا	v.tattoo
گودی	n+f.dock@n+f.docking
گودیاں	n+f.docks
گودیں	n+f.laps
گور	n+f.gore
گورا	n+m.honky@n+m.whitey
گورباچوف	n+m.gorbachev
گورنر	n+m.governor@n+m.governors
گورنری	a.gubernatorial
گورننس	n+f.governance
گورٹن	n+m.gorton
گورڈن	n+m.gordon
گورڈے	n+m.gourde
گوری	n+m.gorey
گوریرو	n+m.guerrero
گوریلا	n+m.gorilla@n+m.guerrilla@a.guerrilla@n+m.guerilla
گوریلے	n+m.guerrillas@n+m.gorillas
گورے	n+m.whites
گوسپورٹ	n+m.gosport
گوشت	n+m.meat@n+m.flesh@n+m.meats@n+f.carne
گوشت خور	n+m.carnivore@a.carnivorous@n+m.carnivores
گوشت دار	a.fleshy@a.meaty@a.beefy
گوشت کا سرطان	n+m.sarcoma
گوشت کا کوفتہ	n+m.meatball
گوشت کاٹنے کا چاقو	n+m.cleaver
گوشت کی روٹی	n+m.meatloaf
گوشت کی پیکنگ	n+f.meatpacking
گوشت کے ٹکڑے	n+f.fillets@n+m.hams
گوشن	n+m.goshen
گوشہ	n+m.niche
گوشہ نشین	a.withdrawn@n+m.hermit@n+m.recluse
گوف	n+m.goff
گوفر	n+m.gopher@n+m.gophers
گوفن	n+f.sling
گول	a+m.round@n+m.goal@a.rounded@a.looped
گول تھیٹر	n+m.amphitheatre
گول عمارت	n+f.rotunda@n+m.roundhouse
گول قطرہ	n+m.glob
گول مول کرنا	v.fudge
گول مٹول	a.chubby
گول پتھر	n+m.cobble@n+m.cobblestone
گول چکر	n+m.looping
گول کرنا	v.rounding
گول کیا	v.rounded
گول کیپر	n+m.goalie@n+m.goalkeeper@n+m.goaltender@n+m.goalies
گولائی	n+f.rounding
گولاش	n+m.goulash
گولاگ	n+m.gulag
گولف کے میدان	n+f.fairways
گولم	n+m.golem
گولوں کا علم	n+f.ballistics
گولڈ	n+m.gould
گولڈ سٹون	n+m.goldstone
گولڈبرگ	n+m.goldberg
گولڈمین	n+m.goldman
گولڈن آئی بطخ	n+m.goldeneye
گولڈنگ	n+m.golding
گولڈواٹر	n+m.goldwater
گولڈوِن	n+m.goldwyn
گولڈی	n+f.goldie
گولہ بارود	n+m.ammunition@n+f.ammo
گولہ باری	n+f.salvo@n+f.flak@n+f.shelling
گولہ باری کرنا	v.shelled
گولی	n+f.pill@n+f.tablet@n+f.bullet@n+f.marble@n+f.blob@n+f.pellet@n+f.gunshot@n+f.bolus
گولی باری	n+f.shooting@n+f.shootout@n+f.gunfire
گولی بند	a.bulletproof
گولی چلائی	v.shot@v.fired@v.gunned
گولی چلاتا ہے	v.shoots
گولی چلانا	v.shooting@v.shoot@v.firing
گولی کی آواز	n+m.gunshot
گولیاں	n+f.shots@n+f.pills@n+f.tablets@n+f.bullets@n+f.pellets@n+f.slugs@n+f.lozenges
گولیاں چلانا	n+f.shootings
گولے	n+m.balls@n+m.shells@n+m.orbs
گومیز	n+m.gomez
گوناڈوٹروپن	n+m.gonadotropin
گونج	n+f.echo@n+f.resonance@n+f.echoes@n+m.reverb@n+f.resonances
گونج پیدا کرنے والا	n+m.resonator
گونجا	v.echoed
گونجتا ہوا	a.echoed@a.resounding
گونجتا ہے	v.resonates
گونجنا	v.echo@v.buzz@v.echoes@v.echoing@vi.resonate
گونجنے والا	a.resonant
گوند	n+m.gum@n+f.glue@n+f.glues
گوندھا ہوا آٹا	n+m.dough
گوندھنا	v.knead
گونزالز	n+m.gonzales
گونزالو	n+m.gonzalo
گونزالیز	n+m.gonzalez
گونزو	n+m.gonzo
گونڈولا	n+f.gondola
گونگا	a.dumb@a.mute@n+m.mute
گوٹیئر	n+m.gautier
گوٹیریز	n+m.gutierrez
گوپھن	n+f.slings
گوڈا	n+m.gouda
گوڈارڈ	n+m.goddard
گوڈال	n+m.goodall
گوڈزیلا	n+m.godzilla
گوڈون	n+m.godwin
گوڈیوا	n+f.godiva
گوگان	n.gauguin
گوگل	n+m.google
گوگل کرنا	v.google@v.googling
گوگل کیا	v.googled
گوہانجنی	n+f.sty
گویا	n+m.cantor@n+m.minstrel@n+m.goya
گویلف	n+m.guelph
گوین	n+f.gwen@n.gwyn
گوینٹ	n+m.gwent
گوینڈولن	n+f.gwendolyn
گوینیڈ	n+m.gwynedd
گٹ	n+m.git
گٹ گٹ پینا	vt.swig
گٹار	n+m.guitar@n+m.guitars
گٹار بجانے والا	n+m.guitarist
گٹارسٹ	n+m.guitarists
گٹنبرگ	n+m.gutenberg
گٹھ جوڑ	n+m.coalition
گٹھا	n+m.bundle
گٹھریاں	n+f.sheaves
گٹھڑی	n+f.bale
گٹھڑی باندھنا	v.bale
گٹھیا	n+m.arthritis@n+m.gout@n+m.rheumatism
گٹھیا والا	a.rheumatic
گٹھیا کا	a.rheumatoid
گٹھے	n+m.bundles@n+m.bales
گپ شپ	n+f.gossip@n+f.chats@n+f.chatting@n+f.gab
گپ شپ کرنا	v.chatting@v.chatted
گپ کرتا ہے	v.chats
گپتا	n+m.gupta
گپی مچھلی	n+f.guppy
