24	n.xxiv
penyalipan	n.overtaking
penyamak kulit	n.tanner@n.currier
penyamakan	n.tanning
penyamakan kulit	n.tannery
penyamar	n.impersonators
penyamaran	n.disguise@n.masquerade@n.impersonation
penyambungan	n.splicing
penyambungan kembali	n.reconnection
penyampaian	n.transmittal
penyamun	n.marauder
penyandang dana	n.backers
penyangga	n.buffer@n.prop@n.props@n.strut
penyangga pembuluh	n.stents
penyangkal	n.denier
penyangkalan	n.denials@n.repudiation
penyanyi	n.singer@n.singers@n.warblers
penyanyi keliling	n.troubadour
penyanyi pengembara	n.minstrel
penyanyi pujangga	n.bards
penyanyi rap	n.rapper@n.rappers
penyanyi tenor	n.tenors
penyapihan	n.weaning
penyapu	n.sweeper@n.sweepers
penyapuan	n.dusting
penyaring	n.screener@n.scrubbers
penyaringan	n.filtering@n.sifting
penyatuan	n.unification
penyatuan kembali	n.reunification
penyayang	a.affectionate
penyearah	n.rectifier@n.rectifiers
penyebab	n.cause@n.causes
penyebar	n.spreader@n.diffuser@n.spreaders@n.diffusers@n.propagator
penyebaran	n.spread@n.deployment@n.dissemination@n.propagation@n.dispersal@n.metastasis@n.mongering
penyeberangan	n.crossing@n.crossings@n.crosswalk
penyebut	n.denominator
penyebutan	n.mention@n.mentions
penyedap	n.condiment
penyederhanaan	n.simplification
penyedia	n.provider@n.providers@n.purveyors@n.purveyor
penyediaan	n.provision@n.provisioning
penyedotan	n.vacuuming
penyegar	n.freshener@n.fresheners
penyegaran	n.refresher@n.refreshment
penyegel	n.sealer@n.sealers
penyegelan	n.sealing
penyeimbang	n.outrigger@n.balancer@n.equalizers
penyeimbangan	n.balancing
penyejajaran	n.juxtaposition
penyekat	n.spacers@n.insulator@n.baffles
penyelam	n.divers@n.diver
penyelaman	n.dive
penyelamat	n.savior@n.saviour@n.rescuers
penyelamatan	n.rescue@n.salvage@n.rescues
penyelamatan jiwa	a.lifesaving@n.lifesaving
penyelarasan	n.realignment
penyelenggara	n.organizer@n.organizers@n.organisers@n.organiser@n.convener@n.convenor
penyelesaian	n.completion@n.settlement@n.finishing@n.settlements@n.completions
penyelesaian akhir	n.finalization
penyelidik	n.investigators@n.inquisitor
penyelidikan	n.inquiry@n.probe@n.probes@n.inquisition@n.inquest
penyelubungan	n.cloaking
penyelundup	n.crashers@n.smugglers@n.traffickers@n.smuggler
penyelundupan	n.smuggling
penyemaian	n.seeding
penyembah	n.worshippers
penyembahan berhala	n.idolatry
penyembelihan	n.slaughtering
penyembuh	n.healer@n.healers
penyembuhan	n.healing@n.curing@a.curative
penyembunyian	n.concealment
penyempitan	n.constriction
penyemprot	n.sprayer
penyempurnaan	n.refinement@n.refinements@n.consummation
penyendiri	n.loner
penyengat	n.stinger
penyerahan	n.surrender@n.handover@n.renditions@n.surrenders
penyerang	n.forwards@n.attacker@n.striker@n.attackers@n.strikers@n.aggressor@n.assailant
penyerangan	n.assault
penyerap	n.absorber@n.absorbers
penyerapan	n.absorption@n.uptake@n.blotting@n.sorption
penyerbu	n.raiders@n.invaders@n.invader
penyerbuan	n.storming
penyerbukan	n.pollination
penyergapan	n.ambush
penyeru	n.crier
penyesalan	n.regret@n.regrets@n.remorse@n.wormwood
penyesuaian	n.adjustment@n.adjustments@n.tweak@n.tweaks
penyetel	n.adjuster@n.setters
penyetelan	n.tuning
penyetor	n.committers
penyewa	n.tenant@n.tenants@n.renter@n.renters@n.lessee@n.lessors
penyewa kamar	n.lodger
penyewaan	n.hire@n.tenancy@n.lettings@n.chartering
penyiar	n.broadcasters@n.broadcaster@n.announcer@n.announcers
penyiar radio	n.deejay
penyiaran	n.broadcasting@n.airing
penyidik	n.investigator
penyihir	n.wizard@n.witch@n.wizards@n.witches@n.mage@n.sorcerer@n.warlock@n.magicians@n.mages@n.magus
penyihir wanita	n.sorceress
penyiksaan	n.torture@n.torturing
penyimpanan	n.storage
penyimpanan aman	n.safekeeping
penyimpangan	n.deviation@n.deviations@n.aberrations@n.outliers@n.aberration@n.perversion@n.deviance@n.irregularity@n.deviants
penyintas	n.survivor@n.survivors
penyiram	n.sprinkler
penyiraman	n.watering
penyisipan	n.insertion@n.insertions
penyisiran	n.combing
penyitaan	n.foreclosures@n.foreclosure@n.seizure@n.forfeiture@n.sequestration@n.confiscation@n.impoundment
penyitaan gaji	n.garnishment
penyitaan kembali	n.repossession
penyok	n.dent@n.dents
penyok kecil	n.dings
penyokong	n.backer
penyolderan	n.soldering
penyombong	n.upstart
penyorotan	n.highlighting
penyortir	n.sorter
penyortiran	n.sorting@n.triage@n.culling
penyuapan	n.bribery
penyucian	n.sanctification
penyudutan	n.cornering
penyuling	n.distillers@n.distiller@n.refiners@n.refiner
penyulingan	n.refining@n.refineries@n.distillation
penyumbang	n.benefactor@n.benefactors
penyumbatan	n.occlusion@n.blockage@n.clogging
penyuntingan	n.proofreading@n.retouching
penyusun	n.preparer@n.framers
penyusunan	n.drafting@n.collation
penyusunan kode	n.codification
penyusunan tabel	n.tabulations
penyusunan ulang kode	n.refactoring
penyusup	n.intruder@n.intruders
penyusupan	n.intrusion
penyusutan	n.depreciation@n.contractions@n.shrinkage@n.wane
pepatah	n.saying@n.maxim@n.sayings@n.proverb@n.adage@n.maxims@n.dictum
pepaya	n.papaya
peperangan	n.warfare@n.hostilities
peppermint	n.peppermint
pepperoni	n.pepperoni
peptida	n.peptide@n.peptides
peptidase	n.peptidase
peptik	a.peptic
per	prep.per
per buah	ad.apiece
per jam	a.hourly@ad.hourly
per kapita	n.capita
perabotan	n.furniture@n.furnishings@n.furnishing
peracikan	n.compounding
peradaban	n.civilization@n.civilizations@n.civ@n.civilisation
peradangan	n.inflammation
peradilan	a.judicial@n.judiciary
peraga	n.demonstrator
perahu	n.boat@n.craft@n.boats
perahu datar	n.bateau
perahu galian	n.dugout
perahu kecil	n.dinghy@n.dinghies@n.dory@n.skiff
perahu layar	n.sailboat@n.sailboats
perahu motor	n.powerboat
perahu panjang	n.longboat
perairan	n.waters
perairan pantai	n.nearshore
perajut	n.knitter@n.knitters
perak	n.silver@a.silver@n.argent@n.silvers
perakit	n.assemblers@n.fabricator
perakitan	n.assembly
peralatan	n.tools@n.equipment@n.kit@n.gear@n.kits@n.appliances@n.appliance@n.apparatus@n.gears@n.utensils@n.equipments@n.paraphernalia@n.utensil
peralatan dapur	n.kitchenware
peralatan makan	n.cutlery@n.dinnerware@n.tableware@n.flatware@n.crockery
peralatan masak	n.cookware
peralatan perak	n.silverware
peralatan rumah tangga	n.housewares
peralatan sakelar	n.switchgear
peralihan	n.switching@n.changeover@n.segue@n.switchover
peramal	n.seer@n.forecaster@n.forecasters@n.clairvoyant
peramal bintang	n.astrologer@n.astrologers
perambahan	n.encroachment
peramban	n.browser@n.browsers
perampingan	n.downsizing
perampok	n.raider@n.robber@n.robbers@n.marauder@n.burglars
perampokan	n.robbery@n.heist@n.robberies@n.burglaries
peran	n.part@n.role@n.roles
peran kecil	n.cameos
perancah	n.scaffolding@n.scaffold@n.scaffolds
perancang	n.drafter@n.drafters
perang	n.war@n.wars
perang salib	n.crusade@n.crusades
perangkap	n.traps@n.pitfall
perangkat	n.device@n.devices@n.toolkit
perangkat genggam	n.handhelds
perangkat keras	n.hardware
perangkat lunak	n.software
perangko	n.stamps
perangsang	n.stimulant
perantara	n.intermediary@n.intermediaries@n.intermediates@n.fixer@n.middleman@n.broking
perantaraan	n.intercession@n.instrumentality
perantau	n.emigrants
perapian	n.fireplace@n.fireplaces@n.hearth@n.fireside@n.ingle
perasaan	n.feeling@n.feelings@n.affections@n.sensibilities
perasan	n.squeeze@n.squeezes
perataan	n.levelling
peratap	n.wailers
peraturan	n.regulations@n.regulation@n.ordinance@n.bylaws@n.ordinances@n.bylaw
perawakan	n.stature
perawan	n.virgin@a.virgin@n.virgins@n.maidens@a.vestal
perawan tua	n.spinster
perawan vesta	n.vestal
perawat	n.nurse@n.nurses
perawatan	n.care@n.treatment@n.treatments@n.grooming@n.caregiving@n.pampering
perawatan di rumah sakit	n.hospitalizations
perawatan kaki	n.podiatry
perawatan kulit	n.skincare
perawatan lanjutan	n.aftercare
perawatan lansia	n.eldercare
perawatan rambut	n.haircare
perawatan wajah	n.facials
perayaan	n.celebration@n.celebrations@n.festivities@n.commemoration@n.observances@a.celebratory@n.celebrant
perayap	n.crawler@n.creeper@n.crawlers
perbaikan	n.repair@n.improvement@n.fix@n.improvements@n.correction@n.repairs@n.fixes@a.reconstructive@n.betterment@n.rectification@n.mending
perbaikan penampilan	n.makeovers
perban	n.bandages@n.bandage
perbandingan	n.comparison@a.comparative@n.comparisons@n.matchup
perbankan	n.banking
perbatasan	n.border@n.borders@n.frontier@n.frontiers@a.borderline
perbedaan	n.difference@n.diff@n.differences@n.distinction@n.diffs@n.distinctions@n.differentials
perbedaan pendapat	n.dissent
perbendaharaan	n.treasury@n.repertory@n.treasuries
perbuatan	n.deed@n.deeds@n.doings
perbuatan buruk	n.disservice
perbuatan melawan hukum	n.torts
perbudakan	n.bondage@n.slavery@n.servitude@n.thrall@n.enslavement
perburuan	n.hunt@n.hunts@n.manhunt
perburuan liar	n.poaching
perburukan	n.worsening@n.aggravation
percabangan	n.branching@n.ramifications@n.bifurcation
percakapan	n.conversation@n.conversations@a.conversational@a.colloquial@n.colloquy
percakapan sampingan	n.sidebars
percaya	v.believe@v.believes@v.believing@a.trusting
percaya diri	a.confident
percepatan	n.acceleration@n.speedup
perceraian	n.divorce@n.divorces
percetakan	n.printing
percetakan uang	n.mint
percikan	n.spark@n.splash@n.sparks@n.splashing@n.splatter
percobaan	n.attempt@n.trials@n.attempts@n.tries@n.probation@a.probationary
percobaan ulang	n.retries
percontohan	a.pilot
perdagangan	n.trade@n.trading@n.commerce@n.trades@n.trafficking@n.merchandising@a.mercantile
perdagangan grosir	n.wholesaling
perdamaian	n.peace@n.peacekeeping@n.conciliation@n.peacemaking
perdana	a.maiden@a.inaugurals
perdana menteri	n.premier@n.premiers
pere	n.pere
perebutan	n.scramble@n.scrambling
perebutan kembali	n.recapture
pereda	n.reliever
peredaan	n.appeasement
peredam	n.muffler@n.damper@n.baffle@n.dampers@n.attenuator@n.attenuators
peredam suara	n.mufflers@n.silencer
peredaman	n.damping
peredaran	n.circulation@a.circulatory
peredaran ulang	n.recirculation
pereduksi	n.reducer
peredup	n.dimmer
peredup lampu	n.dimmers
peregangan	n.stretch@n.stretching
peregrine	n.peregrine
perekam	n.recorder@n.recorders
perekat	n.adhesive@n.adhesives
perekrut	n.recruiters@n.recruiter@n.headhunter
perekrutan	n.recruitment@n.recruiting@n.hiring
peremajaan	n.rejuvenation
perempat	n.quarters
perempat final	n.quarterfinals
perempuan	n.women@n.woman@a.female@n.female@n.females@n.fem@n.dames
perempuan muda	n.lass
perenang	n.swimmers@n.swimmer
perencana	n.planner@n.planners@n.plotters
perencanaan	n.planning
perendaman	n.immersion
perenungan	n.ruminations
peresapan	n.percolation
peretas	n.hacker@n.hackers
peretasan	n.hack@n.hacking@n.hacks
perfeksionis	n.perfectionist
perforasi	n.perforation
perfusi	n.perfusion
pergantian	n.turnover@n.shifts@n.churn@n.changeover@n.alternation@n.commutation
pergaulan bebas	a.promiscuous
pergelangan kaki	n.ankle@n.ankles
pergelangan tangan	n.wrist@n.wrists
pergerakan	n.motility@n.locomotion
pergeseran	n.shift@n.dislocation@n.dislocations
pergeseran merah	n.redshift
pergi	v.go@v.going@ad.away@v.leave@v.went@v.goes@v.gone@v.scoot
pergi ke klub	n.clubbing
pergola	n.pergola
pergolakan	n.upheaval
pergudangan	n.warehousing
pergulatan	n.grappling
perguruan tinggi	n.college@n.colleges@a.collegiate
perhambaan	n.servitude
perhatian	n.attention@a.caring@n.attn@n.heed@a.considerate@n.attentions
perhatikan	int.oyez
perhiasan	n.jewellery@n.bijou
perhiasan kecil	n.trinket
perhiasan mencolok	n.bling
perhiasan murah	n.trinkets
perhitungan	n.calculation@n.calculations@n.reckoning
perhitungan kepala	n.headcount
peri	n.fairy@n.elf@n.fairies@n.elves@n.pixie@n.pixies@n.faerie@n.sprites@n.faery@n.faeries
peribahasa	n.proverb@a.proverbial@n.adage
peridot	n.peridot
periferal	n.peripherals@a.peripheral@n.peripheral
perikanan	n.fisheries@n.fishery
periklanan	n.advertising
perilaku	n.conduct@n.manner@n.behaviour@a.behavioural@n.behaviours
perinatal	a.perinatal
peringanan	n.alleviation
peringatan	n.warning@n.alert@n.advisory@n.alerts@n.memorial@a.memorial@n.anniversary@n.warnings@n.caution@n.memorials@a.commemorative@n.caveat@n.cautions@n.caveats@n.commemoration@a.cautionary@n.admonition@n.remembrances
peringatan seratus tahun	n.centennial
peringkasan	n.summarization
peringkat	n.rating@n.ratings@n.rank@n.ranking@n.rankings@n.ranks
perintah	n.command@n.commands@n.commandments@n.prompts@n.injunction@n.dictates@n.commandment@a.injunctive@n.edict@n.behest
perintah pengadilan	n.injunctions
perintah tertulis	n.writ
perintis	n.pioneers@a.pioneering@n.trailblazer@n.trailblazers
periode	n.term@n.period@n.periods
periodisitas	n.periodicity
periodontal	a.periodontal
perisai	n.shield@n.shields
periskop	n.periscope
peristiwa	n.events@n.event
peristiwa sebelumnya	n.antecedents
peritoneum	a.peritoneal
periwinkle	n.periwinkle
perizinan	n.licensing
perjalanan	n.travel@n.trip@n.ride@n.journey@n.trips@n.trek@n.travels@n.voyage@n.journeys@n.commute@n.walkabout@n.wanderings
perjalanan kerja	n.commutes
perjalanan panjang	n.treks
perjalanan pulang pergi	n.roundtrip
perjamuan	n.banquets@n.feasts@n.banqueting@n.feasting
perjamuan Paskah Yahudi	n.seder
perjanjian	n.agreement@n.agreements@n.treaty@n.covenant@n.treaties@n.covenants@n.accords@n.indenture@n.testaments
perjodohan	n.matchmaking
perjuangan	n.struggle@n.struggles
perjudian	n.gambling@n.gamble
perkabelan	n.cabling
perkakas	n.tooling@n.utensil
perkakas tanah liat	n.crockery
perkalian	n.multiplication
perkamen	n.parchment
perkasa	a.mighty
perkawinan	a.marital@a.spousal@n.matrimony
perkawinan sedarah	n.inbreeding
perkebunan	n.estate@n.plantation@n.plantations
perkecambahan	n.germination
perkelahian	n.brawl
perkemahan	n.encampment
perkembangan	n.developments@a.developmental@n.progression@n.outgrowth@n.progressions@n.evolutions
perkenalan	n.introduction
perkeretaapian	n.railroading
perkiraan	a.estimated@n.estimates@n.estimate@a.approximate@n.estimation@n.approximation@n.approximations@n.estimations@n.guesswork
perkiraan berlebihan	n.overestimate
perklorat	n.perchlorate
perkolasi	n.percolation
perkosaan	n.rape
perkotaan	a.urban
perkumpulan	n.association@n.bund@n.socials
perkumpulan mahasiswa	n.fraternities
perkumpulan mahasiswi	n.sorority@n.sororities
perkumpulan penyihir	n.coven
perkusi	n.percussion@a.percussive
perkutan	a.percutaneous
perlahan	ad.slowly
perlakuan buruk	n.mistreatment@n.maltreatment
perlambatan	n.slowdown@n.deceleration
perlawanan	n.resistance@n.opposition
perlengkapan	n.supplies@n.fixtures@n.fittings@n.fixture@n.paraphernalia@n.fixings@n.trappings@n.outfitting
perlengkapan bayi	n.layette
perlengkapan kerajaan	n.regalia
perlengkapan mandi	n.toilette@n.toiletries@n.toiletry
perlengkapan militer	n.materiel
perlindungan	n.protection@n.refuge@n.safeguard@n.protections@n.safeguards@n.aegis
perlu	a.necessary@a.needful
perluasan	n.sprawl@n.enlargements
permadani	n.tapestry@n.tapestries
permafrost	n.permafrost
permainan	n.games@n.game@n.play@n.gaming
permainan bola	n.rounders
permainan bola tangan	n.fives
permainan boneka	n.puppetry
permainan kartu	n.canasta
permainan kartu euchre	n.euchre
permainan kata	n.pun@n.puns@n.wordplay
permainan keras	n.hardball
permainan riuh	n.romp
permainan skitles	n.skittles
permaisuri	n.empress
permanen	a.permanent@a.tenured@a.indelible
permanensi	n.permanence
permata	n.gem@n.jewel@n.gems@n.jewels
permeabel	a.permeable
permeabilitas	n.permeability
permen	n.candy@n.sweets@n.candies@n.sweeties
permen karet	n.gum@n.bubblegum
permen karet bulat	n.gumball
permen lolipop	n.lollipop@n.lollipops@n.lolly
permen mint	n.mints
permen pelega tenggorokan	n.lozenges
permen taffee	n.taffy
permen toffee	n.toffee
permesinan	n.machinery@n.machining
permintaan	n.request@n.demand@n.requests@n.solicitation@n.req@n.requisition@n.behest
permintaan maaf	n.apologies@n.apology
permintaan resmi	n.requisitions
permisif	a.permissive
permohonan	n.plea@n.pleas@n.solicitations@n.invocations
permukaan	n.surface@n.surfaces
permukaan meja	n.tabletop
permukiman kumuh	n.slum
permulaan	n.onset@n.beginnings@n.inception
permusuhan	n.hostility@n.hostilities@a.adversarial@n.antagonism@n.animosity@n.enmity
permutasi	n.permutation@n.permutations
pernah	ad.ever
pernak pernik	n.trinket@n.trinkets
pernapasan	a.respiratory@n.breathing
pernikahan	n.wedding@n.marriage@n.weddings@n.marriages@a.matrimonial@n.matrimony@n.wedlock
pernikahan kembali	n.remarriage
pernis	n.varnish@n.varnishes
pernyataan	n.statement@n.statements@n.declaration@n.assertion@n.assertions@n.pronouncements
pernyataan meremehkan	n.understatement
pernyataan resmi	n.communique
pernyataan ulang	n.restatement
perokok	n.smokers@n.smoker
peroksida	n.peroxide
peroksidase	n.peroxidase
perombakan	n.overhaul@n.makeovers@n.revamping
perompak	n.privateer
perona mata	n.eyeshadow
perona pipi	n.rouge
perpajakan	n.taxation
perpanjangan	n.extension@n.elongation@n.extenders@n.prolongation
perpanjangan otomatis	n.rollovers
perpanjangan waktu	n.aet
perpecahan	n.disintegration@n.schism
perpeloncoan	n.hazing
perpindahan	n.displacement@n.migrations@n.crossovers@n.displacements
perpisahan	n.goodbye@n.farewell@n.parting@n.breakup
perploncoan	n.hazing
perpustakaan	n.library@n.libraries@n.lib
perputaran	n.turnaround@n.turnovers@n.pivoting
pers	n.press
persahabatan	n.friendship@n.friendships@n.companionship@n.amity@n.camaraderie@a.collegial
persaingan	n.rivalry@n.rivalries
persalinan	n.maternity@n.childbirth@n.birthing
persamaan	n.equation@n.equations
persatuan	n.union
persaudaraan	n.fraternity@n.brotherhood@a.fraternal@n.sisterhood@a.brotherly
persediaan	n.supplies@n.stockpile
persegi	n.square@a.square@n.squares
persegi panjang	a.rectangular@n.rectangle@n.rect@n.oblong@n.rectangles
persekongkolan	n.collusion@n.cabal@n.complicity@n.machinations
persekutuan	n.fellowship@n.companionship@n.confederacy
perselingkuhan	n.affair@n.affaires@n.infidelity
perselisihan	n.dispute@n.disputes@n.strife@n.disagreements@n.feud@n.discord@n.contentions
persemakmuran	n.commonwealth
persembahan	a.votive
persembunyian	n.hiding
persen	n.percent@n.pct@n.percents
persenjataan	n.ordnance@n.weaponry@n.armament@n.armaments
persentase	n.percentage@n.percentages
persentil	n.percentile@n.percentiles
persepsi	n.perception@n.perceptions@a.perceptual
persepuluhan	n.tithe
perseratus	n.hundredths
perseroan	n.corp
perseteruan	n.feud
persetujuan	n.approval@n.consent@n.approvals@n.assent@n.consents@n.clearances@n.approbation
perseus	n.perseus
persiapan	n.preparation@n.prep@n.preparations@a.preparatory@n.preps
persidangan	n.trial@n.proceedings@n.trials
persidangan ulang	n.rehearing
persik	n.peach
persimpangan	n.junction@n.intersection@n.crossroads@n.intersections@n.junctions@n.jct@n.juncture@n.interchanges
persimpangan jalan	n.crossroad
persinggahan	n.stopover
persis	ad.exactly@a.exact
persisten	a.persistent
persona	n.persona@n.personas
personal	a.personal
personalisasi	n.personalization
personel	n.personnel
perspektif	n.perspective@n.perspectives
persuasi	n.persuasion
persuasif	a.persuasive
persyaratan	n.requirements@n.requirement@n.requisites@n.stipulations
